分类,研报标题,摘要,作者,评级,页数,日期,分享者,来源页,抓取时间,类型,分享时间
投研资讯,开源证券-巨化股份-600160-公司信息更新报告：2025Q2业绩或大幅创历史新高，全新商业模式逐步形成-250709,"2025Q2业绩预计同比增长122%-152%，或创历史新高，维持“买入”评级
　　公司2025H1预计实现归母净利润19.7-21.3亿元，同比增长136%-155%；预计实...",金益腾，毕挥，李思佳,买入,4,2025-07-10,mrt****88,1,2025-07-10 22:05:36,,
投研资讯,国投证券-沪电股份-002463-受益AI新兴需求，上半年业绩大幅增长-250710,"事件：
　　公司发布2025年半年度业绩预告，上半年归母净利润165,000万元–175,000万元，比上年同期增长44.63% - 53.40%。扣非后净利润161,000万...",马良，朱思,买入-A,5,2025-07-10,tem****nc,1,2025-07-10 22:05:36,,
投研资讯,天风证券-芯动联科-688582-MEMS芯片龙头，应用场景多点开花-250710,"芯动联科：MEMS惯性传感器龙头
　　公司成立于2012年，2023年在科创板上市，目前已实现从芯片设计、工艺开发到封装测试的全链条技术自主可控，其第三代MEMS陀螺仪性能达国...",孙潇雅,持有（首次）,22,2025-07-10,zai****iu,1,2025-07-10 22:05:36,,
投研资讯,东方证券-中国中免-601888-离境退税和市内店纷纷落地，2Q25销售有望筑底回暖-250710,离境退税业务有望放大境外客流红利。公司在三亚国际免税城一期的有税商店，已开通境外旅客办理离境退税。同时6月开业的厦门市内免税店，增设了国潮专区，精选国潮香化、醇香美酒、生活美学...,谢宁铃,买入,5,2025-07-10,luc****cq,1,2025-07-10 22:05:36,,
投研资讯,民生证券-无锡振华-605319-深度报告：冲压客户结构质变，电镀半导体双轮驱动-250710,冲压客户结构进入拐点电镀业务催化新增长。无锡振华1989年成立至今，深耕汽车冲压业务30余年，围绕“传统业务智能化+新能源业务规模化”的双轮驱动，以上汽集团为基，小米、理想、特...,崔琰，白如,推荐,34,2025-07-10,han****53,1,2025-07-10 22:05:36,,
投研资讯,光大证券-巨化股份-600160-2025年半年度业绩预告点评：制冷剂高景气延续，Q2业绩高增长-250710,事件：公司发布2025年半年度业绩预增公告，2025年上半年度，公司预计实现归母净利润为19.7-21.3亿元，同比增长136%-155%；其中，Q2单季度公司预计实现归母净利...,赵乃迪，蔡嘉豪,买入,3,2025-07-10,shui******ian,1,2025-07-10 22:05:36,,
投研资讯,开源证券-云图控股-002539-公司信息更新报告：复合肥龙头完善上游合成氨、磷矿石等原料布局，广西贵港项目打开未来成长空间-250710,"公司为复合肥龙头企业，持续完善原料配套以打造更强市场竞争力
　　公司为复合肥行业龙头，已建成从上游盐矿、磷矿资源到下游除尿素以外的氮肥产业链、磷肥完整产业链。短期来看，公司磷复...",金益腾，张晓锋，宋梓荣,买入,13,2025-07-10,cb***u,1,2025-07-10 22:05:36,,
投研资讯,长城证券-佐力药业-300181-Q2利润端延续高增，一路向C战略助力二次腾飞-250710,事件：（1）7月9日，公司发布2025中期业绩预告，2025H1公司预计营收同比增长12%，实现归母净利润3.68-3.88亿元，同比增长24.30%-31.06%；实现扣非归...,刘鹏，袁紫馨,买入,4,2025-07-10,xpf****65,1,2025-07-10 22:05:36,,
投研资讯,开源证券-曙光数创-872808-北交所公司深度报告：积极布局海外&冷板液冷市场，750kW突破斩获海外大单-250709,"2023液冷市占61.3%蝉联榜首，C8000液冷机密度突破至750kW以上
　　曙光数创多年来专注于数据中心领域，在服务器液冷技术方面处于世界领先地位，公司在2023年度液冷...",诸海滨,增持,31,2025-07-10,sh***7,1,2025-07-10 22:05:36,,
投研资讯,群益证券-圆通速递-600233-邮政局号召“反内卷”，公司盈利有望改善-250710,"事件：近期国家邮政局党组召开会议，会议强调将进一步加强行业监管，完善邮政快递领域市场制度规则，旗帜鲜明反对“内卷式”竞争。
　　点评：
　　邮政局号召“反内卷”，行业价格战有望...",赵旭东,买进,3,2025-07-10,kkl****ok,1,2025-07-10 22:05:36,,
投研资讯,国投证券-儒竞科技-301525-热泵控制器领导者，新能车热管理及自动化构筑新增长曲线-250710,深耕变频节能和智能控制领域，产品延伸拓宽成长空间。儒竞专注于电力电子及电机控制领域，产品应用领域从暖通空调及冷冻冷藏设备逐步拓展至新能源车热管理系统和伺服驱动及控制系统等领域。...,余昆，陈伟浩,买入-A（首次）,36,2025-07-10,ling******012,1,2025-07-10 22:05:36,,
投研资讯,光大证券-佐力药业-300181-2025年半年度业绩预告点评：Q2净利润持续高增，C端业务战略升级-250710,事件：佐力药业发布2025年半年度业绩预告，25H1预计实现归母净利润3.68-3.88亿元，同比+24%-31%；预计实现扣非净利润3.66-3.86亿元，同比+25%-32...,王明瑞，黄素青,买入,3,2025-07-10,she****ia,1,2025-07-10 22:05:36,,
投研资讯,东海证券-乐鑫科技-688018-公司简评报告：AIOT长尾市场高速增长，规模效益显著利润增厚-250710,事件概述：公司7月8日发布2025年半年度业绩预告，（1）经公司财务部门初步测算，预计2025年半年度实现营业收入为12.2亿元到12.5亿元，同比增加33%到36%；（2）归...,方霁,买入,4,2025-07-10,bal****te,1,2025-07-10 22:05:36,,
投研资讯,诚通证券-益诺思-688710-首次覆盖：国资控股的非临床安评CRO特色服务龙头-250709,"国资控股的非临床安全性评价CRO特色服务龙头
　　益诺思是我国非临床安全性评价龙头公司，2022年安评细分行业市占率6.80%，仅次于药明康德和昭衍新药，国内细分行业排行第三。...",李志新,推荐（首次）,30,2025-07-10,好**人,1,2025-07-10 22:05:36,,
投研资讯,中邮证券-株冶集团-600961-25年中报预增：冶炼端与矿山端向上共振-250710,"25Q2归母净利润中枢为3.28亿元
　　公司发布2025年中报预增：经初步测算，公司预计2025年半年度实现归属于母公司所有者的净利润5.6亿元到6.5亿元，与上年同期相比，...",李帅华,买入,5,2025-07-10,zhan******102,1,2025-07-10 22:05:36,,
投研资讯,光大证券-北方稀土-600111-2025年半年度业绩预增点评：2025上半年业绩同比高增，冶炼分离及稀土金属加工成本进一步降低-250710,"事件：2025年7月9日，北方稀土公告，预计2025年半年度实现归属于母公司所有者的净利润9亿元-9.6亿元，同比增加1882.54%到2014.71%。
　　 点评：镨钕和镧...",王招华，马俊,增持,4,2025-07-10,妙***,1,2025-07-10 22:05:36,,
投研资讯,开源证券-凯德石英-835179-北交所公司深度报告：12英寸高端半导体材料认证加速，募投项目+三大子公司优化业务布局-250709,"2025Q1实现营收0.85亿元（+0.81%），归母净利润997.71万元（-13.56%）
　　2025年一季度公司实现营收0.85亿元，同比增长0.81%，归母净利润99...",诸海滨,增持,18,2025-07-10,ori****65,1,2025-07-10 22:05:36,,
投研资讯,长城证券-晨光生物-300138-业绩修复超预期，中期维度仍有增长潜力-250710,事件：7月9日，晨光生物发布《2025年半年度业绩预告》，2025H1，晨光生物预计实现营业收入34.60至37.60亿元，同比-0.89%至+7.71%；预计实现归母净利润2...,刘鹏，卢潇航,买入,4,2025-07-10,max****xi,1,2025-07-10 22:05:36,,
投研资讯,东吴证券-佐力药业-300181-2025年半年度业绩预告点评：利润端持续亮眼，战略布局“乌灵菌+”，打开中期第二增长曲线-250710,事件：2025年H1，公司营业收入同比增长约12%；归母净利润预计3.68~3.88亿元（+24.3%~31.06%，同比增长24.3%~31.06%，下同），扣非归母净利润3...,朱国广，苏铖,买入,3,2025-07-10,chi****an,1,2025-07-10 22:05:36,,
投研资讯,华鑫证券-易实精密-836221-公司事件点评报告 ：拟控股精冲领军企业，协同效应加速公司成长-250710,"事件
　　易实精密发布公告：拟以现金方式收购通亦和精工科技51%股权，交易价格不超过1.6亿元。标的公司承诺2025-2027年扣非归母净利润分别为2800/3200/3600...",林子健,买入,6,2025-07-10,rjq****14,1,2025-07-10 22:05:36,,
投研资讯,天风证券-金禾实业-002597-阿洛酮糖获批使用，金禾是第二家获批酶制剂企业-250710,"阿洛酮糖获批食品原料安全审查，我国应用发展与国际接轨齐头并进
　　2025年7月2日，国家卫健委官网披露，根据《中华人民共和国食品安全法》规定，审评机构组织专家对D-阿洛酮糖等...",郭建奇，唐婕，张峰,买入,3,2025-07-10,sh***d,2,2025-07-10 22:05:38,,
投研资讯,华福证券-长江电力-600900-1H25乌东德来水偏丰，抽蓄持续建设发展-250710,"事件：公司发布了2025年半年度发电量完成情况公告。
　　1H25乌东德来水偏丰，2Q25发电量基本持平：根据公司初步统计，2025年上半年，乌东德水库来水总量约399.64亿...",严家源,买入,3,2025-07-10,ba***o,2,2025-07-10 22:05:38,,
