分类,研报标题,摘要,作者,评级,页数,日期,分享者,来源页,抓取时间,类型,分享时间
投研资讯,东吴证券-巨人网络-002558-《超自然行动组》流水超预期，看好新游周期带来戴维斯双击-250706,"事件：2025年7月4日，公司多人组队休闲摸金游戏《超自然行动组》iOS游戏畅销榜排名跃升至第10名，创新高，产品表现超预期。
　　老游流水稳健，构筑业绩基本盘。公司重点游戏流...",张良卫，陈欣,,3,2025-07-06,hsk****zc,1,2025-07-06 19:04:15,,
投研资讯,华金证券-山大电力-301609-新股覆盖研究-250706,"下周三（7月9日）有一家创业板上市公司“山大电力”询价。
　　山大电力（301609）：公司从事电网智能监测和新能源相关产品的研发、制造、销售和服务，主要产品包括故障录波监测装...",李蕙,,11,2025-07-06,tjh****95,1,2025-07-06 19:04:15,,
投研资讯,华金证券-技源集团-603262-新股覆盖研究-250706,"下周三（7月9日）有一家主板上市公司“技源集团”询价。
　　技源集团（603262）：公司是一家专业从事膳食营养补充产品研发创新及产业化的国际化企业。公司2022-2024年分...",李蕙,,11,2025-07-06,john******ang,1,2025-07-06 19:04:15,,
投研资讯,东方证券-广大特材-688186-2025半年度业绩预告点评：业绩增长超预期，风电齿轮箱零部件增益显著-250706,风电铸件、齿轮箱零部件等板块盈利显著改善，公司2025Q2业绩持续向上攀升，继续看好新能源风电用钢制造业务发展潜能。公司2025H1预计实现营业收入约25亿元，yoy+32.9...,刘洋,买入,5,2025-07-06,q**8,1,2025-07-06 19:04:15,,
投研资讯,太平洋证券-广深铁路-601333-广深铁路，2025Q1季报点评，季报利润承压，期待下半年上量-250704,"■事件
　　近日，广深铁路披露2024年报。本报告期内，实现营业总收入270.9亿，同比增+3.42%；归母净利10.6亿，同比微增+0.18%；扣非归母净利10.23亿，同比...",程志峰,增持,4,2025-07-06,song******ing,1,2025-07-06 19:04:15,,
投研资讯,东吴证券-林泰新材-920106-乘用车湿式纸基摩擦片国产先锋，混动放量+产能释放驱动高成长-250706,深耕湿式纸基摩擦片，打造乘用车领域国产唯一品牌。林泰新材（股票代码：920106.BJ）成立于2015年，公司自主研发的湿式纸基摩擦片打破了国外公司在乘用车领域内的垄断，是国内...,朱洁羽，易申申，余慧勇,买入（首次）,27,2025-07-06,liu****o1,1,2025-07-06 19:04:15,,
投研资讯,太平洋证券-光大银行-601818-2024年年报及2025年一季报点评：核心竞争力增强，分红比例提升-250704,事件：光大银行发布2024年年度报告及2025年第一季度报告。2024年，公司实现营业收入1354.15亿元，同比-7.05%；实现归母净利润416.96亿元，同比+2.22%...,夏芈卬,买入,4,2025-07-06,Ti***y,1,2025-07-06 19:04:15,,
投研资讯,太平洋证券-民生银行-600016-2024年年报＆2025年一季报点评：息差压力边际改善，资产质量稳中向好-250704,事件：民生银行发布2024年年报及2025年一季报。2024年、2025Q1公司实现营业收入分别为1362.90、368.13亿元，同比-3.21%、+7.41%；实现归母净利...,夏芈卬,增持,3,2025-07-06,gor****78,1,2025-07-06 19:04:15,,
投研资讯,太平洋证券-江苏金租-600901-2024年年报及2025年一季报点评：资产投放提速，利差显著扩张-250704,事件：江苏金租发布2024年年报及2025年一季报。2024年公司实现营业收入52.78亿元，同比+10.26%；实现归母净利润29.43亿元，同比+10.63%。2025Q1...,夏芈卬,买入,3,2025-07-06,l**d,1,2025-07-06 19:04:15,,
投研资讯,太平洋证券-工商银行-601398-2024年年报&2025年一季报点评：结构优化，稳健前行-250704,事件：工商银行发布2024年年报和2025年一季报。2024年、2025年Q1公司营业收入分别为8218.03、2127.74亿元，分别同比-2.52%、-3.22%；归母净利...,夏芈卬,买入,4,2025-07-06,bri****hj,1,2025-07-06 19:04:15,,
投研资讯,太平洋证券-中国人保-601319-2024年年报及2025年一季报点评：综合成本率边际改善，价值创造能力提升-250704,事件：中国人保发布2024年年报以及2025年一季报。2024年，公司实现营业总收入6219.72亿元，同比+12.45%；实现归母净利润428.59亿元，同比+88.24%。...,夏芈卬,增持,3,2025-07-06,晚***,1,2025-07-06 19:04:15,,
投研资讯,国信证券-长沙银行-601577-估值洼地+高增长潜力-250706,"核心观点
　　公司约0.6xPB估值提供了足够的安全边际，目前低估值反映的市场对其资产质量的担忧可能过度。
　　一是，公司零售贷款占比处在上市城商行较高水平，零售不良压力较大是...",田维韦，王剑,优于大市,29,2025-07-06,1381******998,1,2025-07-06 19:04:15,,
投研资讯,开源证券-芯动联科-688582-中小盘信息更新：公司发布2025年半年度业绩预增，同比大幅增长-250706,"公司披露2025年半年度业绩预增，归母净利润实现大幅增长
　　公司预计2025年上半年实现营收2.28-2.78亿元，同比增长66.04%-102.45%；实现归母净利润1.3...",周佳，陈蓉芳，张越,买入,4,2025-07-06,Panl******ong,1,2025-07-06 19:04:15,,
投研资讯,国金证券-三棵树-603737-中报大幅预增，受益新业态高增+利润率修复-250706,"业绩简评
　　2025年7月4日，公司披露2025年半年度业绩预增公告，上半年实现归属于上市公司股东的净利润3.8-4.6亿元，同比增加80.94%-119.04%，实现扣非后...",李阳，陈伟豪,买入,4,2025-07-06,red****s2,1,2025-07-06 19:04:15,,
投研资讯,海通国际-顺丰控股-002352-由1到N，厚积薄发-250702,"投资要点：
　　投资建议：给予“优于大市”评级，目标价59.31元。尽管行业价格竞争加剧，但我们认为顺丰业绩增长仍有较强确定性，我们预测公司2025-2027年归母净利润分别为...",Nan Yu，Yali Luo,优于大市（上调）,29,2025-07-06,nat****ly,1,2025-07-06 19:04:15,,
投研资讯,华安证券-恒鑫生活-301501-可生物降解餐饮具领军企业，助力环保减碳-250703,"主要观点：
　　概况：可生物降解餐饮具领军企业，助力环保减碳目标
　　公司深耕一次性餐饮具生产，由纸制拓展至可降解塑料产品。公司主要运用原纸、PLA粒子、传统塑料粒子等原材料，...",徐偲，余倩莹,增持（首次）,36,2025-07-06,eri****99,1,2025-07-06 19:04:15,,
投研资讯,国金证券-华达科技-603358-公司深度研究：冲压件龙头新能源转型，铸造第二曲线-250704,"核心观点
　　合资时代汽车冲压及焊接总成龙头，收购江苏恒义后进入新能源赛道。公司产品为汽车车身部件、发动机总成管类件等冲压及焊接产品，主要客户包括上汽大众、一汽大众等头部合资品...",陈传红,增持（首次）,18,2025-07-06,玉**静,1,2025-07-06 19:04:15,,
投研资讯,华鑫证券-耐普矿机-300818-公司事件点评报告：合同订单稳步推进，参股矿山值得期待-250705,"事件
　　耐普矿机于2025年6月30日发布签订日常经营重大合同公告：合同金额合计1,885.25万美元（不含税，折合人民币约13,517.23万元）。耐普矿机于2025年与哈...",尤少炜,买入,5,2025-07-05,as***y,1,2025-07-06 19:04:15,,
投研资讯,华鑫证券-孩子王-301078-公司事件点评报告：坚持“三扩”战略，内生外延双轮驱动-250705,"事件
　　2025年7月1日，孩子王发布2025年半年度业绩预告。2025H1预计归母净利润1.20-1.60亿元（同增50%-100%），扣非净利润0.96-1.20亿元亿元...",孙山山,买入（首次）,5,2025-07-05,hen****qh,1,2025-07-06 19:04:15,,
投研资讯,天风证券-匠心家居-301061-重新定义制造成长逻辑-250705,"创新能力打开成长空间
　　电动沙发作为成熟度逐渐提高的功能品类，表面看似“创新空间有限”。但实际上围绕用户体验、技术集成、生活场景和健康功能，仍存在广阔的创新空间。真正竞争力来...",孙海洋,买入,4,2025-07-05,何**东,1,2025-07-06 19:04:15,,
投研资讯,华西证券-稳健医疗-300888-棉柔巾及奈丝公主共振，线上发力弯道超车-250704,"投资建议
　　我们分析，公司前期股价下跌主要受到315事件对棉柔巾和卫生巾的扰动影响，但我们认为公司基于医用背书、在棉花方面的产品优势、通过线上发力实现弯道超车的趋势不变，继续...",唐爽爽，李佳妮,买入,22,2025-07-05,ypy****11,2,2025-07-06 19:04:17,,
投研资讯,天风证券-锐捷网络-301165-AI时代的网络先锋-250704,"行业领先的网络解决方案设备商
　　锐捷网络成立于2003年，在全球拥有8大研发中心，业务覆盖100多个国家和地区，助力各行业客户实现数字化转型和价值升级。公司主要聚集网络设备、...",王奕红，康志毅，唐海清,增持（首次）,24,2025-07-04,GTI****12,2,2025-07-06 19:04:17,,
投研资讯,国金证券-分众传媒-002027-公司深度研究：收购扩渠道，携手支付宝打通转化链路，看好后续增长-250704,"投资逻辑
　　1、收购新潮传媒的影响：完成后公司将从3方面受益。1）二者点位、覆盖人群重合度低，满足的客户需求也有差异，收购整合完成后，更能满足广告主多样化需求。公司点位覆盖全...",易永坚,买入,18,2025-07-04,zyd****11,2,2025-07-06 19:04:17,,
投研资讯,环球富盛-亚钾国际-000893-受益于钾肥价格上涨，未来产能持续扩张-250704,"公司专注钾肥业务
　　亚钾国际成立于1998年，专注于钾盐矿开采、钾肥生产及销售业务。公司秉承“资源、规模、创新”发展理念，以“打造世界级钾肥供应商”为战略目标，以“一年新增一...",庄怀超,买入,41,2025-07-04,y**t,2,2025-07-06 19:04:17,,
投研资讯,国信证券-江丰电子-300666-靶材实现国产化供应链，零部件打开第二成长曲线-250704,1Q25营收同比增长29.53%，归母净利润同比增长163.58%。公司2025年第一季度实现营收10.00亿元(YoY +29.53%，QoQ +2.11%)，归母净利润1....,胡剑，胡慧，叶子,优于大市,14,2025-07-04,xi***d,2,2025-07-06 19:04:17,,
投研资讯,东方证券-劲仔食品-003000-魔芋等创新产品上新提速，胖东来验证健康标签-250704,产能项目推进节奏调整，不改募投方向与整体规划。劲仔食品近日公告，公司“湘卤风味休闲食品智能生产项目”达到预定可使用状态的日期由2025年6月延期至2025年12月，已投入募集资...,谢宁铃,买入,5,2025-07-04,lia****jz,2,2025-07-06 19:04:17,,
投研资讯,环球富盛-三维化学-002469-“工程+化工”同步发展，积极扩展醋酸丁酸纤维素产品-250704,公司“工程+化工”同步发展。山东三维化学集团股份有限公司成立于1994年11月，于2010年9月在深圳证券交易所上市。公司是一家集化工石化技术和产品研发、工程技术服务、催化剂及...,庄怀超,,3,2025-07-04,sun****71,2,2025-07-06 19:04:17,,
投研资讯,太平洋证券-华峰测控-688200-发布股权激励计划，彰显公司业绩高增长信心-250703,"事件：公司发布《2025年限制性股票激励计划（草案）》拟向激励对象授予88.80万股限制性股票，约占本激励计划草案公告时公司股本总额13,553.3225万股的0.66%。其中...",张世杰，罗平,买入,5,2025-07-04,ali****ai,2,2025-07-06 19:04:17,,
投研资讯,中航证券-三晖电气-002857-机器人商业化先锋，引领康养产业智能升级-250629,"报告摘要
　　◆储能已成第一主业，切入机器人赛道
　　三晖电气成立于1996年，经过多年的发展，依托电能表检定核心环节的技术优势，形成了电能表标准检测设备、电能表自动化流水线型...",刘牧野,买入（首次）,12,2025-07-04,hel****me,2,2025-07-06 19:04:17,,
投研资讯,中航证券-浙数文化-600633-AI战略加速落地，数字产业多点开花-250701,"◆“文化+科技”战略引领数字经济布局，AI赋能驱动产业创新升级。
　　公司坚定实施“传媒控制资本、资本壮大传媒”的发展理念“1335”战略行动方案，聚焦“数字文化+”、“数字技...",裴伊凡，郭念伟,买入（首次）,6,2025-07-04,慕**昊,2,2025-07-06 19:04:17,,
投研资讯,山西证券-大全能源-688303-在手现金充裕，供给侧改善预期增长-250704,"事件描述
　　7月1日，中央财经委员会第六次会议召开，会议强调纵深推进全国统一大市场建设，要聚焦重点难点，依法依规治理企业低价无序竞争，引导企业提升产品品质，推动落后产能有序退...",肖索，贾惠淋,买入-B（首次）,5,2025-07-04,wu***i,2,2025-07-06 19:04:17,,
投研资讯,财通证券-吉贝尔-688566-独家品种迅速放量，创新药即将上市-250703,公司营运稳定，创新药布局初见成效：公司创立于2001年，核心品种利可君片2007年获得专利授权，依托该核心品种，公司营业收入处于长期增长趋势。与此同时公司提高运营效率，销售费用...,华挺,增持（首次）,26,2025-07-04,sa***v,2,2025-07-06 19:04:17,,
投研资讯,东方证券-技源集团-603262-主板投资价值研究报告：营养原料行业的龙头企业之一-250623,预计全球膳食营养补充行业市场稳定增长，细分产品中HMB增速较快，公司通过产能扩张及拓展新客户有望持续提升业绩。随着人们健康意识提升，叠加老龄化趋势，全球膳食营养补充行业市场有望...,谢宁铃,,78,2025-07-04,ivy****12,2,2025-07-06 19:04:17,,
投研资讯,国投证券-长川科技-300604-业绩预增亮眼，各产品线订单放量加速-250704,"事件：2025年6月25日，公司公告2025年中报业绩预告
　　25H1公司业绩表现亮眼，预计实现归母净利润3.6-4.2亿元，同比增长67.5%-95.5%；扣非归母净利润2...",马良,买入-A,5,2025-07-04,122****23,2,2025-07-06 19:04:17,,
投研资讯,东莞证券-胜宏科技-300476-深度报告：乘AI东风，业绩加速释放-250704,乘AI东风，业绩加速释放。公司多年来始终深耕PCB的研发、生产和销售，产品包括刚性电路板（多层板和HDI为核心）、柔性电路板（单双面板、多层板、刚挠结合板）全系列。今年Q1受益...,罗炜斌，陈伟光,买入,16,2025-07-04,pan****01,2,2025-07-06 19:04:17,,
投研资讯,中航证券-宇信科技-300674-经营业绩稳健，创新拓展边界-250702,"◆近年来经营业绩维持稳健，银行金融科技市场地位领先
　　公司以金融机构数字化转型需求为核心，主要围绕银行、非银金融机构及海外金融市场三大客户群体，提供咨询规划、软件开发及服务、...",卢正羽，刘牧野,买入（首次）,6,2025-07-04,1390******531,2,2025-07-06 19:04:17,,
投研资讯,群益证券-中微公司-688012-先进制程产能扩张将利好核心设备企业-250704,"结论与建议：
　　伴随中美贸易摩擦升级，先进制程的产能问题已经成为制约中国AI产业发展的最核心问题，因此我们预计2H25开始，中国政府会有更多资金、政策向包括光刻机、EDA工具...",朱吉翔,买进,3,2025-07-04,yan****36,2,2025-07-06 19:04:17,,
投研资讯,华安证券-阳光诺和-688621-STC007达成授权合作，重视创新管线资产价值-250703,"事件概述
　　7月2日公司发布公告，公司与上海乐旷惠霖医药科技有限公司于近期就共同开发STC007（镇痛适应症）达成合作并签署相应的《技术开发（合作）合同》，里程碑付款累计总金...",谭国超,买入,4,2025-07-04,le_****ng,2,2025-07-06 19:04:17,,
