分类,研报标题,摘要,作者,评级,页数,日期,分享者,来源页,抓取时间,类型,分享时间
投研资讯,山西证券-北鼎股份-300824-以旧换新催化，经营指标靓丽-250808,"事件描述
　　北鼎股份发布了2025年半年度报告，2025H1实现营业总收入4.32亿元，yoy+34.05%，实现归母净利润为0.56亿元，yoy+74.92%，2025Q2...",陈玉卢,增持-A（首次）,5,2025-08-08,vic****ky,1,2025-08-08 07:08:50,,
投研资讯,华安证券-宁德时代-300750-海外业务快速增长，毛利率稳步提升-250808,"主要观点：
　　公司H1利润稳步增长，盈利能力稳定
　　25年H1公司实现营业收入1788.86亿元，同比+7.3%；归母净利润304.85亿元，同比+33.3%；扣非后归母净...",张志邦，刘千琳,买入,4,2025-08-08,lhs****99,1,2025-08-08 07:08:50,,
投研资讯,开源证券-致远互联-688369-公司信息更新报告：筹划新一期股权激励计划，聚焦AI战略推动长期发展-250808,"坚持“平台+生态”发展战略，维持“买入”评级
　　2025协同管理论坛及用户大会召开在即，公司将发布AI-COP智能协同运营平台，同时发布新一代CoMi产品家族2.0产品。协同...",陈宝健，刘逍遥,买入,4,2025-08-08,你**代,1,2025-08-08 07:08:50,,
投研资讯,东方证券-保利发展-600048-2025半年度业绩快报点评：中报业绩略低于预期，中长期看好资产优化带来的估值修复-250808,"核心观点
　　中报业绩略低于预期，周期下行对后端结转的影响仍在体现。2025年上半年，公司实现营收1168亿元，同比-16%，主要由于结转规模收缩，2025全年计划竣工面积较2...",赵旭翔,买入,5,2025-08-08,nig****te,1,2025-08-08 07:08:50,,
投研资讯,东吴证券-同惠电子-833509-2025中报点评：消费电子与新能源需求结构性增长，Q2归母净利润环比高增+95%-250808,"投资要点
　　消费电子与新能源领域需求结构性增长，2025H1归母净利润同比劲增55%。公司发布2025半年度报告，2025H1营收1.01亿元，同比+16.81%；归母净利润...",朱洁羽，易申申，余慧勇,买入,3,2025-08-08,xpy8******118,1,2025-08-08 07:08:50,,
投研资讯,华西证券-健盛集团-603558-俏尔婷婷盈利能力改善，上半年高分红-250808,"事件概述
　　2025H1公司收入/归母净利/扣非净利/经营性现金流分别为11.70/1.42/1.36/2.52亿元、同比增长0.19%/-14.46%/-15.84%/14...",唐爽爽,买入,5,2025-08-08,sxy****25,1,2025-08-08 07:08:50,,
投研资讯,开源证券-华勤技术-603296-公司首次覆盖报告：3+N+3平台型ODM巨头，拥抱AI开启新一轮成长周期-250807,"华勤技术：20年科技变革浪潮孕育3+N+3平台型ODM龙头
　　华勤技术成立于2005年，把握20年科技变革浪潮，2024年公司营收跃上千亿台阶，成长为3+N+3平台型ODM龙...",陈蓉芳，仇方君,买入（首次）,18,2025-08-08,sjc****es,1,2025-08-08 07:08:50,,
投研资讯,光大证券-杰瑞股份-002353-2025年中报点评：订单大幅增长，油气工程、天然气设备收入同比接近翻倍-250808,"营收、净利润均实现大幅增长
　　杰瑞股份2025H1实现营业收入69.0亿元，同比增长39.2%；归母净利润12.4亿元，同比增长14.0%。公司毛利率为32.2%，同比下降3...",陈佳宁，黄帅斌，汲萌,买入,3,2025-08-08,p**g,1,2025-08-08 07:08:50,,
投研资讯,西南证券-杰瑞股份-002353-业绩高增长，中东市场持续突破-250806,事件：公司发布2025年半年报，2025年上半年实现营收69.0亿元，同比增长39.2%；实现归母净利润12.4亿元，同比增长14.0%；实现扣非净利润12.3亿元，同比增长3...,邰桂龙,买入,5,2025-08-08,pan****fu,1,2025-08-08 07:08:50,,
投研资讯,天风证券-塔牌集团-002233-上半年业绩同比高增，分红+回购彰显信心-250808,"公司上半年实现归母净利润4.4亿元，同比增长92.5%
　　公司发布25年中报，上半年实现收入/归母净利润20.6/4.4亿元，同比增长4.1%/92.5%，扣非归母净利润2....",鲍荣富，王涛，林晓龙,买入,5,2025-08-08,汪***,1,2025-08-08 07:08:50,,
投研资讯,财信证券-维力医疗-603309-业绩稳步增长，盈利能力持续提升-250807,"投资要点：
　　事件：7月30日公司发布2025年半年报。报告期内，公司营收、归母净利润、扣非归母净利润分别为7.45、1.21、1.18亿元，分别同比增长10.19%、14....",龙靖宁,增持,4,2025-08-08,myn****04,1,2025-08-08 07:08:50,,
投研资讯,西南证券-恩华药业-002262-业绩稳健增长，麻醉新品增长态势较好-250801,"业绩总结：公司2025上半年实现营业收入30.1亿元（+8.9%），实现归母净利润7亿元（+11.4%）；扣非归母净利润7亿元（+10.3%）。
　　公司麻醉类新品收入实现显著...",杜向阳，陈辰,买入,7,2025-08-08,用户***0,1,2025-08-08 07:08:50,,
投研资讯,天风证券-圣晖集成-603163-订单&营收均实现高增，海外收入同比增长191%-250808,"H1收入实现高增长，看好公司中长期增长前景维持“买入”评级
　　25H1公司实现营收12.95亿，同比+39.04%，归母净利润0.62亿，同比+9.63%；Q2单季营收7.2...",鲍荣富，王涛，王雯,买入,3,2025-08-08,虎少***7,1,2025-08-08 07:08:50,,
投研资讯,东吴证券-广信科技-920037-特高压绝缘材料龙头，行业高景气推动量利双升-250808,深耕绝缘纤维材料领域，供需偏紧下盈利持续上行：公司成立于2004年，二十余年持续专注绝缘纤维材料领域，产品全电压等级覆盖，2025年登陆北交所。受益于下游需求旺盛，供需偏紧下价...,朱洁羽，曾朵红，余慧勇,买入（首次）,27,2025-08-08,刘***,1,2025-08-08 07:08:50,,
投研资讯,中航证券-中宠股份-002891-盈利能力支撑业绩快增，品牌和全球战略推进-250805,"报告摘要
　　25H1业绩快增，盈利能力显著提升
　　中宠股份2025年上半年实现营业收入24.32亿元(同比+24.32%)，归母净利润2.03亿元(同比+42.56%)，扣...",彭海兰，陈翼,买入,5,2025-08-08,四***,1,2025-08-08 07:08:50,,
投研资讯,国信证券-中国移动-600941-2025年上半年净利润同比增长5%，中期派息同比增长5.8%-250808,"2025年上半年公司经营业绩稳健增长。2025年上半年，公司实现营收5438亿元（同比-0.5%），通信服务收入达4670亿元（同比+0,7%）。归母净利润842亿元（同比+5...",袁文翀,优于大市,7,2025-08-08,xio****un,1,2025-08-08 07:08:50,,
投研资讯,国信证券-常熟银行-601128-2025年半年报点评：做小做散，分红率提升至25%-250808,"核心观点
　　业绩韧性较强，分红率提升至25%。公司此前已披露业绩快报，2025年上半年实现营收60.6亿元，同比增长10.1%，归母净利润19.7亿元，同比增长13.5%。公...",王剑，田维韦,优于大市,4,2025-08-08,sli****ay,1,2025-08-08 07:08:50,,
投研资讯,华西证券-顺丰控股-002352-深度研究2：如何看顺丰降本控费的持续性？-250807,"长期角度：所处赛道为19万亿元+大行业。我们在22年12月4日外发的《顺丰控股深度研究1：如何看顺丰的长、中、短期成长空间？》总结,中国物流行业是一个大而又分散的行业。作为中国...",游道柱,买入,34,2025-08-08,1872******014,1,2025-08-08 07:08:50,,
投研资讯,国金证券-爱旭股份-600732-Q2盈利转正，看好公司ABC产品的可持续竞争力-250808,"业绩简评
　　2025年8月7日，公司发布2025年半年报。2025上半年公司实现营业收入84.46亿元，同比+63.63%；实现归母净利润-2.38亿元，同比减亏；其中Q1/...",姚遥,买入,4,2025-08-08,zh_****an,1,2025-08-08 07:08:50,,
投研资讯,国金证券-中国移动-600941-股东回报持续提升，智算规模扩展-250808,"业绩简评
　　2025年8月7日，公司发布2025年半年度报告。2025年上半年实现营收5437.69亿元，同比-0.5%；实现归母净利润842.35亿元，同比+5.0%。Q2...",张真桢,买入,4,2025-08-08,we***i,1,2025-08-08 07:08:50,,
投研资讯,国金证券-甘李药业-603087-制剂业务持续高增，研发及国际化稳步推进-250807,"业绩简评
　　2025年8月7日，公司发布2025年半年度报告，上半年公司实现营业总收入20.67亿元，同比增长57.18%，实现归母净利润6.04亿元，同比增长101.96%...",甘坛焕，马居东,买入,4,2025-08-08,jjj****hh,2,2025-08-08 07:08:52,,
投研资讯,国金证券-禾望电气-603063-新能源、海外业务同比高增，传动业务稳步迈进-250807,"业绩简评
　　2025年8月7日公司披露半年报，上半年实现营收18.84亿元，同比增长36%；实现归母净利润2.43亿元，同比增长57%；实现扣非归母净利润2.28亿元，同比增...",姚遥，宇文甸,买入,4,2025-08-08,cnb****tt,2,2025-08-08 07:08:52,,
投研资讯,万联证券-东鹏饮料-605499-点评报告：业绩维持高增长，东鹏补水啦增速亮眼-250807,"报告关键要素: 
　　2025年7月26日，公司发布2025年半年度报告。2025年上半年，公司实现营收107.37亿元（同比+36.37%），归母净利润23.75亿元（同比+...",陈雯,增持,4,2025-08-07,hu***n,2,2025-08-08 07:08:52,,
投研资讯,浦银国际-百济神州-688235-2Q25业绩再超预期，全年指引上调-250807,"公司2Q25业绩好于预期，公司轻微上调2025年收入、毛利率及现金流指引。维持“买入”评级，上调美股、港股和A股目标价。
　　2Q25收入、盈利均超预期：2Q25总收入为13....",阳景，胡泽宇,买入,10,2025-08-07,nyh****08,2,2025-08-08 07:08:52,,
投研资讯,开源证券-光环新网-300383-公司深度报告：IDC领军企业开启AIDC新篇章-250807,"IDC领军企业，AIDC时代开启新篇章
　　光环新网成立于1999年，2001年在北京市率先开展IDC服务，并持续投入各地IDC建设，2015年收购无双科技跨入云计算领域，20...",蒋颖,买入（上调）,23,2025-08-07,zha****_l,2,2025-08-08 07:08:52,,
投研资讯,东方证券-杰瑞股份-002353-25Q2点评：Q2收入和扣非利润大幅增长，经营能力上升有望提升公司价值-250807,"核心观点
　　经营能力提升有望提升公司价值。公司25Q2的收入和扣非业绩均实现增速上升，我们认为数据背后反映了杰瑞以下3个方面的经营能力变化，并有望在未来为企业带来更多增长机会...",杨震,买入,6,2025-08-07,chri******vis,2,2025-08-08 07:08:52,,
