分类,研报标题,摘要,作者,评级,页数,日期,分享者,来源页,抓取时间,类型,分享时间
投研资讯,光大证券-海尔智家-600690-动态跟踪报告：北方空调加速普及，海尔智家尤为受益-250719,"事件：据中国新闻周刊援引京东集团数据，7月7日-7月13日东北地区空调销量大幅增长，辽宁省/吉林省/黑龙江省空调成交额同比增长10/25/6倍。
　　点评：
　　海尔-北方空调...",洪吉然,买入,4,2025-07-19,yola******ccy,1,2025-07-19 13:13:30,,
投研资讯,天风证券-恒鑫生活-301501-可降解餐饮具领军企业，全球化供应优势显现-250719,国内领先的可降解餐饮具制造商，业绩稳健增长。公司是一家致力于可生物降解制品研发、生产、销售与一体的高新技术企业，在全国拥有多个生产基地，产品覆盖快餐、外卖、饮品等餐饮行业，以及...,孙海洋,增持（首次）,14,2025-07-19,永**通,1,2025-07-19 13:13:30,,
投研资讯,中邮证券-惠泉啤酒-600573-产品矩阵完善，区域竞争优势凸显-250719,"投资要点
　　完善产品矩阵，夯实基地市场。过去五年，惠泉啤酒以品质为核心战略，成功打造了差异化产品矩阵。针对福建消费者对高度啤酒的偏好，公司耗时两年研发出老惠泉，以麦香浓郁、口...",蔡雪昱，张子健,增持（首次）,5,2025-07-19,zhai******ong,1,2025-07-19 13:13:30,,
投研资讯,天风证券-中孚实业-600595-电解铝强α标的，高盈利弹性+高股东回报加码有望迎价值重估-250719,中孚实业：重整→破局→跃升，经营拐点向上。公司成立于1993年，控股股东为豫联集团，经多年发展，目前形成以铝及铝精深加工为主体，配套煤炭开采、火力发电、炭素的上下游产业协同经营...,刘奕町,增持（首次）,26,2025-07-19,pyz****ed,1,2025-07-19 13:13:30,,
投研资讯,国金证券-奥瑞金-002701-二片罐盈利底部逐步探明，静待行业盈利改善-250718,"业绩简评
　　7月14日公司发布2025年半年度业绩预告，2025H1公司实现归母净利润8.50-9.96亿元，同比增速中枢为65%。其中25Q2实现归母净利润1.86-3.3...",赵中平，张杨桓，尹新悦,买入,4,2025-07-19,tulu******isy,1,2025-07-19 13:13:30,,
投研资讯,国投证券-拓荆科技-688072-25Q2业绩大幅增长，先进制程验证机台进入量产-250718,"事件：7月17日，公司发布2025年半年度业绩预告
　　1）25H1公司实现营业收入19.19-19.69亿元，同比增长51.45%-55.40%；归母净利润0.91-1亿元，...",马良,买入-A,5,2025-07-19,car****an,1,2025-07-19 13:13:30,,
投研资讯,国投证券-中微公司-688012-高端刻蚀机付运量显著提升，LPCVD薄膜设备快速放量-250718,"事件：7月17日，公司发布2025半年度业绩预告
　　1)25H1公司预计实现营业收入49.6亿元，同比增长43.87%；归母净利润6.8-7.3亿元，同比增长31.61%-4...",马良,买入-A,5,2025-07-18,vert******sun,1,2025-07-19 13:13:30,,
投研资讯,东吴证券-宏华数科-688789-消费结构转型推动数码印花渗透率快速提升，设备+墨水协同打开长期成长空间-250718,"投资要点
　　深耕数码印花行业，设备+墨水解决方案供应商。宏华数科集设备制造、软件应用、耗材生产、印染工艺、智能工厂管理系统、售后服务为一体，提供数码印花设备+墨水的全套解决方...",周尔双，黄瑞,买入（首次）,37,2025-07-18,zwc****e1,1,2025-07-19 13:13:30,,
投研资讯,东兴证券-杭州银行-600926-1H25上市银行首份业绩快报点评：营收增速环比提升，不良平稳+拨备反哺利润高增长-250718,事件：7月17日，杭州银行发布2025年半年度业绩快报。1H25实现营业收入200.9亿，同比增长3.9%（1Q25：2.2%），归母净利润116.6亿，同比增长16.7%（1...,林瑾璐，田馨宇,强烈推荐,6,2025-07-18,pzh****xf,1,2025-07-19 13:13:30,,
投研资讯,东吴证券-中微公司-688012-2025中报业绩预告点评：业绩高增，平台化布局加速-250718,"投资要点
　　2025H1业绩高增，平台化布局显现：公司预计2025年上半年营收49.6亿元，同比+43.9%；其中刻蚀设备收入37.8亿元，同比+40.1%，LPCVD设备收...",周尔双，李文意,买入,3,2025-07-18,wa***u,1,2025-07-19 13:13:30,,
