分类,研报标题,摘要,作者,评级,页数,日期,分享者,来源页,抓取时间,类型,分享时间
投研资讯,西南证券-远达环保-600292-水电平台定位明确，价值有望重塑-250905,事件：公司发布2025年半年度报告，1H25公司实现营收18.3亿元，同比下降8.1%；实现归母净利润0.2亿元，同比下降70.6%；扣非归母净利润0.09亿元，同比下降81....,韩晨，巢语欢,,11,2025-09-12,fate******888,1,2025-09-12 12:53:54,,
投研资讯,西南证券-中牧股份-600195-业绩显著修复，宠物业务与研发驱动新增长-250912,业绩总结：公司发布2025年半年度报告，2025年上半年公司实现营收27.93亿元，同比+12.63%，实现归母净利润0.82亿元，同比+30.19%；实现扣非后归母净利润0....,徐卿，赵磐,买入（上调）,7,2025-09-12,投资组****14,1,2025-09-12 12:53:54,,
投研资讯,东吴证券-中国太保-601601-中国太保发行H股可转债，提升资本实力支持主业发展-250912,"【事件】9月11日中国太保发布公告，拟发行本金总额约156亿港元的零息H股可转债，用于支持保险主业与“大康养、人工智能+、国际化”三大战略实施等用途。
　　本次可转债为零息债...",孙婷，曹锟,买入,4,2025-09-12,cad****ub,1,2025-09-12 12:53:54,,
投研资讯,天风证券-英派斯-002899-深耕国内细分市场，挖掘新兴消费需求-250912,"公司发布半年报
　　25Q2公司营收3亿同减15%，归母净利0.2亿同减53%。25H1营收6亿同增0.5%，归母净利0.32亿同减38%。
　　针对全球贸易市场波动，公司积极...",孙海洋,买入,4,2025-09-12,pd***g,1,2025-09-12 12:53:54,,
投研资讯,长城证券-金雷股份-300443-铸造业务量价齐升，双轮驱动格局成型-250912,事件：公司于2025年8月29日发布2025年半年度报告，2025 H1公司实现营业收入12.83亿元，同比增长79.85%；归母净利润1.88亿元，同比增长153.34%；扣...,于夕朦，王泽雷，孙诗宁,增持,4,2025-09-12,wux****in,1,2025-09-12 12:53:54,,
投研资讯,东方证券-鱼跃医疗-002223-2025年中报点评：经营稳健，出海加速-250912,"核心观点
　　业绩稳健，“呼吸+血糖”驱动双轮增长。2025H1，公司实现营收46.6亿元（同比+8.2%），实现归母净利润12.0亿元（同比+7.4%），表现稳健。分业务来看...",伍云飞,买入,4,2025-09-12,cao****ng,1,2025-09-12 12:53:54,,
投研资讯,天风证券-浙江正特-001238-体现差异化制造（产品）逻辑-250912,"公司发布半年报
　　25Q2公司营收5亿同增36%，归母净利0.3亿同增25%。25H1营收10亿同增39%，归母净利0.7亿同增56%。营收增长系公司战略大单品星空篷进入Co...",孙海洋,持有,4,2025-09-12,多**子,1,2025-09-12 12:53:54,,
投研资讯,天风证券-麒盛科技-603610-发力智能化赛道-250912,"公司发布半年报
　　25Q2公司营收7亿同减4%，归母净利0.6亿同增52%，扣非后归母净利0.6亿同减9%。
　　25H1营收15亿同比持平，归母净利1亿同增24%，扣非后归...",孙海洋,增持,4,2025-09-12,fi***8,1,2025-09-12 12:53:54,,
投研资讯,天风证券-哈尔斯-002615-期待海外产能布局释放利润-250912,"公司发布25H1半年报
　　25Q2公司营收8.7亿，同比+6%，归母净利0.5亿，同比-49%；25H1公司营收15.7亿，同比+13%，归母净利0.9亿，同比-29%。
　...",孙海洋，周嘉乐,买入,3,2025-09-12,sso****pl,1,2025-09-12 12:53:54,,
投研资讯,国投证券-山西汾酒-600809-业绩符合预期，省外占比提升-250912,"事件：
　　公司发布2025年半年报，2025H1实现营业收入239.64亿元，同比增长5.35%；实现归母净利润85.05亿元，同比增长1.13%；实现扣非归母净利润85.1...",蔡琪，尤诗超,买入-A（首次）,5,2025-09-12,pst****68,1,2025-09-12 12:53:54,,
投研资讯,中原证券-苏垦农发-601952-2025年中报点评：业绩阶段承压，种子业务逆势增长-250912,"投资要点：
　　公司业绩符合快报，2025Q2净利同比降幅缩窄。2025年上半年，公司实现营业收入45.88亿元，同比下降9.26%；实现归母净利润2.13亿元，同比下降27....",张蔓梓,增持（首次）,5,2025-09-12,小小***豆,1,2025-09-12 12:53:54,,
投研资讯,西南证券-梦百合-603313-品牌势能向上，逐步迈入全球化布局收获期-250908,推荐逻辑：1）公司具备显著的业绩修复弹性和长期成长逻辑。经历前期国际贸易摩擦与反倾销、客户结构调整及汇率扰动后，成长性逐步显现。2025H1营收同比+9.4%，净利润同比+11...,蔡欣，沈琪,买入（首次）,53,2025-09-12,zhou******con,1,2025-09-12 12:53:54,,
投研资讯,中原证券-兆威机电-003021-2025年中报点评：业绩快速增长，汽车电子、人形机器人助力需求快速发展-250912,"投资要点：
　　兆威机电发布2025半年度报告显示，公司上半年实现营业收入7.87亿元，同比增长21.93%；归母净利润1.13亿元，同比增长20.72%；扣非归母净利润966...",刘智,增持（首次）,6,2025-09-12,nico******716,1,2025-09-12 12:53:54,,
投研资讯,中原证券-中国卫星-600118-2025年中报点评：营收较快增长，卫星互联网有望助力盈利拐点到来-250912,"投资要点：
　　中国卫星（600118）8月23日披露2025年半年度报告。2025年上半年，公司实现营业收入13.21亿元，同比增长28.00%；归母净利润亏损3049.15...",刘智,增持（首次）,6,2025-09-12,joy****zz,1,2025-09-12 12:53:54,,
投研资讯,中邮证券-隆鑫通用-603766-上半年业绩强劲，无极自主品牌加速推进，通机业务产品矩阵愈加丰富-250912,"投资要点
　　事件：公司披露2025年半年报。
　　上半年业绩略超预期。2025H1，公司实现营收97.52亿元，同比+27.21%；实现归母净利润10.74亿元，同比+82....",刘卓，虞洁攀,买入,5,2025-09-12,mic****ng,1,2025-09-12 12:53:54,,
投研资讯,西南证券-芯朋微-688508-利润率修复显著，工业及服务器领域成增长新引擎-250909,"事件：公司发布2025年半年度报告，25H1实现营收6.4亿元，同比增长40.3%；归母净利润0.9亿元，同比增长106.0%；业绩符合预期。
　　营收稳健增长，利润率修复显著...",王谋，吴奕霖,买入（首次）,10,2025-09-12,神***,1,2025-09-12 12:53:54,,
投研资讯,光大证券-鄂尔多斯-600295-动态跟踪报告：循环产业链协同优势尽显，高分红硅铁龙头盈利稳健-250912,事件：公司发布2025年中报，2025年上半年公司实现营业收入118.25亿元，同比-11.83%，实现归母净利润9.89亿元，同比-1.82%，实现扣非后归母净利润9.69亿...,王招华，戴默,增持,4,2025-09-12,mnz****hx,1,2025-09-12 12:53:54,,
投研资讯,华源证券-新华保险-601336-银保NBV贡献过半，投资业绩持续释放-250912,事件：新华保险公布2025年中报，营收和归母净利润分别同比增加26.0%和33.5%至700亿和148亿元，归母净资产虽较年初下降13.3%，但较Q1末回升4.5%，25H1中...,陆韵婷,买入,5,2025-09-12,ma***o,1,2025-09-12 12:53:54,,
投研资讯,中航证券-值得买-300785-“全面AI”战略加速落地，核心业务稳步优化-250909,事件:公司发布2025年半年报，2025年上半年公司实现营业收入5.82亿元，同比-18.70%;归母净利润0.13亿元，同比+65.75%;扣非后归母净利润0.11亿元，同比...,裴伊凡，郭念伟,买入,5,2025-09-12,chu****ao,1,2025-09-12 12:53:54,,
投研资讯,万联证券-华利集团-300979-点评报告：新客户订单增长，工厂产能爬坡期影响利润-250912,"报告关键要素: 
　　公司发布2025年半年报，2025H1实现营收126.61亿元（同比+10.36%），归母净利润16.71亿元（同比-11.06%）。拟每10股派发现金红...",李滢,增持（下调）,4,2025-09-12,zl8****11,1,2025-09-12 12:53:54,,
投研资讯,东海证券-宁波银行-002142-公司简评报告：中间业务收入改善，资产质量优异-250912,"投资要点
　　事件：公司公布2025半年度报告。上半年，公司实现营业收入371.60亿元（+7.91%，YoY），归属于母公司普通股股东净利润147.72亿元（+8.23%，Y...",王鸿行,买入,11,2025-09-12,luyi******486,2,2025-09-12 12:53:56,,
投研资讯,中航证券-金新农-002548-主业稳健发展，管理变革推动竞争力重塑-250910,"◆主业稳健发展
　　2025年上半年，公司实现营业收入23.76亿元，同比增长10.38%;归母净利润-2350.70万元，同比减亏43.74%。(1)生猪养殖方面，25年上半...",彭海兰，陈翼,买入,5,2025-09-12,gw***2,2,2025-09-12 12:53:56,,
投研资讯,华源证券-立方制药-003020-25H1业绩符合预期，哌甲酯已正式上市销售-250912,事件：公司发布2025年中报，2025上半年实现营业收入7.32亿元，同比下滑4.80%，归母净利润0.90亿元，同比增长16.53%，扣非归母净利润0.66亿元，同比下滑9....,刘闯，孙洁玲,买入,3,2025-09-12,opt****ls,2,2025-09-12 12:53:56,,
投研资讯,华源证券-中国太保-601601-寿险银保高增长，财险高质量发展-250912,事件：中国太保公布2025年中报，营收和归母营运利润分别同比增长3.0%和7.1%至2005亿元和199亿元，归母净利润在产险承保利润和集团投资收益的带动下同比增长11%至27...,陆韵婷,买入,6,2025-09-12,bai****hi,2,2025-09-12 12:53:56,,
投研资讯,华源证券-山东高速-600350-强化路产规模，业绩稳健增长-250912,"事件：山东高速发布2025年半年报，2025年上半年公司实现营业收入107.39亿元，同比-11.52%，归母净利润16.96亿元，同比+3.89%。
　　收费公路经营稳健，多...",孙延，刘晓宁，王惠武,买入,3,2025-09-12,patr******011,2,2025-09-12 12:53:56,,
投研资讯,天风证券-锦泓集团-603518-TW品牌授权及云锦业务规模快速增长-250912,"公司发布半年报
　　25Q2公司营收9亿同减5%，归母净利0.25亿同减22%。25H1营收20亿同减4%，归母净利1.1亿同减23%；
　　分品牌看，Teenie Weeni...",孙海洋,增持,3,2025-09-12,lih****44,2,2025-09-12 12:53:56,,
投研资讯,光大证券-咸亨国际-605056-2025年限制性股票激励计划（草案）点评：推出股权激励计划，充分激发团队积极性-250912,事件：公司发布2025年限制性股票激励计划（草案）。拟授予的激励对象主要是公司高管及核心管理人员等共174人，拟授予限制性股票数量600万股，约占公告日总股本的1.46%，授予...,孙伟风，鲁俊,买入,3,2025-09-12,gig****gi,2,2025-09-12 12:53:56,,
投研资讯,长城证券-森马服饰-002563-2025H1业绩有所承压，期间费用率提升致利润率下滑-250912,2025H1业绩层面承压，零售层面保持中个位数增长。公司2025年上半年实现营业收入61.49亿元，同比增长3.26%；实现归母净利润3.25亿元，同比下降41.17%；实现扣...,黄淑妍,增持,5,2025-09-12,扶**上,2,2025-09-12 12:53:56,,
投研资讯,国投证券-奕东电子-301123-顺应AI浪潮布局服务器液冷，25H1营收创历史同期新高-250912,"事件：8月27日公司发布2025年半年度报告
　　1）25H1公司实现营业收入10.09亿元，同比增加27.77%；归母净利润0.06亿元，同比减少74.52%；扣非后归母净利...",马良,买入-A（首次）,7,2025-09-12,方**经,2,2025-09-12 12:53:56,,
投研资讯,长城证券-歌力思-603808-多品牌矩阵协同效应显著，成长期国际品牌增长良好-250912,2025年收入略有下滑，盈利能力恢复显著。公司2025年上半年实现营业收入13.71亿元，同比下滑5.28%；实现归母净利润0.85亿元，同比增长45.27%；实现扣非后净利润...,黄淑妍,增持,4,2025-09-12,白菜***2,2,2025-09-12 12:53:56,,
投研资讯,中邮证券-汉钟精机-002158-业绩静待拐点，数据中心、半导体等场景有望带来新成长极-250912,"投资要点
　　事件：公司发布2025年半年报。
　　真空泵受下游光伏行业需求影响，业绩短期承压。2025H1，公司实现营收14.89亿元，同比-18.86%；实现归母净利润2....",刘卓，虞洁攀,增持,5,2025-09-12,w**t,2,2025-09-12 12:53:56,,
投研资讯,华西证券-元利科技-603217-利润率同比提升，多项目即将投产或放量-250911,"事件概述
　　公司发布2025年半年度报告。2025年上半年，公司实现营业收入11.16亿元，同比-1.69%；归母净利润1.08亿元，同比+0.22%;扣非归母净利润1.06...",杨伟，王丽丽,增持,5,2025-09-12,g**q,2,2025-09-12 12:53:56,,
投研资讯,天风证券-涪陵榨菜-002507-收入环比改善，费投加大-250912,事件：25H1实现收入/归母净利润13.13/4.41亿元，同比+0.51%/-1.66%；25Q2实现收入/归母净利润6.00/1.68亿元，同比+7.59%/-4.59%。...,张潇倩，何宇航,买入,3,2025-09-12,fai****18,2,2025-09-12 12:53:56,,
