分类,研报标题,摘要,作者,评级,页数,日期,分享者,来源页,抓取时间,类型,分享时间
投研资讯,财通证券-路维光电-688401-发力突破先进技术，布局中高端掩膜版业务-250703,深耕掩膜版领域多年：公司是民营的国家级高新技术企业。公司自1997年成立至今，一直致力于掩膜版的研发、生产和销售，目前已成为国内平板显示用掩膜版的领先企业。公司成长迅速，202...,张益敏，王雨然,增持（首次）,15,2025-07-03,fre****ng,1,2025-07-03 22:04:54,,
投研资讯,开源证券-广信科技-920037-北交所首次覆盖报告：特高压绝缘材料领军者，掘金国产替代+新能源高成长-250703,"绝缘纤维材料领域专业供应商，750kV及以上特高压技术领军者
　　公司是绝缘纤维材料及其成型制品的专业供应商，产品主要应用于输变电系统、电气化铁路及轨道交通牵引变压系统、新能源...",诸海滨,增持（首次）,34,2025-07-03,yuj****cl,1,2025-07-03 22:04:54,,
投研资讯,国联民生证券-长安汽车-000625-6月销量点评：6月销量稳健增长，启源表现亮眼-250703,"事件：
　　长安汽车发布6月产销快报，公司6月实现批发销量23.51万辆，同比+4.48%，环比+4.81%。其中自主品牌6月销量19.53万辆，同比+3.39%，环比+5.7...",高登，喻虎,买入,6,2025-07-03,tuh****ng,1,2025-07-03 22:04:54,,
投研资讯,华西证券-骄成超声-688392-主业复苏向上，半导体业务受益3D封装-250703,"事件概述
　　公司发布2025年一季报，同时公众号发布键合机、超声波扫描显微镜等设备新突破，获得半导体封装头部客户批量订单。
　　半导体、线束等新品放量+主业锂电复苏，看好20...",黄瑞连,增持（首次）,11,2025-07-03,cry****l朵,1,2025-07-03 22:04:54,,
投研资讯,国投证券-比亚迪-002594-6月内销去库存，出口表现持续亮眼-250703,事件：比亚迪发布产销公告，2025年6月共销售乘用车37.8万辆、同比+11%、环比基本持平；其中纯电销售20.7万台、同比+43%、环比+1%，插混销售17.1万台、同比-1...,徐慧雄，夏心怡,买入-A,5,2025-07-03,zo***a,1,2025-07-03 22:04:54,,
投研资讯,华福证券-TCL科技-000100-半导体显示和光伏双龙头，并购强化领先地位，盈利能力显著提升-250703,"投资要点：
　　全球面板领军企业，半导体显示和光伏双龙头
　　TCL华星作为全球半导体显示龙头企业，国内显示领域自主建线先锋，截至2024年末已累计投资超2600亿元，目前已拥...",罗通，张习方,买入（首次）,15,2025-07-03,luan******008,1,2025-07-03 22:04:54,,
投研资讯,中邮证券-三只松鼠-300783-多品类协同+全渠道共振，业态布局全面开花-250703,"投资要点
　　产品维度多品类矩阵持续深化，坚果百亿目标路径清晰，入局软饮赛道目标破亿。坚果作为第一大品类，公司仍将持续深耕品类空间，优化坚果礼盒产品线，推出高端子系列""大满坚果...",蔡雪昱，杨逸文,买入,5,2025-07-03,紫藤***6,1,2025-07-03 22:04:54,,
投研资讯,国联民生证券-上汽集团-600104-深化改革效果显现，自主品牌表现亮眼-250703,"事件
　　公司发布6月产销快报，6月汽车销量为36.5万辆，同比+21.6%，环比-0.2%；2025年Q2汽车销量为110.8万辆，同比+11.6%，环比+17.2%；202...",高登,买入,6,2025-07-03,du***2,1,2025-07-03 22:04:54,,
投研资讯,中邮证券-姚记科技-002605-游戏与营销业务短期承压，静待拐点到来-250703,"事件回顾
　　2025年4月25日，公司发布2024年年报。2024年公司实现营业收入32.71亿元，同比下降24.04%；归母净利润5.39亿元，同比下降4.17%；归母扣非...",王晓萱,买入,5,2025-07-03,stor******est,1,2025-07-03 22:04:54,,
投研资讯,国联民生证券-华域汽车-600741-如何看待华域汽车投资机会？-250703,"投资要点
　　2020年以来华域汽车外部客户拓展顺利，公司业绩保持了稳健增长，叠加上汽集团销量触底回升，看好公司业绩继续向上。公司长期保持良好的分红水平，经营业绩向上叠加充沛的...",高登,买入,14,2025-07-03,men****87,1,2025-07-03 22:04:54,,
