分类,研报标题,摘要,作者,评级,页数,日期,分享者,来源页,抓取时间,类型,分享时间
投研资讯,国投证券-中微公司-688012-高端刻蚀机付运量显著提升，LPCVD薄膜设备快速放量-250718,"事件：7月17日，公司发布2025半年度业绩预告
　　1)25H1公司预计实现营业收入49.6亿元，同比增长43.87%；归母净利润6.8-7.3亿元，同比增长31.61%-4...",马良,买入-A,5,2025-07-18,vert******sun,1,2025-07-18 18:06:09,,
投研资讯,东吴证券-宏华数科-688789-消费结构转型推动数码印花渗透率快速提升，设备+墨水协同打开长期成长空间-250718,"投资要点
　　深耕数码印花行业，设备+墨水解决方案供应商。宏华数科集设备制造、软件应用、耗材生产、印染工艺、智能工厂管理系统、售后服务为一体，提供数码印花设备+墨水的全套解决方...",周尔双，黄瑞,买入（首次）,37,2025-07-18,zwc****e1,1,2025-07-18 18:06:09,,
投研资讯,东兴证券-杭州银行-600926-1H25上市银行首份业绩快报点评：营收增速环比提升，不良平稳+拨备反哺利润高增长-250718,事件：7月17日，杭州银行发布2025年半年度业绩快报。1H25实现营业收入200.9亿，同比增长3.9%（1Q25：2.2%），归母净利润116.6亿，同比增长16.7%（1...,林瑾璐，田馨宇,强烈推荐,6,2025-07-18,pzh****xf,1,2025-07-18 18:06:09,,
投研资讯,东吴证券-中微公司-688012-2025中报业绩预告点评：业绩高增，平台化布局加速-250718,"投资要点
　　2025H1业绩高增，平台化布局显现：公司预计2025年上半年营收49.6亿元，同比+43.9%；其中刻蚀设备收入37.8亿元，同比+40.1%，LPCVD设备收...",周尔双，李文意,买入,3,2025-07-18,wa***u,1,2025-07-18 18:06:09,,
投研资讯,诚通证券-许继电气-000400-首次覆盖报告：特高压直流输电设备优势企业，变配电布局完善持续受益行业增长-250717,"国内电力设备骨干企业，在特高压直流输电领域优势明显
　　河南许继电气股份有限公司是中国电气装备集团有限公司控股的上市公司，在国内电力装备行业处于领先梯队，公司业务聚焦特高压、智...",王子璕,推荐（首次）,32,2025-07-18,红天H****NG,1,2025-07-18 18:06:09,,
投研资讯,国联民生证券-华发股份-600325-销售展现韧性，收储协同释放积极信号-250718,"事件
　　7月14日公司发布2025年半年度业绩预告，2025年上半年预计实现营业收入381.99亿元，同比+53.46%；预计实现归母净利润1.68亿元，同比-86.70%；...",杜昊旻，方鹏，姜好幸,增持,6,2025-07-18,vm1****37,1,2025-07-18 18:06:09,,
投研资讯,开源证券-生物股份-600201-公司信息更新报告：非瘟亚单位疫苗临床试验获批，创新龙头成长动能强劲-250718,"非瘟亚单位疫苗临床试验获批，创新龙头成长动能强劲，维持“买入”评级
　　2025年7月17日公司发布《关于获得兽用生物制品临床试验批件的公告》，公司全资子公司金宇保灵收到农业农...",陈雪丽，王高展,买入,4,2025-07-18,yin****an,1,2025-07-18 18:06:09,,
投研资讯,西南证券-通化东宝-600867-看好业绩修复，创新+出海打造新增长点-250714,"事件：公司发布2025H1业绩预告。2025H1公司实现归母净利润2.2亿元，和去年同期相比扭亏为盈。
　　集采后业绩迎来修复，出售特宝股权回笼资金。24H2胰岛素集采续约价格...",杜向阳,,10,2025-07-18,haoy******987,1,2025-07-18 18:06:09,,
投研资讯,东方证券-山东钢铁-600022-2025半年度业绩预告点评：持续看好老牌钢企深化降本增效延续利润增长-250718,"核心观点
　　公司强化算账经营，25Q2实现“扭亏为盈”，持续看好公司深入降本增效实现利润增长。2025年以来公司业绩持续向好，25Q1单季度毛利率达到4.79%，为23Q4以...",刘洋,买入,5,2025-07-18,hao****yi,1,2025-07-18 18:06:09,,
投研资讯,光大证券-新凤鸣-603225-对外投资公告点评：拟投资利夫生物，迈向高端生物基纤维领域-250718,"事件：公司发布《对外投资公告》，公司拟以人民币1亿元增资合肥利夫生物科技有限公司（以下简称“利夫生物”），增资后持有其7.0175%股权。
　　点评：
　　拟投资利夫生物，迈向...",赵乃迪，蔡嘉豪,买入,3,2025-07-18,sere******ang,1,2025-07-18 18:06:09,,
投研资讯,华西证券-拓荆科技-688072-25Q2业绩大超预期，ALD等先进制程产品快速放量-250717,"事件概述
　　公司发布2025年第二季度业绩预告。
　　ALD已经成为重要增长点，Q2收入兑现高速增长
　　2025Q2公司预计实现营收12.1-12.6亿元，中位数同比+55...",黄瑞连,增持,5,2025-07-18,so***t,1,2025-07-18 18:06:09,,
投研资讯,天风证券-学大教育-000526-25Q2归母净利预计同增39%~66%，经营杠杆释放-250718,"事件：公司发布2025半年度业绩预告
　　25H1：归母净利润2.28亿~2.59亿/yoy+41%~+60%，中值对应增速51%；扣非归母净利润2.10亿~2.44亿/yoy...",何富丽，孙海洋，来舒楠,买入,3,2025-07-18,及时雨****01,1,2025-07-18 18:06:09,,
投研资讯,西南证券-福瑞股份-300049-子板块增长稳健，看好Fibro装机放量-250715,"事件：公司发布2025年半年度业绩预告，2025H1预计实现归母净利润0.5~0.6亿元（-34%~-20%），扣非净利润0.5~0.6亿元（-31%~-17%）。
　　子板块...",杜向阳,,5,2025-07-18,aq***r,1,2025-07-18 18:06:09,,
投研资讯,华鑫证券-若羽臣-003010-公司事件点评报告：业绩高速增长，自有品牌放量-250718,"事件
　　2025年7月14日，若羽臣发布2025年半年度业绩预告。
　　投资要点
　　▌业绩高速增长，自有品牌放量
　　公司预计2025H1归母净利润0.63-0.78亿元（...",孙山山,买入（首次）,5,2025-07-18,xia****84,1,2025-07-18 18:06:09,,
投研资讯,华鑫证券-柳工-000528-公司事件点评报告：净利润稳步提升，市场化改革持续推进-250718,"事件
　　柳工于2025年7月11日发布2025年半年度业绩预告，预计2025年半年度将实现归母净利润11.8亿元-12.8亿元，比2024年同期增长20%-30%，预计202...",尤少炜,买入,5,2025-07-18,maod******wei,1,2025-07-18 18:06:09,,
投研资讯,华鑫证券-万马股份-002276-公司动态研究报告：销售规模持续增长，前瞻布局机器人线缆-250718,"投资要点
　　▌专注电线电缆，销售规模持续增长
　　2024年公司实现营业收入177.61亿元，同比增长17.46%，其中，电力产品/高分子材料/通信产品三大板块的营收分别为1...",张涵,买入（首次）,5,2025-07-18,ay***7,1,2025-07-18 18:06:09,,
投研资讯,华安证券-洛阳钼业-603993-铜钴延续量价齐增，收购金矿资源升级-250718,"主要观点：
　　洛阳钼业发布半年度业绩预告
　　公司预计25H1实现归母净利润82亿至91亿元，同比+51.37%至67.98%。其中单Q2实现归母净利润42.54亿至51.5...",许勇其，黄玺,买入,3,2025-07-18,stu****ts,1,2025-07-18 18:06:09,,
投研资讯,山西证券-捷昌驱动-603583-国产线性驱动领军企业，进军机器人打开成长空间-250718,"投资要点：
　　深耕线性驱动领域二十余年，行业龙头地位稳固。公司成立于2000年，深耕线性驱动领域二十余年，具备丰富的行业技术沉淀。公司产品主要应用于智能家居、智慧办公、医疗康...",潘宁河，姚健，林挺,增持-A（首次）,43,2025-07-18,梦**红,1,2025-07-18 18:06:09,,
投研资讯,开源证券-柏星龙-833075-北交所信息更新：积极参展拓展包装业务，聚焦潮玩探索C端文创-250717,"2024营收5.92亿元，同比+10%，归母净利润4123万元同比-11%
　　公司2024年公司实现营业收入5.92亿元，同比增长10.21%，归母净利润4123.22万元，...",诸海滨,增持,4,2025-07-18,imu****hy,1,2025-07-18 18:06:09,,
投研资讯,中邮证券-新乳业-002946-低温战略引领，盈利能力不断提升-250718,"投资要点
　　行业端：根据欧睿口径，受到整体消费需求不景气的影响，2022-2024年我国牛奶+酸奶行业规模逐年下滑，行业整体阶段性承压。进一步拆分来看，相较常温品类，低温乳制...",蔡雪昱，张子健,买入,38,2025-07-18,bof****iu,1,2025-07-18 18:06:09,,
投研资讯,光大证券-杭州银行-600926-2025年半年度业绩快报点评：营收增速环比改善，不良率保持稳定-250717,"事件：
　　7月17日，杭州银行发布2025年半年度业绩快报，上半年实现营业收入200.9亿元，同比增长3.9%，归母净利润116.6亿元，同比增长16.7%。加权平均净资产收...",王一峰，董文欣,买入,5,2025-07-18,HRL****5A,2,2025-07-18 18:06:11,,
投研资讯,华西证券-新时达-002527-老牌控制企业携手海尔，具身智能助力腾飞-250716,"事件概述
　　公司公告《关于股东协议转让股份完成过户暨公司控股股东、实际控制人发生变更的公告》，2025年6月，公司原实控人纪德法、刘丽萍、纪翌与海尔卡奥斯工业智能签署协议转让...",黄瑞连，石城,增持（首次）,7,2025-07-18,xuxi******ang,2,2025-07-18 18:06:11,,
投研资讯,民生证券-菲沃泰-688371-深度报告：国产纳米薄膜龙头，多元布局拓成长空间-250718,菲沃泰：定制化纳米薄膜产品龙头，纳米薄膜产品+设备全领域突破。作为国内纳米镀膜领域的龙头企业，公司紧跟行业需求变化，在薄膜产品、设备研发、工艺验证等都多个领域实现突破，逐步成为...,吕伟，赵奕豪,推荐（首次）,27,2025-07-17,abe****90,2,2025-07-18 18:06:11,,
投研资讯,华鑫证券-福莱新材-605488-公司事件点评报告：二代产品携手兆威，股权激励绑定核心研发团队-250717,"事件
　　2025年6月5日，福莱新材举办第二代电子皮肤产品新品发布会。
　　2025年7月5日，兆威机电召开“灵巧新境界”发布会，重磅推出ZWHAND新一代灵巧手。福莱新材作...",张伟保,买入,5,2025-07-17,xd***8,2,2025-07-18 18:06:11,,
投研资讯,国信证券-中国海油-600938-公司稳步推进国内油气增储上产，圭亚那原油产量再创新高-250717,"事项：
　　根据中国海油官网报道，2025年7月16日，公司宣布在南海深层首获变质岩潜山勘探领域重大突破。
　　国信化工观点：
　　1）涠洲10-5南油气田获得变质岩潜山勘探领...",杨林，薛聪，董丙旭,优于大市,6,2025-07-17,sar****ma,2,2025-07-18 18:06:11,,
投研资讯,东吴证券-金龙汽车-600686-2025H1业绩预告点评：25Q2盈利中枢继续抬升，降本增效效果显现-250717,"投资要点
　　公司公告：公司发布2025H1业绩预告，业绩符合我们预期。归母净利润层面，25H1预计1.16亿元，25Q2预计0.69亿元，25Q2同环比+42%/+48%。扣...",黄细里,买入,3,2025-07-17,101****se,2,2025-07-18 18:06:11,,
投研资讯,东兴证券-莲花控股-600186-调味品龙头跨界智算，双轮驱动开启增长新纪元-250717,公司是老牌的味精龙头企业，打造算力第二增长曲线。莲花控股股份有限公司是一家专注于调味品和健康食品研发、生产和销售为一体的上市企业。公司主要从事调味品的生产销售、小麦加工、面粉生...,刘航,推荐（首次）,40,2025-07-17,XIA****72,2,2025-07-18 18:06:11,,
投研资讯,中邮证券-紫金矿业-601899-金铜量价齐升，Q2业绩表现亮眼-250717,"公司发布25H1业绩预告，Q2预计归母净利润130亿元
　　经财务部门初步测算，公司预计2025年半年度实现归属于上市公司股东的净利润约232亿元，与上年同期151亿元相比，将...",李帅华,买入,5,2025-07-17,hek****a3,2,2025-07-18 18:06:11,,
投研资讯,华安证券-双林股份-300100-25Q2扣非净利润表现亮眼，创新产品持续推进-250716,事件：公司发布2025年半年度业绩预告，预计2025年上半年实现归属于上市公司股东的净利润2.51亿元至3.10亿元、同比+1%至+25%，扣除非经常性损益后的净利润2.28亿...,张志邦，刘千琳，陈佳敏,买入,3,2025-07-17,dbz****19,2,2025-07-18 18:06:11,,
投研资讯,群益证券-步科股份-688160-深耕自动化产业，积极布局人形机器人关节电机 -250717,"结论与建议：
　　公司深耕工业自动化领域，以机器人零部件为核心业务，并深入医疗影像设备、新能源制造、物流包装等行业，形成“1+N”的战略行业布局。当前人形机器人量产在即，而公司...",赵旭东,买进（首次）,4,2025-07-17,582****31,2,2025-07-18 18:06:11,,
投研资讯,天风证券-招商港口-001872-布局新兴市场，量价有望上行-250717,"投资并购驱动增长
　　2018-2024年，招商港口的营业收入、归母净利润及扣非净利润高增长，CAGR达9%、27%及41%，主要是投资并购驱动。2010年前，招商港口重点建设...",陈金海,增持（首次）,25,2025-07-17,hm***j,2,2025-07-18 18:06:11,,
投研资讯,长城证券-丸美生物-603983-多品牌布局日趋完善，大单品战略持续发力-250717,以皮肤科学和生物科学为基础，品牌矩阵布局完善。公司主要以皮肤科学和生物科学研究为基础，从事各类化妆品的研发、设计、生产、销售及服务，旗下主要品牌有“丸美”、“恋火”、“春纪”，...,黄淑妍,增持（首次）,4,2025-07-17,古**乾,2,2025-07-18 18:06:11,,
投研资讯,天风证券-华谊集团-600623-上海国资化工平台，收购三爱富股权扩大版图-250717,上海华谊集团股份有限公司是一家大型国有控股上市公司，主要从事能源化工、绿色轮胎、先进材料、精细化工和化工服务五大核心业务，并已基本形成“制造+服务”双核驱动的业务发展模式，及上...,郭建奇，邢颜凝，唐婕,买入（首次）,30,2025-07-17,有**盖,2,2025-07-18 18:06:11,,
投研资讯,东吴证券-开勒股份-301070-HVLS风扇领军企业，AI+打造第二成长曲线-250717,HVLS风扇行业领军企业。公司是中国HVLS（大空间高效通风）风扇行业领军企业，2021年上市后公司战略转型AI+等新质生产力方向。公司目前主业包括HVLS风扇、锂电池应用、人...,王紫敬,买入（首次）,17,2025-07-17,ABB****77,2,2025-07-18 18:06:11,,
投研资讯,东莞证券-若羽臣-003010-2025年半年度业绩预告点评：绽家放量助推业绩高增，斐萃验证成长潜力-250717,事件：若羽臣发布2025年半年度业绩预告，上半年预计净利润约6300万元7800万元，同比增长61.81%-100.33%。扣除非经常性损益后的净利润为6000万元-7500万...,邓升亮,增持（下调）,3,2025-07-17,a115******153,2,2025-07-18 18:06:11,,
投研资讯,山西证券-青达环保-688501-AI除渣技术国际领先，火电特种设备持续高增长-250717,"事件描述
　　事件：公司7月15日发布公告，公司及控股子公司北京中工数联科技有限公司于近日收到1项由中电联会颁发的“融合边缘计算与数字孪生的输渣设备智能运维技术”的科学技术成果...",肖索，贾惠淋,买入-A（首次）,5,2025-07-17,zhu****er,2,2025-07-18 18:06:11,,
投研资讯,中原证券-华工科技-000988-公司点评报告：净利润快速增长，海外业务拓展顺利-250717,事件：公司发布2025H1业绩预告，预计2025H1实现归母净利润8.9-9.5亿元，同比增长42.43%-52.03%，预计2025Q2归母净利润为4.8-5.4亿元，同比增...,李璐毅,买入（首次）,5,2025-07-17,bys****re,2,2025-07-18 18:06:11,,
投研资讯,华鑫证券-中国中车-601766-公司事件点评报告：铁路投资高景气驱动，业绩稳步兑现-250717,"事件
　　中国中车于2025年7月11日发布2025年半年度业绩预增公告，预计2025年半年度将实现归母净利润67.22亿元—75.62亿元，与上年同期相比，将增加25.21亿...",尤少炜,买入,5,2025-07-17,THJ****99,2,2025-07-18 18:06:11,,
投研资讯,中邮证券-高德红外-002414-签订完整装备系统大额采购协议，打开广阔新天地-250717,"事件
　　7月14日，公司发布公告，公司与客户签订了某型号完整装备系统总体产品采购协议，协议金额为8.79亿元，根据协议约定，该协议签订金额为后续将签订的大额订货合同的部分预付...",鲍学博，马强,买入,5,2025-07-17,qis****ua,2,2025-07-18 18:06:11,,
投研资讯,开源证券-完美世界-002624-公司信息更新报告：预计2025H1同比大幅扭亏，关注《异环》上线进展-250717,"预计2025H1实现大幅扭亏为盈，关注《异环》上线进展，维持“买入”评级
　　公司发布2025H1业绩预告，预计实现归母净利润4.8-5.2亿元，实现扣非净利润2.9-3.3亿...",方光照，田鹏,买入,4,2025-07-17,sch****lv,2,2025-07-18 18:06:11,,
投研资讯,太平洋证券-泓博医药-301230-25H1业绩快速增长，基本面持续回暖-250715,"事件：
　　7月14日，公司发布2025年半年度业绩预告，2025年上半年公司预计归母净利润为2300-2700万元，同比增长43.96%-69.00%，预计扣非后归母净利润为...",周豫，张崴,买入,4,2025-07-17,woa****ry,3,2025-07-18 18:06:12,,
投研资讯,天风证券-匠心家居-301061-把握轻工领域稀缺alpha标的-250717,"公司发布2025H1业绩预告
　　预计公司25Q2归母净利润2.2-2.7亿，同增31%-62%；扣非归母净利润2.1-2.6亿，同增48%-83%；
　　预计25H1归母净利...",孙海洋,买入,3,2025-07-17,sl***y,3,2025-07-18 18:06:12,,
投研资讯,亿渡研究院-远望谷-002161-中报预喜扣非扭亏，加码AI投入，“智慧文旅”、“宠物经济”或成业绩看点-250715,"事件：7月14日晚间，远望谷（002161.SZ）发布《2025年半年度业绩预告》，预计实现归属于上市公司股东的净利润6,000万元—8,500万元，同比增长35.06%至91...",,,14,2025-07-17,nbz****t1,3,2025-07-18 18:06:12,,
投研资讯,华鑫证券-热威股份-603075-公司动态研究报告：新能源与智能制造双轮驱动，多领域业务稳步扩张-250717,"▌政策驱动绿色智造升级，新能源汽车高增速带动电热需求扩展
　　工业和信息化部等七部门于2024年3月发布《推动工业领域设备更新实施方案》，提出到2027年工业设备投资规模较20...",尤少炜,买入（首次）,5,2025-07-17,5**8,3,2025-07-18 18:06:12,,
投研资讯,长城证券-金达威-002626-2025H1利润端高增，618多款产品表现亮眼-250717,事件：公司发布2025年半年度业绩预告，2025H1公司预计实现归母净利润2.21-2.60亿元（yoy+70%-100%）；实现扣非归母净利润2.20-2.59亿元（yoy+...,刘鹏，袁紫馨,买入,4,2025-07-17,lao****me,3,2025-07-18 18:06:12,,
投研资讯,国投证券-联影医疗-688271-医学影像国产龙头，向世界级医疗创新引领者阔步迈进-250717,"公司产品技术与研发创新能力处于全球领先地位，可媲美海外顶尖厂商，这一点为公司逐鹿全球奠定了坚实基础。
　　公司产品线覆盖高端医学影像诊断产品和放射治疗产品，覆盖范围与GE医疗、...",李奔,买入-A（首次）,35,2025-07-17,钱**8,3,2025-07-18 18:06:12,,
投研资讯,东吴证券-中际旭创-300308-2025半年度业绩预告点评：业绩超预期，产业需求与技术路线共振-250717,事件：公司发布业绩预告，预计2025H1实现归母净利润36.0-44.0亿元，同比+52.6%至86.6%，对应2025Q2实现归母净利润20.2~28.2亿元，中值24.2亿...,张良卫，李博韦,买入,3,2025-07-17,lib****11,3,2025-07-18 18:06:12,,
投研资讯,山西证券-天准科技-688003-可转债获受理加速升级迭代，半导体、具身智能等持续突破-250717,"事件描述
　　公司发布《关于向不特定对象发行可转换公司债券申请获得上海证券交易所受理的公告》：公司于2025年6月23日收到上交所出具的《关于受理苏州天准科技股份有限公司科创板...",姚健，杨晶晶,买入-A（首次）,5,2025-07-17,345****04,3,2025-07-18 18:06:12,,
投研资讯,国投证券-江丰电子-300666-溅射靶材龙头地位稳固，拟定增投资静电吸盘项目-250717,"事件：7月15日公司发布2025年半年度业绩预告
　　1）25H1公司预计实现营业收入21亿元，同比增加29.04%；归母净利润2.47-2.67亿元，同比增加53.29%-6...",马良,买入-A,5,2025-07-17,boss******144,3,2025-07-18 18:06:12,,
投研资讯,国联民生证券-利民股份-002734-杀虫剂及杀菌剂量价齐升，半年度业绩或显著增长-250717,"事件
　　公司发布2025年半年度业绩预增公告，预计上半年实现归母净利润2.6-2.8亿元，同比增长719%-782%；实现扣非归母净利润2.47-2.68亿元，同比增长770...",许隽逸，张玮航,买入,6,2025-07-17,ace****xd,3,2025-07-18 18:06:12,,
投研资讯,东兴证券-陕西煤业-601225-西北煤炭明珠，聚焦构建“煤电一体化”发展格局-250717,陕西煤业股份有限公司是陕西唯一省属特大型上市煤企，为陕西最大上市煤企，背靠陕煤集团。公司主要从事煤炭开采、洗选、运输、销售以及生产服务等业务，煤炭产品主要用于电力、化工以及冶金...,莫文娟,强烈推荐（首次）,18,2025-07-17,那些花****20,3,2025-07-18 18:06:12,,
投研资讯,开源证券-科达自控-831832-北交所信息更新：收购新三板公司海图科技，实现优势互补进一步完善工业互联网技术体系-250716,"2024年公司实现营收4.34亿元，2025Q1公司实现营收6,740.83万
　　公司2024年公司实现营收4.34亿元，同比+1.76%，归母净利润3,451.16万元，同...",诸海滨,增持,4,2025-07-17,326****44,3,2025-07-18 18:06:12,,
投研资讯,国信证券-山高环能-000803-中报业绩高增，大股东定增预案发布-250717,"事项：
　　1）公司发布2025年中报业绩预告。2025年7月14日，山高环能披露2025年中报业绩预告，预计实现归母净利润4000-4500万元，去年同期为-3500.24万...",黄秀杰，刘汉轩，郑汉林,优于大市,6,2025-07-17,lix****nz,3,2025-07-18 18:06:12,,
投研资讯,华鑫证券-众生药业-002317-公司事件点评报告：业绩增长恢复，关注GLP~1的对外授权-250716,"事件
　　众生药业发布公告：预计2025年半年度归属于上市公司股东的净利润较2024年同期增长94.49%～140.25%。
　　投资要点
　　▌集采影响逐步落地，非经常因素影...",胡博新,买入,5,2025-07-17,zhon******030,3,2025-07-18 18:06:12,,
投研资讯,太平洋证券-鹏鼎控股-002938-Q2业绩大超预期，精准卡位ai端侧浪潮-250715,事件：公司发布2025年半年度业绩预告，2025年上半年公司预计实现归母净利润11.98-12.60亿元，同比增长52.79%-60.62%；预计实现扣非归母净利11.0-11...,张世杰，罗平,买入,5,2025-07-16,yam****26,3,2025-07-18 18:06:12,,
投研资讯,华金证券-鹏鼎控股-002938-预计25H1业绩同比亮眼，AI+汽车双轨并进-250716,2025H1归母净利润同比预计增长超50%，全年算力相关营收占比有望超70%。2025H1，公司预计归母净利润在11.98亿元–12.60亿元之间（2024H1归母净利润为7....,熊军，宋鹏,增持,5,2025-07-16,bey****29,3,2025-07-18 18:06:12,,
投研资讯,光大证券-宝丰能源-600989-2025年半年度业绩预告点评：内蒙烯烃项目投产贡献增量，Q2业绩高增长-250716,事件：公司发布2025年半年度业绩预告，2025年上半年，公司预计实现归母净利润54-59亿元，同比增长63.4%-78.5%；其中Q2单季度预计实现归母净利润29.6-34....,赵乃迪，蔡嘉豪,增持,3,2025-07-16,csr****34,3,2025-07-18 18:06:12,,
投研资讯,国投证券-领益智造-002600-持续发力AI终端+机器人业务，经营稳步提升-250716,"事件：
　　7月15日公司发布2025年半年度业绩预告，上半年实现归属于上市公司股东的净利润90,000万元–114,000万元，同比增长31.57%-66.66%，扣除股权激...",马良，朱思,买入-A,5,2025-07-16,eyj****83,3,2025-07-18 18:06:12,,
投研资讯,民生证券-光明肉业-600073-首次覆盖报告：国潮新消费重塑百年老字号；牛周期向上重视经营拐点-250716,上海老牌国资，聚焦肉类布局。诞生于1930年的“梅林”品牌从一家石库门小作坊开始起步，历经近百年发展，打造了包含饲料生产、育种养殖、屠宰分销、肉制品深加工及分销的全产业链，形成...,徐菁,推荐（首次）,31,2025-07-16,geb****ua,3,2025-07-18 18:06:12,,
投研资讯,中邮证券-华新水泥-600801-Q2业绩超预期，国内外盈利均改善-250716,"事件
　　公司发布25年半年度业绩预增公告，预计2025年半年度实现归母净利润为10.96-11.32亿元，同比增加50%-55%；实现扣非为10.61-10.95亿元，同比增...",赵洋,增持（首次）,5,2025-07-16,cjs****yy,3,2025-07-18 18:06:12,,
投研资讯,华西证券-汉朔科技-301275-电子价签解决方案龙头厂商，助力新零售数字化转型-250715,"国内电子价签解决方案龙头厂商
　　公司成立于2012年，2025年于深交所上市。公司围绕零售门店数字化领域，构建了以电子价签系统、SaaS云平台服务等软硬件产品及服务为核心的业...",单慧伟，陈天然,买入（首次）,24,2025-07-16,怪怪***国,4,2025-07-18 18:06:14,,
投研资讯,东吴证券-水井坊-600779-2025H1业绩预告点评：Q2收入承压，盈利波动加剧-250715,"投资要点
　　事件：公司发布2025年半年度业绩预告，经初步核算，预计25H1实现营业收入约14.98亿元，同比下滑约12.8%；实现归属于上市公司股东的净利润约1.05亿元，...",苏铖，孙瑜,增持,3,2025-07-16,1379******382,4,2025-07-18 18:06:14,,
投研资讯,交银国际-钧达股份-002865-产品价格偏软下业绩预告符合预期，海外产能布局再下一城-250716,产品价格偏软下业绩预告符合预期：公司发布业绩预告，预计1H25亏损2-3亿元（扣非后4-5亿元；人民币，下同），其中2Q25亏损0.94-1.94亿元（扣非后1.83-2.83...,文昊，郑民康,买入,5,2025-07-16,W**麻,4,2025-07-18 18:06:14,,
投研资讯,中邮证券-锡业股份-000960-业绩稳定增长，积极回馈股东-250716,"投资要点
　　事件：公司发布2025年半年报预告，预计2025年半年度实现归母净利润10.2-11.2亿元，同比增加27.52%到40.03%；实现扣非归母净利润12.6-13...",李帅华，魏欣,买入,5,2025-07-16,12d****hi,4,2025-07-18 18:06:14,,
投研资讯,东吴证券-新和成-002001-营养品业务构筑基本盘，香精香料、新材料提供发展动能-250716,"投资要点
　　新和成是国内精细化工领域的领先企业：公司多年秉持创新驱动发展，保持较高的研发投入，拥有浙江新昌、浙江上虞，山东潍坊，黑龙江绥化四大生产基地。公司以维生素、蛋氨酸等...",陈淑娴，周少玟,买入（首次）,36,2025-07-16,ss***t,4,2025-07-18 18:06:14,,
投研资讯,国投证券-传音控股-688036-“非洲手机领军者”多元化布局，品类扩张+生态链延伸打开成长空间-250716,"聚焦新兴市场构建多元布局，扩品类布局打造智能生活全场景闭环：
　　公司成立于2013年，主要从事以手机为核心的智能终端的设计、研发、生产、销售和品牌运营，致力于成为新兴市场消费...",马良,买入-A,36,2025-07-16,kens******foo,4,2025-07-18 18:06:14,,
投研资讯,山西证券-山高环能-000803-生物航煤元年启动，UCO供应商有望受益-250716,"行业机遇：2025年SAF元年启动，UCO市场有望量价齐升
　　国外：2025年欧盟UCO需求有望超249万吨，近期SAF及UCO价格持续上行。欧盟理事会通过《Refuel E...",冀泳洁，王锐,增持-A（首次）,5,2025-07-16,dan****hi,4,2025-07-18 18:06:14,,
投研资讯,长城证券-华统股份-002840-养殖成本持续优化，Q2利润端预计增长稳健-250716,事件：公司发布2025年半年度业绩预告，2025H1公司预计实现归母净利润7500-9000万元，实现扣非归母净利润6000-7800万元，同比实现扭亏转盈。其中2025Q2预...,刘鹏，袁紫馨,买入,3,2025-07-16,k**d,4,2025-07-18 18:06:14,,
