分类,研报标题,摘要,作者,评级,页数,日期,分享者,来源页,抓取时间,类型,分享时间
投研资讯,财通证券-海信视像-600060-深耕“1+4+N”，质价比&中高端助力品牌布局-250630,深耕“1+4+N”，前瞻性布局高端显示技术：海信视像以智慧显示为核心战略，持续向上游技术、多元化场景和增值服务拓展，构建了“1+4+N”协同产业生态。该生态以智慧显示终端为基础...,肖珮菁，孙谦，邢瀚文,买入（首次）,14,2025-06-30,紫色的****73,1,2025-06-30 18:05:49,,
投研资讯,财通证券-小熊电器-002959-内销经营逐步改善，积极发力外销市场-250630,"部分可选品类增速改善，国补提升产品结构：根据奥维云网数据，2025年厨小家电市场呈现明显的""K型分化""特征。在""国补""政策推动下，行业产品结构持续升级，电饭煲、电蒸锅等品类均价...",肖珮菁，孙谦,增持（首次）,17,2025-06-30,fe***i,1,2025-06-30 18:05:49,,
投研资讯,国联民生证券-小商品城-600415-2025H1归母净利润预计同增13%~17%，看好下半年新市场开业带来业绩增量-250630,"事件
　　公司发布2025年半年度业绩预增公告，预计2025H1公司实现归母净利润16.30亿元-17亿元（同比增长12.57%-17.40%），扣非归母净利润16.10亿元-...",邓文慧，郭家玮,买入,6,2025-06-30,wang******uyu,1,2025-06-30 18:05:49,,
投研资讯,东方证券-润丰股份-301035-深度报告系列之二：平台壁垒持续强化，出海价值亟待重估-250630,"核心观点
　　出海平台壁垒在持续迭代加强：由于公司近年在行业下行周期利润出现较大波动，叠加国内同行开始积极出海布局，公司的壁垒看似在削弱，长期价值似乎存疑。但我们认为，从具象到...",万里扬,买入,21,2025-06-30,mor****yi,1,2025-06-30 18:05:49,,
投研资讯,光大证券-阿科力-603722-公告点评：COC项目通过验收评审，正式进入稳定生产放量阶段-250630,事件：6月30日晚，公司发布公告表示“年产20000吨脂肪胺扩建项目、年产10000吨高透光材料新建项目（二期），年产5000吨高透光材料”于6月4日经过专家组的安全设施竣工验...,赵乃迪，周家诺,增持,3,2025-06-30,和**起,1,2025-06-30 18:05:49,,
投研资讯,海通国际-慧辰股份-688500-首次覆盖：数据智能领军者，AI开启第二增长曲线-250630,"本报告导读：
　　数据智能领军企业，实行“数据要素×”与“人工智能＋”的两大战略，行业高增背景下公司业务有望重回快速增长轨道。
　　投资要点：
　　投资建议：给予“优于大市”评...",Lin Yang，Liang Song,优于大市（首次）,25,2025-06-30,明子***1,1,2025-06-30 18:05:49,,
投研资讯,华福证券-盛弘股份-300693-AIDC多产品布局打开成长空间，储能及充电桩国内海外多点开花-250630,"投资要点：
　　盛弘股份：电力电子领军企业，电能质量、储能、充电桩协同并进。公司成立于2007年，以APF生产研发起家，后扩展至电能质量、电动汽车充电桩、储能微网、电池化成与检...",邓伟,买入（首次）,46,2025-06-30,wj***6,1,2025-06-30 18:05:49,,
投研资讯,国信证券-开发科技-920029-深耕智能计量技术二十余年，立足欧洲推进全球布局-250630,公司深耕智能计量市场二十余年，海外收入占比超过90%。开发科技前身为深科技计量系统事业部，公司主营业务包括智能电、水、气表等智能计量终端以及AMI系统软件，公司较早开拓欧洲市场...,王蔚祺，徐文辉,优于大市（首次）,20,2025-06-30,lih****09,1,2025-06-30 18:05:49,,
投研资讯,华金证券-泰凌微-688591-公司处于快速发展期，业绩持续超预期-250630,"事件点评：公司发布2025年半年度业绩预增公告，2025年半年度，公司预计实现营收5.03亿元，同比增加37%，预计实现归属于母公司所有者的净利润9,900万元，同比增幅267...",熊军，王臣复,买入,5,2025-06-30,zy***8,1,2025-06-30 18:05:49,,
投研资讯,华鑫证券-卫宁健康-300253-公司动态研究报告：医疗智能化进程持续推进，AI新品有望带动业绩增长-250630,"▌短期业绩承压，新一代产品有望推动业绩增长
　　2024年，公司实现营业收入27.82亿元，同比减少12.05%；利润端，公司实现归母净利润0.88亿元，同比减少75.45%，...",俞家宁，胡博新，任春阳,买入（首次）,5,2025-06-30,ree****at,1,2025-06-30 18:05:49,,
