,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Free Cash Flow,1122752765.31,798559010.83,574209495.77,-111775222.71
Repayment Of Debt,-1458687733.33,-2154706900.0,-1816415375.0,
Issuance Of Debt,1428733332.78,2084670175.0,2418150100.0,
Capital Expenditure,-114036804.63,-116408391.07,-115517388.86,-7855650.35
End Cash Position,1115223238.62,896880238.67,899365405.76,131605065.75
Beginning Cash Position,896880238.67,902434298.21,855879439.65,406646690.73
Changes In Cash,218342999.95,-5554059.54,43485966.11,-275041624.98
Financing Cash Flow,-381372084.57,-804115526.77,-531471283.46,-170378082.27
Net Other Financing Charges,-816989.54,-468821707.67,-730449529.21,-163723348.4
Cash Dividends Paid,-123149621.69,-67541148.25,-105073966.28,-6654733.87
Net Issuance Payments Of Debt,-29954400.55,-70036725.0,601734725.0,
Net Long Term Debt Issuance,-29954400.55,-70036725.0,601734725.0,
Long Term Debt Payments,-1458687733.33,-2154706900.0,-1816415375.0,
Long Term Debt Issuance,1428733332.78,2084670175.0,2418150100.0,
Investing Cash Flow,-637074485.42,-116405934.67,-114769635.06,-743970.35
Net Other Investing Changes,,,,
Net Investment Purchase And Sale,,,,5006400.0
Sale Of Investment,,,,5006400.0
Net Business Purchase And Sale,-523087468.4,,,
Purchase Of Business,-523087468.4,,,
Net PPE Purchase And Sale,-113987017.02,-116405934.67,-114769635.06,-5750370.35
Sale Of PPE,49787.61,2456.4,747753.8,2105280.0
Purchase Of PPE,-114036804.63,-116408391.07,-115517388.86,-7855650.35
Capital Expenditure Reported,,,,
Operating Cash Flow,1236789569.94,914967401.9,689726884.63,-103919572.36
Change In Working Capital,-200246592.03,-48034904.52,-50443831.36,-154341789.03
Change In Other Current Assets,-1838114.64,-15042729.7,-24838708.72,-545218.96
Change In Payable,20769274.85,-4375851.86,-128781190.79,30872983.27
Change In Inventory,-259725358.98,-127170873.41,132445313.62,
Change In Receivables,40547606.74,98554550.45,-29269245.47,-184669553.34
Other Non Cash Items,52627830.16,98920217.67,114471226.14,4583890.82
Depreciation And Amortization,268860617.05,250483275.1,183788130.13,8227259.4
Amortization Cash Flow,115120312.81,113413026.68,74067563.91,139033.02
Depreciation,153740304.24,137070248.42,109720566.22,8088226.38
Gain Loss On Investment Securities,120998.86,3399100.0,,-436100.0
Gain Loss On Sale Of PPE,834297.93,-1077564.2,3668868.46,-1339538.07
Net Income From Continuing Operations,1063049021.29,598807013.85,435013581.36,53712814.38
Cash Flowsfromusedin Operating Activities Direct,1236789569.94,914967401.9,689726884.63,-103919572.36
Taxes Refund Paid Direct,-674469497.59,-465716211.62,-458636294.13,-14671765.96
Classesof Cash Payments,-3644586962.38,-2160926416.35,-2059729823.98,-461476734.57
Other Cash Paymentsfrom Operating Activities,-179692890.73,-153808937.75,-125060169.58,-10354418.33
Paymentson Behalfof Employees,-694029253.4,-639890779.9,-489404329.16,-122518791.89
Paymentsto Suppliersfor Goodsand Services,-2770864818.25,-1367226698.7,-1445265325.24,-328603524.35
Classesof Cash Receiptsfrom Operating Activities,5555846029.91,3541610029.87,3208093002.74,372228928.17
Other Cash Receiptsfrom Operating Activities,228175022.01,117201686.3,87244596.08,39340921.38
Receiptsfrom Customers,5327671007.9,3424408343.57,3120848406.66,332888006.79
