,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Free Cash Flow,-1840333.21,-52512097.81,-77757658.32,26358938.85
Repayment Of Debt,-253950485.55,-105759550.38,-370250646.41,-286510194.0
Issuance Of Debt,259303887.13,134426601.03,316108981.67,338699175.32
Capital Expenditure,-275035051.14,-234805190.4,-233885658.38,-211105304.11
End Cash Position,165145822.94,190703475.34,855280439.38,31263371.98
Beginning Cash Position,190703475.34,855280439.38,31263371.98,15379795.93
Effect Of Exchange Rate Changes,-474452.09,-280063.11,53957.34,-34005.91
Changes In Cash,-25083200.31,-664296900.93,823963110.06,15917581.96
Financing Cash Flow,-77318109.21,-88168985.54,1010371901.89,-9851408.22
Net Other Financing Charges,-7126241.17,-19418540.97,1080823391.81,-47849748.26
Cash Dividends Paid,-75545269.62,-97417495.22,-16309825.18,-14190641.28
Net Issuance Payments Of Debt,5353401.58,28667050.65,-54141664.74,52188981.32
Net Long Term Debt Issuance,5353401.58,28667050.65,-54141664.74,52188981.32
Long Term Debt Payments,-253950485.55,-105759550.38,-370250646.41,-286510194.0
Long Term Debt Issuance,259303887.13,134426601.03,316108981.67,338699175.32
Investing Cash Flow,-220959809.03,-758421007.98,-342536791.89,-211695252.78
Net Other Investing Changes,35896319.34,-530297805.0,-109500000.0,-1560000.0
Net Investment Purchase And Sale,17883798.73,5524301.39,,
Sale Of Investment,17883798.73,5524301.39,,
Net Business Purchase And Sale,0.0,0.0,,
Sale Of Business,0.0,0.0,,
Net PPE Purchase And Sale,-274739927.1,-233647504.37,-233036791.89,-210135252.78
Sale Of PPE,295124.04,1157686.03,848866.49,970051.33
Purchase Of PPE,-275035051.14,-234805190.4,-233885658.38,-211105304.11
Operating Cash Flow,273194717.93,182293092.59,156128000.06,237464242.96
Change In Working Capital,-126003862.95,-173995405.25,-179578278.41,-102217623.38
Change In Other Current Assets,-20530719.08,-11306374.78,-10740022.99,-11061610.56
Change In Payable,223157497.31,176405081.58,-197852068.71,95319262.79
Change In Inventory,-64144766.71,-34935605.52,-29728311.87,-36844109.12
Change In Receivables,-264485874.47,-304158506.53,58742125.16,-149631166.49
Other Non Cash Items,19632135.02,15805238.15,14068096.75,13710025.26
Depreciation And Amortization,118410627.39,100378383.84,84101943.06,73881280.09
Amortization Cash Flow,2075278.32,2194222.84,2661108.02,2436817.26
Depreciation,116335349.07,98184161.0,81440835.04,71444462.83
Gain Loss On Investment Securities,-13237093.67,-10907791.03,-90750.0,
Gain Loss On Sale Of PPE,65954.87,2186871.47,491628.84,-203515.61
Net Income From Continuing Operations,227306171.58,219485337.4,222655277.57,237310913.24
Cash Flowsfromusedin Operating Activities Direct,273194717.93,182293092.59,156128000.06,237464242.96
Taxes Refund Paid Direct,-115162448.36,-102609677.42,-110884023.41,-104108882.94
Classesof Cash Payments,-1008033707.64,-791001945.96,-904867174.04,-704612274.19
Other Cash Paymentsfrom Operating Activities,-113827106.84,-103799362.91,-79572754.49,-78926706.92
Paymentson Behalfof Employees,-354460855.43,-314497219.27,-307108317.99,-244522691.28
Paymentsto Suppliersfor Goodsand Services,-539745745.37,-372705363.78,-518186101.56,-381162875.99
Classesof Cash Receiptsfrom Operating Activities,1396390873.93,1075904715.97,1171879197.51,1046185400.09
Other Cash Receiptsfrom Operating Activities,36872903.4,47155842.9,26290127.8,21596898.89
Receiptsfrom Customers,1359517970.53,1028748873.07,1145589069.71,1024588501.2
