,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Free Cash Flow,2132496795.44,1941578475.26,2003584012.18,-816273750.97
Repayment Of Debt,-3463500052.0,-2488164683.14,-4810000000.0,-3656785504.41
Issuance Of Debt,2123500052.0,2600000000.0,3557464683.14,5229697504.41
Capital Expenditure,-1203551686.15,-1326238398.25,-1596377491.26,-3218592608.3
End Cash Position,1164673819.28,2679052944.46,1312919829.05,1140314357.65
Beginning Cash Position,2679052944.46,1312919829.05,1140314357.65,1368872947.92
Effect Of Exchange Rate Changes,-5224400.49,-1898046.46,-1132137.22,1944613.57
Changes In Cash,-1509154724.69,1368031161.87,173737608.62,-230503203.84
Financing Cash Flow,-2672957911.76,-1124529958.26,-2706963173.96,155545856.82
Net Other Financing Charges,-1141464410.37,-1118271160.81,-1307073903.36,-1139204701.8
Cash Dividends Paid,-191493501.39,-118094114.31,-147353953.74,-278161441.38
Net Issuance Payments Of Debt,-1340000000.0,111835316.86,-1252535316.86,1572912000.0
Net Long Term Debt Issuance,-1340000000.0,111835316.86,-1252535316.86,1572912000.0
Long Term Debt Payments,-3463500052.0,-2488164683.14,-4810000000.0,-3656785504.41
Long Term Debt Issuance,2123500052.0,2600000000.0,3557464683.14,5229697504.41
Investing Cash Flow,-2172245294.52,-775255753.38,-719260720.86,-2788367917.99
Net Other Investing Changes,-1795808172.5,-106063641.86,115027376.9,183347171.35
Net Investment Purchase And Sale,102670589.77,574044033.64,687918260.45,17837047.42
Sale Of Investment,103954070.58,575590614.81,689070828.08,129740047.42
Purchase Of Investment,-1283480.81,-1546581.17,-1152567.63,-111903000.0
Net Business Purchase And Sale,645848959.69,,,
Sale Of Business,645848959.69,,,
Net PPE Purchase And Sale,-1124956671.48,-1243236145.16,-1522206358.21,-2989552136.76
Sale Of PPE,78595014.67,83002253.09,74171133.05,229040471.54
Purchase Of PPE,-1203551686.15,-1326238398.25,-1596377491.26,-3218592608.3
Capital Expenditure Reported,,,,
Operating Cash Flow,3336048481.59,3267816873.51,3599961503.44,2402318857.33
Change In Working Capital,68725022.47,-332639702.26,27432413.58,-612311923.04
Change In Other Current Assets,-30857457.11,3572893.2,-9247979.96,-25874364.71
Change In Payable,589806899.4,1356880763.44,290144227.4,-454020017.8
Change In Inventory,8669217.08,8201000.24,-9759707.29,-2339509.66
Change In Receivables,-498893636.9,-1701294359.14,-243704126.57,-130078030.87
Other Non Cash Items,300027487.93,383174625.09,331667036.75,303255083.42
Deferred Tax,,,,
Depreciation And Amortization,2215850879.51,2342970850.61,2604576593.74,2585386103.22
Amortization Cash Flow,35295418.8,62863901.07,59128937.54,42236404.84
Depreciation,2180555460.71,2280106949.54,2545447656.2,2543149698.38
Gain Loss On Investment Securities,-11761016.28,76802810.11,-77310377.87,-29200719.59
Gain Loss On Sale Of PPE,-116833872.48,-27633825.17,-345759.44,-27407398.89
Net Income From Continuing Operations,863641863.75,748525578.51,658515117.56,147256077.56
Cash Flowsfromusedin Operating Activities Direct,3336048481.59,3267816873.51,3599961503.44,2402318857.33
Taxes Refund Paid Direct,-696677837.53,-659112347.21,-525782298.02,-698218248.31
Classesof Cash Payments,-39396810843.6,-33909780468.07,-29246556206.83,-30333651394.01
Other Cash Paymentsfrom Operating Activities,-962400425.63,-966424900.86,-1059054436.58,-1068964477.96
Paymentson Behalfof Employees,-8742799502.76,-8627791630.93,-8082158811.73,-9084414539.65
Paymentsto Suppliersfor Goodsand Services,-29691610915.21,-24315563936.28,-20105342958.52,-20180272376.4
Classesof Cash Receiptsfrom Operating Activities,43429537162.72,37836709688.79,33372300008.29,33434188499.65
Other Cash Receiptsfrom Operating Activities,865707611.56,864557054.32,733058548.32,609142673.47
Receiptsfrom Customers,42563829551.16,36972152634.47,32639241459.97,32825045826.18
