,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Ordinary Shares Number,1026955265.0,1026955265.0,1026957470.0,1026957470.0
Share Issued,1026955265.0,1026955265.0,1026957470.0,1026957470.0
Net Debt,,,10996196.43,1282341756.57
Total Debt,2489501784.16,3963713516.64,3440618158.84,4634833476.48
Tangible Book Value,8223755301.07,7183876946.36,6363000161.49,5999710721.14
Invested Capital,8761606016.73,8984756600.64,8422638277.34,8936035078.05
Working Capital,2889678041.66,1255171053.55,-210921611.33,-2379408748.3
Net Tangible Assets,8223755301.07,7183876946.36,6363000161.49,5999710721.14
Capital Lease Obligations,1349976939.89,1290231462.84,1062030393.84,979845015.5
Common Stock Equity,8463386906.24,7683916322.91,6934864010.9,6491973078.28
Total Capitalization,8463386906.24,7683916322.91,7271808694.04,6492673078.28
Total Equity Gross Minority Interest,8482684827.12,7700175981.93,6933689010.52,6490333685.16
Minority Interest,19297920.88,16259659.02,-1175000.38,-1639393.12
Stockholders Equity,8463386906.24,7683916322.91,6934864010.9,6491973078.28
Treasury Stock,75099820.08,75099820.08,160239218.93,153350223.49
Retained Earnings,6018045250.54,5212752186.58,4218643911.34,3232793470.68
Additional Paid In Capital,,777019106.98,862156300.83,862113327.25
Capital Stock,1026955265.0,1026955265.0,1026957470.0,1026957470.0
Common Stock,1026955265.0,1026955265.0,1026957470.0,1026957470.0
Total Liabilities Net Minority Interest,8486831376.25,9812804674.65,8100915627.34,9407647780.18
Total Non Current Liabilities Net Minority Interest,1677403718.79,1687382994.92,1859800969.42,1611923249.11
Other Non Current Liabilities,68092896.75,51008730.93,47828095.04,27123821.84
Tradeand Other Payables Non Current,9236970.96,47349615.84,41562239.16,20660006.04
Non Current Deferred Revenue,57116290.51,69786947.61,36507433.45,32550269.71
Non Current Deferred Taxes Liabilities,192980620.68,229006237.7,334928124.79,551044136.02
Long Term Debt And Capital Lease Obligation,1349976939.89,1290231462.84,1398975076.98,980545015.5
Long Term Capital Lease Obligation,1349976939.89,1290231462.84,1062030393.84,979845015.5
Long Term Debt,,,336944683.14,700000.0
Current Liabilities,6809427657.46,8125421679.73,6241114657.92,7795724531.07
Other Current Liabilities,53041042.49,25715588.61,10112817.62,9464280.34
Current Debt And Capital Lease Obligation,1139524844.27,2673482053.8,2041643081.86,3654288460.98
Current Debt,298219110.49,1300840277.73,1150829583.3,2443361999.77
Payables,5427109060.06,5306309236.32,4087207759.7,4052977340.84
Other Payable,1544991503.49,1519448147.68,1203968330.9,1062091213.56
Total Tax Payable,188127913.0,296242381.14,339920395.37,183456074.91
Accounts Payable,3693989643.57,3490618707.5,2543319033.43,2807430052.37
Total Assets,16969516203.37,17512980656.58,15034604637.86,15897981465.34
Total Non Current Assets,7270410504.25,8132387923.3,9004411591.27,10481665682.57
Other Non Current Assets,336984189.33,139553011.22,120495942.23,256845294.43
Non Current Deferred Assets,159091110.31,208876140.73,223494976.85,286710071.33
Non Current Deferred Taxes Assets,66833837.97,58470659.62,62765806.35,71563502.78
Investmentin Financial Assets,522705388.09,609671944.01,1243272552.85,2179103977.72
Available For Sale Securities,522705388.09,609671944.01,1243272552.85,2179103977.72
Long Term Equity Investment,153420743.71,153555790.63,202163433.53,193524876.81
Investment Properties,360490077.47,44053492.93,92349779.88,0.0
Goodwill And Other Intangible Assets,239631605.17,500039376.55,571863849.41,492262357.14
Other Intangible Assets,239631605.17,500039376.55,571863849.41,492262357.14
Net PPE,5431253552.2,6418167507.61,6488005250.17,7001655602.36
Accumulated Depreciation,,-4266947145.06,-3898640869.74,-3416250869.98
Gross PPE,5431253552.2,10685114652.67,10386646119.91,10417906472.34
Construction In Progress,44079793.28,256465595.0,158583218.65,196673468.32
Other Properties,5387173758.92,3141204086.81,2945048074.07,3101031405.83
Machinery Furniture Equipment,,7209280387.87,7045975780.3,7120201598.19
Properties,,78164582.99,237039046.89,
Current Assets,9699105699.12,9380592733.28,6030193046.59,5416315782.77
Other Current Assets,1572122092.6,1673208194.73,1652177416.81,1421907018.38
Hedging Assets Current,,,17471622.21,0.0
Assets Held For Sale Current,262696310.67,258196121.2,,
Prepaid Assets,366455237.24,339084576.42,286508510.72,233797814.42
Inventory,14425740.28,23094957.36,31295957.6,21536250.31
Raw Materials,,23094957.36,31295957.6,21536250.31
Other Receivables,795039293.11,355039702.62,267656768.69,322824808.88
Accounts Receivable,3857149186.1,3879259187.52,2298304700.55,2169529647.58
Allowance For Doubtful Accounts Receivable,,-68756166.88,-60086246.56,-44323944.63
Gross Accounts Receivable,,3948015354.4,2358390947.11,2213853592.21
Cash Cash Equivalents And Short Term Investments,2831217839.12,2852709993.43,1476778070.01,1246720243.2
Other Short Term Investments,1481271045.93,,,85000000.0
Cash And Cash Equivalents,1349946793.19,2852709993.43,1476778070.01,1161720243.2
Cash Equivalents,,182456313.26,175500565.63,338288016.99
Cash Financial,,2852709993.43,1301277504.38,823432226.21
