,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Free Cash Flow,-209661822.55,-8245872255.61,-13977217738.31,-7269482083.06
Repayment Of Debt,-72237537804.19,-49000993747.46,-25923372803.44,-15682557500.03
Issuance Of Debt,75341944391.1,58099391984.29,42680322839.33,26598615201.69
Capital Expenditure,-8990157647.34,-11367220036.78,-15046045523.83,-10063420399.13
End Cash Position,8329838878.27,5690088819.94,6524483665.58,8908547507.51
Beginning Cash Position,5690088819.94,6524483665.58,8909310693.48,6096492699.34
Effect Of Exchange Rate Changes,4396924.02,1972193.4,4443693.07,-1440188.51
Changes In Cash,2635353134.31,-836367039.04,-2389270720.97,2813494996.68
Financing Cash Flow,3758603389.86,6526657903.91,12844358378.5,10540907885.25
Net Other Financing Charges,2297088222.83,-1352067777.6,-2106469286.79,591505557.26
Cash Dividends Paid,-1638983419.88,-1215764555.32,-1804168370.6,-963235873.67
Net Issuance Payments Of Debt,3104406586.91,9098398236.83,16756950035.89,10916057701.66
Net Long Term Debt Issuance,3104406586.91,9098398236.83,16756950035.89,10916057701.66
Long Term Debt Payments,-72237537804.19,-49000993747.46,-25923372803.44,-15682557500.03
Long Term Debt Issuance,75341944391.1,58099391984.29,42680322839.33,26598615201.69
Investing Cash Flow,-9903746080.34,-10484372724.12,-16302456884.99,-10521351204.64
Net Other Investing Changes,-1391580599.06,693269064.42,-1271049541.14,-439827977.65
Net Investment Purchase And Sale,321569117.37,111557159.57,-8763114.15,-29977638.18
Sale Of Investment,1004120597.11,142057159.57,11481706.42,284383.0
Purchase Of Investment,-682551479.74,-30500000.0,-20244820.57,-30262021.18
Net Business Purchase And Sale,42362225.57,,6836744.39,-6038043.19
Sale Of Business,42362225.57,,6836744.39,
Purchase Of Business,,,,-6038043.19
Net PPE Purchase And Sale,-8876096824.22,-11289198948.11,-15029480974.09,-10045507545.62
Sale Of PPE,114060823.12,78021088.67,16564549.74,17912853.51
Purchase Of PPE,-8990157647.34,-11367220036.78,-15046045523.83,-10063420399.13
Capital Expenditure Reported,,,,
Operating Cash Flow,8780495824.79,3121347781.17,1068827785.52,2793938316.07
Change In Working Capital,1943538025.4,-2033136613.76,-1413992127.59,-3149385742.57
Change In Other Current Assets,-467026051.49,-390373346.69,-549804229.75,86652110.8
Change In Payable,1853681298.69,3139389724.49,2543168584.59,776299988.84
Change In Inventory,1013425010.89,-2965250146.34,-2202129553.69,-2518996417.35
Change In Receivables,-456542232.69,-1816902845.22,-1205226928.74,-1493341424.86
Other Non Cash Items,1330599981.3,1000317855.4,692885293.57,561724762.55
Deferred Tax,,,,
Depreciation And Amortization,4908537178.29,3657074453.9,2728642748.3,2392842140.8
Amortization Cash Flow,103736576.91,98589101.24,87286836.28,73037027.27
Depreciation,4804800601.38,3558485352.66,2641355912.02,2319805113.53
Gain Loss On Investment Securities,-725001141.3,-306437668.56,-1261925062.37,-4564262754.34
Gain Loss On Sale Of PPE,22806871.35,-65132834.03,17723879.39,35774255.84
Net Income From Continuing Operations,1217998139.69,821399757.38,127291511.85,7484661678.05
Cash Flowsfromusedin Operating Activities Direct,8780495824.79,3121347781.17,1068827785.52,2793938316.07
Taxes Refund Paid Direct,-310319278.17,317874880.28,808824876.54,-717604565.57
Classesof Cash Payments,-104725449312.22,-88755854852.87,-70450118121.44,-62680209741.26
Other Cash Paymentsfrom Operating Activities,-829607018.18,-734679223.47,-615589696.74,-1184793743.21
Paymentson Behalfof Employees,-3760837226.12,-3186399164.55,-2599333703.65,-2175170007.05
Paymentsto Suppliersfor Goodsand Services,-100135005067.92,-84834776464.85,-67235194721.05,-59320245991.0
Classesof Cash Receiptsfrom Operating Activities,113816264415.18,91559327753.76,70710121030.42,66191752622.9
Other Cash Receiptsfrom Operating Activities,1093997741.77,1247530474.5,958236066.22,1609471081.59
Receiptsfrom Customers,112722266673.41,90311797279.26,69751884964.2,64582281541.31
