,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Free Cash Flow,117968695.26,319339529.21,-251332903.16,13336027.09
Repayment Of Debt,-80000000.0,-216631748.86,-123353917.29,
Issuance Of Debt,,83451272.89,1736294347.29,31558619.83
Capital Expenditure,-210011429.14,-395847693.44,-482847747.34,-343073746.86
End Cash Position,518069375.78,531563031.59,906464442.5,368200333.88
Beginning Cash Position,531563031.59,906464442.5,368200333.88,162998519.68
Effect Of Exchange Rate Changes,7264703.82,-3493669.44,-1744567.93,-9149227.96
Changes In Cash,-20758359.63,-371407741.47,540008676.55,214351042.16
Financing Cash Flow,-346466021.33,-322534482.16,1427900909.89,-195698781.42
Net Other Financing Charges,-95499113.68,-18580889.36,-182233707.6,-63214090.05
Cash Dividends Paid,-170306907.65,-169453116.83,-1485812.51,-164043311.2
Net Issuance Payments Of Debt,-80000000.0,-133180475.97,1612940430.0,31558619.83
Net Long Term Debt Issuance,-80000000.0,-133180475.97,1612940430.0,31558619.83
Long Term Debt Payments,-80000000.0,-216631748.86,-123353917.29,
Long Term Debt Issuance,,83451272.89,1736294347.29,31558619.83
Investing Cash Flow,-2272462.7,-764060481.96,-1119407077.52,53640049.63
Net Other Investing Changes,166369703.48,-394002781.51,-648465914.49,368953052.32
Net Investment Purchase And Sale,35827274.64,25207113.23,8920773.13,23989123.12
Sale Of Investment,35827274.64,25207113.23,8920773.13,23989123.12
Net Business Purchase And Sale,,,,
Sale Of Business,,,,
Net PPE Purchase And Sale,-204469440.82,-395264813.68,-479861936.16,-339302125.81
Sale Of PPE,5541988.32,582879.76,2985811.18,3771621.05
Purchase Of PPE,-210011429.14,-395847693.44,-482847747.34,-343073746.86
Capital Expenditure Reported,,,,
Operating Cash Flow,327980124.4,715187222.65,231514844.18,356409773.95
Change In Working Capital,-80589823.24,38573174.6,-359526533.79,-94082228.57
Change In Other Current Assets,73137818.09,42574220.82,-6481836.31,-21518320.82
Change In Payable,397978668.12,-666542166.63,1581227572.69,852816901.55
Change In Inventory,-256007332.2,64803444.53,-453731319.34,-485761871.61
Change In Receivables,-295698977.25,597737675.88,-1480540950.83,-439618937.69
Other Non Cash Items,69394202.72,56645166.13,22178381.3,16681477.05
Deferred Tax,,,,
Depreciation And Amortization,165786681.04,136520963.9,103305891.96,76745865.2
Amortization Cash Flow,14843014.16,11121437.84,10053360.08,7336626.42
Depreciation,150943666.88,125399526.06,93252531.88,69409238.78
Gain Loss On Investment Securities,-38289009.85,-28363410.33,-8297915.23,-13866912.82
Gain Loss On Sale Of PPE,12213691.95,4725845.54,1094943.87,14092870.06
Net Income From Continuing Operations,89856895.63,448182371.36,406841521.12,266513022.37
Cash Flowsfromusedin Operating Activities Direct,327980124.4,715187222.65,231514844.18,356409773.95
Taxes Refund Paid Direct,-6209277.92,102968448.79,207620559.26,105647065.46
Classesof Cash Payments,-5543481670.83,-6057564148.51,-5397580371.27,-3090538808.31
Other Cash Paymentsfrom Operating Activities,-40184186.28,-87141824.97,-32882826.1,-42015700.54
Paymentson Behalfof Employees,-569464735.68,-549229340.56,-439967365.69,-352161005.5
Paymentsto Suppliersfor Goodsand Services,-4933832748.87,-5421192982.98,-4924730179.48,-2696362102.27
Classesof Cash Receiptsfrom Operating Activities,5877671073.15,6669782922.37,5421474656.19,3341301516.8
Other Cash Receiptsfrom Operating Activities,209269747.05,46516529.85,80267054.65,61424474.36
Receiptsfrom Customers,5668401326.1,6623266392.52,5341207601.54,3279877042.44
