,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Free Cash Flow,-711835976.94,-583918783.23,-333569410.69,-36953298.48
Repayment Of Debt,-428230062.95,-228050000.0,-20000000.0,-48800000.0
Issuance Of Debt,973119565.91,869821356.42,329301832.13,10000000.0
Capital Expenditure,-704796599.09,-672239492.94,-353589590.78,-139787134.48
End Cash Position,215290360.88,473123671.38,398052054.28,191198961.1
Beginning Cash Position,473123671.38,398052054.28,191198961.1,122544270.34
Effect Of Exchange Rate Changes,2832359.39,1095506.59,-3665495.98,-446540.22
Changes In Cash,-260665669.89,73976110.51,210518589.16,69101230.98
Financing Cash Flow,445986150.91,588318537.77,239213029.27,451425327.92
Net Other Financing Charges,-33980518.49,118157.35,-3272086.0,551272372.35
Cash Dividends Paid,-64922833.56,-53570976.0,-66816716.86,-61047044.43
Net Issuance Payments Of Debt,544889502.96,641771356.42,309301832.13,-38800000.0
Net Long Term Debt Issuance,544889502.96,641771356.42,309301832.13,-38800000.0
Long Term Debt Payments,-428230062.95,-228050000.0,-20000000.0,-48800000.0
Long Term Debt Issuance,973119565.91,869821356.42,329301832.13,10000000.0
Investing Cash Flow,-699612442.95,-602663136.97,-48714620.2,-485157932.94
Net Other Investing Changes,-21397605.47,7038719.58,32713246.54,-45873800.24
Net Investment Purchase And Sale,-78924545.43,10449345.04,272120709.32,-300049198.22
Sale Of Investment,261075454.57,51449345.04,541120709.32,201950801.78
Purchase Of Investment,-340000000.0,-41000000.0,-269000000.0,-502000000.0
Net Business Purchase And Sale,,-3395502.8,,
Purchase Of Business,,-3395502.8,,
Net PPE Purchase And Sale,-599290292.05,-616755698.79,-353548576.06,-139234934.48
Sale Of PPE,105506307.04,55483794.15,41014.72,552200.0
Purchase Of PPE,-704796599.09,-672239492.94,-353589590.78,-139787134.48
Capital Expenditure Reported,,,,
Operating Cash Flow,-7039377.85,88320709.71,20020180.09,102833836.0
Change In Working Capital,-154791572.28,-53279420.57,-92430994.93,-57295147.53
Change In Other Current Assets,18586751.37,-14483060.11,-262020.38,-32301.25
Change In Payable,149626427.01,237068582.19,-49822314.44,140401534.54
Change In Inventory,-64528307.13,-72962816.05,36030474.55,-46455778.37
Change In Receivables,-258476443.53,-202902126.6,-78377134.66,-151208602.45
Other Non Cash Items,21515966.05,14707102.44,-1958293.37,3954211.53
Deferred Tax,,,,
Depreciation And Amortization,82995688.39,45590304.21,30025206.86,28701645.08
Amortization Cash Flow,2728706.04,2637692.4,1827237.36,1440232.98
Depreciation,80266982.35,42952611.81,28197969.5,27261412.1
Gain Loss On Investment Securities,-26581.4,-1702682.23,-796738.72,-8710737.94
Gain Loss On Sale Of PPE,-102002137.46,-97438.89,361371.21,2431424.18
Net Income From Continuing Operations,121861177.97,68637310.36,75390862.36,127852141.06
Cash Flowsfromusedin Operating Activities Direct,-7039377.85,88320709.71,20020180.09,102833836.0
Taxes Refund Paid Direct,26757008.07,6946496.99,-10442320.65,-37576890.44
Classesof Cash Payments,-2773897229.83,-2075205459.17,-1887662404.49,-1670394335.2
Other Cash Paymentsfrom Operating Activities,-180965037.72,-150404405.99,-101846179.17,-105019932.55
Paymentson Behalfof Employees,-259319034.21,-193450524.87,-173503876.46,-159538273.49
Paymentsto Suppliersfor Goodsand Services,-2333613157.9,-1731350528.31,-1612312348.86,-1405836129.16
Classesof Cash Receiptsfrom Operating Activities,2740100843.91,2156579671.89,1918124905.23,1810805061.64
Other Cash Receiptsfrom Operating Activities,69919765.66,62593602.15,53456279.93,52858873.65
Receiptsfrom Customers,2670181078.25,2093986069.74,1864668625.3,1757946187.99
