,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Free Cash Flow,79166944.29,39499287.6,38953603.49,7521516.38
Repayment Of Debt,-50000000.0,,,
Issuance Of Debt,50000000.0,,,
Capital Expenditure,-8943002.8,-13816349.9,-10541682.28,-42448856.36
End Cash Position,352202732.21,510748880.84,496194892.45,484972759.98
Beginning Cash Position,510748880.84,496194892.45,484972759.98,325787375.11
Effect Of Exchange Rate Changes,669275.59,434324.62,1755144.07,-1614930.68
Changes In Cash,-159215424.22,14119663.77,9466988.4,160800315.55
Financing Cash Flow,-37328788.21,-34766448.0,30795892.45,266457782.01
Net Other Financing Charges,-10093227.77,-1253448.0,45742692.45,280045782.01
Cash Dividends Paid,-24540560.44,-30573000.0,-14946800.0,-13588000.0
Net Issuance Payments Of Debt,0.0,,,
Net Long Term Debt Issuance,0.0,,,
Long Term Debt Payments,-50000000.0,,,
Long Term Debt Issuance,50000000.0,,,
Investing Cash Flow,-209996583.1,-4429525.73,-70824189.82,-155627839.2
Net Other Investing Changes,-202798187.66,71366925.57,-5015845.88,-113914110.84
Net Investment Purchase And Sale,13145641.36,6513602.08,-45375702.8,
Sale Of Investment,13145641.36,6513602.08,3164597.2,
Purchase Of Investment,,,-48540300.0,
Net Business Purchase And Sale,-11424000.0,-68628252.2,-11529947.13,
Sale Of Business,,41285977.46,,
Purchase Of Business,-11424000.0,-109914229.66,-11529947.13,
Net PPE Purchase And Sale,-8920036.8,-13681801.18,-8902694.01,-41713728.36
Sale Of PPE,22966.0,134548.72,1638988.27,735128.0
Purchase Of PPE,-8943002.8,-13816349.9,-10541682.28,-42448856.36
Capital Expenditure Reported,,,,
Operating Cash Flow,88109947.09,53315637.5,49495285.77,49970372.74
Change In Working Capital,19039204.2,-8236960.56,-34644125.02,-38754187.23
Change In Other Current Assets,722307.34,-290560.47,109610.72,422821.66
Change In Payable,22973285.93,1701852.69,-28926241.95,17621036.19
Change In Inventory,-9339243.54,2799912.44,-7558824.81,-30691373.64
Change In Receivables,4682854.47,-12448165.22,1731331.02,-26106671.44
Other Non Cash Items,2095659.48,581152.6,-756487.23,1705328.24
Deferred Tax,,,,
Depreciation And Amortization,21759188.27,19605131.43,16597236.09,14828604.05
Amortization Cash Flow,6069023.93,3682236.52,1860635.26,1533795.97
Depreciation,15690164.34,15922894.91,14736600.83,13294808.08
Gain Loss On Investment Securities,-16335392.96,-18187048.57,-17418341.11,-3914890.83
Gain Loss On Sale Of PPE,-10151.65,-26594699.72,993006.76,-72119.63
Net Income From Continuing Operations,56792889.18,78761534.29,78623889.4,72172939.22
Cash Flowsfromusedin Operating Activities Direct,88109947.09,53315637.5,49495285.77,49970372.74
Taxes Refund Paid Direct,-19306537.66,-34797112.76,-12732698.07,-17428330.14
Classesof Cash Payments,-390941515.07,-405216280.91,-466120569.13,-453928789.16
Other Cash Paymentsfrom Operating Activities,-40354423.92,-42548879.62,-36686289.87,-45901974.44
Paymentson Behalfof Employees,-75161018.67,-71526107.64,-68532600.83,-62190113.31
Paymentsto Suppliersfor Goodsand Services,-275426072.48,-291141293.65,-360901678.43,-345836701.41
Classesof Cash Receiptsfrom Operating Activities,498357999.82,493329031.17,528348552.97,521327492.04
Other Cash Receiptsfrom Operating Activities,23707579.1,41667422.56,48712262.06,35259617.01
Receiptsfrom Customers,474650420.72,451661608.61,479636290.91,486067875.03
