,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Ordinary Shares Number,1302622626.0,1311240126.0,1314699126.0,1315262586.0
Share Issued,1302622626.0,1311240126.0,1314699126.0,1315262586.0
Net Debt,1442327038.44,2031894389.97,2362902943.75,2103168489.84
Total Debt,6904830740.33,6097062498.28,6127483284.54,6300439730.26
Tangible Book Value,6305038835.82,5755953759.14,5741510757.95,5130065818.12
Invested Capital,14664338973.11,14087228564.91,13658237353.04,12643025748.62
Working Capital,2618290966.96,3527947470.2,2967452869.44,1369318534.06
Net Tangible Assets,6305038835.82,5755953759.14,5741510757.95,5130065818.12
Capital Lease Obligations,95139836.62,132959222.56,147879466.61,168196150.39
Common Stock Equity,10034793606.42,9408130273.32,8990295443.38,8201361442.12
Total Capitalization,12348381011.21,12889573174.2,11829375449.44,10001485442.92
Total Equity Gross Minority Interest,11399524334.74,10702408549.66,10141555476.39,8993796030.07
Minority Interest,1364730728.32,1294278276.34,1151260033.01,792434587.95
Stockholders Equity,10034793606.42,9408130273.32,8990295443.38,8201361442.12
Treasury Stock,60013402.35,87161680.0,112796980.0,147854341.74
Retained Earnings,6518427217.29,6121885794.15,5797284300.25,5253025273.08
Additional Paid In Capital,1887712328.92,1957725055.64,1968580950.04,1976888581.04
Capital Stock,1302622626.0,1311240126.0,1314699126.0,1315262586.0
Common Stock,1302622626.0,1311240126.0,1314699126.0,1315262586.0
Total Liabilities Net Minority Interest,14917778952.73,13962076952.25,13307153100.98,13018851215.33
Total Non Current Liabilities Net Minority Interest,3177701915.22,4409775211.19,3723613783.0,2778118889.22
Other Non Current Liabilities,85495180.99,125505655.4,164183241.14,186096187.94
Tradeand Other Payables Non Current,129116956.73,129804222.84,117192785.82,168869596.57
Non Current Deferred Revenue,181280685.73,149191775.34,136491314.78,124425990.53
Non Current Deferred Taxes Liabilities,373081850.36,390871434.17,318786968.59,330406962.99
Long Term Debt And Capital Lease Obligation,2408727241.41,3614402123.44,2986959472.67,1968320151.19
Long Term Capital Lease Obligation,95139836.62,132959222.56,147879466.61,168196150.39
Long Term Debt,2313587404.79,3481442900.88,2839080006.06,1800124000.8
Current Liabilities,11740077037.51,9552301741.06,9583539317.98,10240732326.11
Other Current Liabilities,366723572.31,128902949.22,252116187.21,180538775.84
Current Debt And Capital Lease Obligation,4496103498.92,2482660374.84,3140523811.87,4332119579.07
Current Debt,2315957961.9,1197655390.71,1828861903.6,2641540305.7
Payables,6538111297.15,6580871578.11,5908807673.5,5437324771.76
Other Payable,893346849.78,1200733351.64,886668895.77,817089308.68
Dividends Payable,,,,
Total Tax Payable,171062204.78,188683575.69,144869128.44,117645421.85
Accounts Payable,5473702242.59,5191454650.78,4877269649.29,4502590041.23
Total Assets,26317303287.47,24664485501.91,23448708577.37,22012647245.4
Total Non Current Assets,11958935283.0,11584236290.65,10897716389.95,10402596385.23
Other Non Current Assets,176767071.99,186918039.17,309034346.17,249814555.49
Non Current Deferred Assets,37001722.9,38186229.11,44944913.62,58771382.97
Non Current Deferred Taxes Assets,439785974.05,404092707.19,367345858.98,390009975.02
Investmentin Financial Assets,927087774.44,844039096.96,674677884.92,678588391.91
Available For Sale Securities,927087774.44,844039096.96,674677884.92,678588391.91
Long Term Equity Investment,454370907.22,621865086.58,1189898658.2,1164853017.21
Investment Properties,,,,
Goodwill And Other Intangible Assets,3729754770.6,3652176514.18,3248784685.43,3071295624.0
Other Intangible Assets,2270390032.35,2193066531.12,1792471464.9,1651719156.79
Goodwill,1459364738.25,1459109983.06,1456313220.53,1419576467.21
Net PPE,6194167061.8,5836958617.46,5063030042.63,4753696639.21
Accumulated Depreciation,,-3609757642.22,-3346974543.57,-2992776807.31
Gross PPE,6194167061.8,9446716259.68,8410004586.2,7746473446.52
Construction In Progress,516776904.43,723273722.28,550230222.12,378928635.8
Other Properties,5677390157.37,2278122160.1,1991242568.78,1854508658.22
Machinery Furniture Equipment,,3892751076.7,3524089922.09,3230842443.31
Buildings And Improvements,,,,
Properties,,2552569300.6,2344441873.21,2282193709.19
Current Assets,14358368004.47,13080249211.26,12550992187.42,11610050860.17
Other Current Assets,331140232.85,204703497.25,145959916.22,135514437.96
Prepaid Assets,356293227.01,388540465.27,446933152.9,271827936.8
Inventory,3616961768.33,3405044377.54,3267698088.41,2998550209.79
Inventories Adjustments Allowances,0.0,0.0,0.0,0.0
Other Inventories,1613262.25,4571664.93,1557100.16,1976525.55
Finished Goods,1732988418.78,1510785733.95,1225738215.97,1255367986.68
Work In Process,924318991.91,888785474.86,945793565.71,847403023.7
Raw Materials,958041095.39,1000901503.8,1094609206.57,893802673.86
Other Receivables,1216297427.99,1559077620.89,1901585848.34,2157142415.09
Accounts Receivable,5468485810.63,4861275657.47,4478300544.04,3708520043.87
Allowance For Doubtful Accounts Receivable,,-579474074.35,-493579372.57,-415089356.94
Gross Accounts Receivable,,5440749731.82,4971879916.61,4123609400.81
Cash Cash Equivalents And Short Term Investments,3369189537.66,2661607592.84,2310514637.51,2338495816.66
Other Short Term Investments,181971209.41,14403691.22,5475671.6,
Cash And Cash Equivalents,3187218328.25,2647203901.62,2305038965.91,2338495816.66
Cash Equivalents,534060329.57,0.0,297020633.69,283474343.03
Cash Financial,2653157998.68,2451416884.35,2008018332.22,2055021473.63
