,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Ordinary Shares Number,1268074472.0,1265730523.0,1265730523.0,1265730523.0
Share Issued,1268074472.0,1265730523.0,1265730523.0,1265730523.0
Total Debt,233474497.71,626461170.16,679612712.64,1063665947.17
Tangible Book Value,5050288381.4,4781013951.88,4146307582.09,3714059756.78
Invested Capital,10016338235.93,10256089710.47,9721551817.64,9707798916.79
Working Capital,1896961796.98,1631479928.54,1054061545.67,571619193.48
Net Tangible Assets,5050288381.4,4781013951.88,4146307582.09,3714059756.78
Capital Lease Obligations,198752269.32,186840208.69,193680410.66,220207904.85
Common Stock Equity,10004903701.33,9869298444.84,9280486123.64,8926441795.08
Total Capitalization,10004903701.33,10256089710.47,9721551817.64,9185184841.77
Total Equity Gross Minority Interest,10979851556.69,10751263403.17,10142486768.35,9712999955.56
Minority Interest,974947855.36,881964958.33,862000644.71,786558160.48
Stockholders Equity,10004903701.33,9869298444.84,9280486123.64,8926441795.08
Treasury Stock,,,,
Retained Earnings,5543943970.92,5403089598.26,4868171353.75,4469424040.08
Additional Paid In Capital,2847174811.28,2942134607.88,2916842886.49,2960379383.12
Capital Stock,1268074472.0,1265730523.0,1265730523.0,1265730523.0
Common Stock,1268074472.0,1265730523.0,1265730523.0,1265730523.0
Total Liabilities Net Minority Interest,1357658645.17,2158708290.59,2060721942.57,2192752025.0
Total Non Current Liabilities Net Minority Interest,310707391.2,642862374.85,666778231.14,500420049.81
Other Non Current Liabilities,70000000.0,,,
Tradeand Other Payables Non Current,13690000.0,13690000.0,13690000.0,13690000.0
Non Current Deferred Revenue,3340886.12,3821636.38,1350000.0,125000.0
Non Current Deferred Taxes Liabilities,24924235.76,51719264.15,16992126.48,7654098.27
Long Term Debt And Capital Lease Obligation,198752269.32,573631474.32,634746104.66,478950951.54
Long Term Capital Lease Obligation,198752269.32,186840208.69,193680410.66,220207904.85
Long Term Debt,,386791265.63,441065694.0,258743046.69
Current Liabilities,1046951253.97,1515845915.74,1393943711.43,1692331975.19
Other Current Liabilities,10634660.22,5654676.91,4545619.96,7878028.43
Current Debt And Capital Lease Obligation,34722228.39,52829695.84,44866607.98,584714995.63
Current Debt,11434534.6,,,522614075.02
Payables,678706368.86,1096007268.46,1014452019.46,768536722.07
Other Payable,343109297.47,573291012.1,395131671.31,424169002.26
Dividends Payable,,,,7200000.0
Total Tax Payable,58989197.63,89951537.95,161210403.45,52327077.48
Accounts Payable,276607873.76,432764718.41,458109944.7,284840642.33
Total Assets,12337510201.86,12909971693.76,12203208710.92,11905751980.56
Total Non Current Assets,9393597150.91,9762645849.48,9755203453.82,9641800811.89
Other Non Current Assets,210549288.4,224233187.08,211345165.47,210483242.03
Non Current Deferred Assets,13590417.22,12809168.53,15247126.87,18451917.15
Non Current Deferred Taxes Assets,158127178.8,139322330.82,123376357.62,11321199.01
Investmentin Financial Assets,515033721.01,494467966.85,539347221.1,600937301.45
Available For Sale Securities,515033721.01,494467966.85,539347221.1,600937301.45
Long Term Equity Investment,1576526256.75,1739804677.41,1742361843.79,1866460548.38
Investment Properties,,,,
Goodwill And Other Intangible Assets,4954615319.93,5088284492.96,5134178541.55,5212382038.3
Other Intangible Assets,698056488.98,767546773.47,816682469.06,894890872.4
Goodwill,4256558830.95,4320737719.49,4317496072.49,4317491165.9
Net PPE,1965154968.8,2063724025.83,1989347197.42,1721764565.57
Accumulated Depreciation,-553947057.17,-436969849.38,-343519296.87,-242476301.56
Gross PPE,2519102025.97,2500693875.21,2332866494.29,1964240867.13
Construction In Progress,16452345.53,316199094.07,755366666.03,401532941.47
Other Properties,317571782.4,304990613.9,331515248.04,382005760.03
Machinery Furniture Equipment,1049507864.94,874418236.86,844396158.13,779113743.54
Buildings And Improvements,,,,
Properties,1135570033.1,1005085930.38,401588422.09,401588422.09
Current Assets,2943913050.95,3147325844.28,2448005257.1,2263951168.67
Other Current Assets,164946559.52,183417048.98,162284373.86,187008262.42
Assets Held For Sale Current,,,48154381.65,
Prepaid Assets,84423906.72,57961563.42,138113644.18,28335770.44
Inventory,85357556.27,37761104.29,18856513.99,27168224.26
Other Inventories,80742869.35,33698504.16,14530939.95,22789488.86
Finished Goods,4614686.92,4038077.69,4255381.69,4279725.74
Raw Materials,0.0,24522.44,70192.35,99009.66
Other Receivables,46668718.29,69317540.65,90281178.27,65178691.98
Accounts Receivable,774163672.48,596163285.77,320669969.49,230867487.09
Allowance For Doubtful Accounts Receivable,-49406569.12,-41022815.71,-24815518.19,-16916095.73
Gross Accounts Receivable,823570241.6,637186101.48,345485487.68,247783582.82
Cash Cash Equivalents And Short Term Investments,1788352637.67,2202705301.17,1669645195.66,1725392732.48
Other Short Term Investments,394433060.07,309494158.9,502471993.79,883728929.39
Cash And Cash Equivalents,1393919577.6,1893211142.27,1167173201.87,841663803.09
Cash Equivalents,17691248.08,106147888.02,67466816.06,22319968.05
Cash Financial,1376228329.52,1787063254.25,1099706385.81,819343835.04
