,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Free Cash Flow,26293233.62,-167108466.75,-56949582.75,12409284.98
Repayment Of Debt,-1000000.0,-84100010.8,-288002697.97,-147527841.34
Issuance Of Debt,510000.0,51441348.64,119435983.8,187084492.06
Capital Expenditure,-161420651.65,-273772069.14,-110198283.14,-126200881.27
End Cash Position,152530315.09,268723130.97,845071540.0,34541230.25
Beginning Cash Position,268723130.97,845071540.0,34541230.25,24079743.86
Effect Of Exchange Rate Changes,683141.31,1139571.67,2755958.52,439318.86
Changes In Cash,-116875957.19,-577487980.7,807774351.23,10022167.53
Financing Cash Flow,-42273383.22,-130850156.88,1474532492.52,-2711800.45
Net Other Financing Charges,-7136509.59,-52765762.8,1690362964.03,-5096838.89
Cash Dividends Paid,-34646873.63,-45425731.92,-47263757.34,-37171612.28
Net Issuance Payments Of Debt,-490000.0,-32658662.16,-168566714.17,39556650.72
Net Long Term Debt Issuance,-490000.0,-32658662.16,-168566714.17,39556650.72
Long Term Debt Payments,-1000000.0,-84100010.8,-288002697.97,-147527841.34
Long Term Debt Issuance,510000.0,51441348.64,119435983.8,187084492.06
Investing Cash Flow,-262316459.24,-553301426.21,-720006841.68,-125876198.27
Net Other Investing Changes,-161.1,,,
Net Investment Purchase And Sale,-100973829.49,-279754816.37,-609817983.32,10.0
Sale Of Investment,2270583170.51,2074245183.63,540182016.68,10.0
Purchase Of Investment,-2371557000.0,-2354000000.0,-1150000000.0,
Net PPE Purchase And Sale,-161342468.65,-273546609.84,-110188858.36,-125876208.27
Sale Of PPE,78183.0,225459.3,9424.78,324673.0
Purchase Of PPE,-161420651.65,-273772069.14,-110198283.14,-126200881.27
Operating Cash Flow,187713885.27,106663602.39,53248700.39,138610166.25
Change In Working Capital,-24011293.07,-40635133.49,-179851023.91,-67947245.12
Change In Other Current Assets,-4276509.31,1212424.44,-700588.24,-2404314.66
Change In Payable,-55051106.94,-140859294.37,63244309.16,-76103480.09
Change In Inventory,-10198829.35,-22822365.09,-54735164.11,-65915849.21
Change In Receivables,45515152.53,121834101.53,-187659580.72,76476398.84
Other Non Cash Items,-617528.32,2017802.89,7181086.47,10529381.02
Depreciation And Amortization,78676987.65,74020476.66,67845080.05,59865387.98
Amortization Cash Flow,2794203.96,2365227.63,1416217.1,1364424.28
Depreciation,75882783.69,71655249.03,66428862.95,58500963.7
Gain Loss On Investment Securities,-23641874.05,-27095037.64,-9725332.73,218992.65
Gain Loss On Sale Of PPE,1597687.19,2618501.04,591680.57,4343836.77
Net Income From Continuing Operations,145524820.74,76912012.58,151806457.92,133671641.65
Cash Flowsfromusedin Operating Activities Direct,187713885.27,106663602.39,53248700.39,138610166.25
Taxes Refund Paid Direct,-11890306.06,-1737787.34,1482397.2,-5689615.3
Classesof Cash Payments,-500413034.84,-463164370.0,-459267569.23,-487510153.0
Other Cash Paymentsfrom Operating Activities,-70332573.26,-71574277.29,-58880700.6,-72822793.33
Paymentson Behalfof Employees,-118428639.26,-117375170.89,-112132289.3,-83879345.5
Paymentsto Suppliersfor Goodsand Services,-311651822.32,-274214921.82,-288254579.33,-330808014.17
Classesof Cash Receiptsfrom Operating Activities,700017226.17,571565759.73,511033872.42,631809934.55
Other Cash Receiptsfrom Operating Activities,22215401.14,15170707.53,36078254.33,25946343.84
Receiptsfrom Customers,677801825.03,556395052.2,474955618.09,605863590.71
