,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Ordinary Shares Number,763567804.0,763657804.0,745837804.0,745837804.0
Share Issued,763567804.0,763657804.0,745837804.0,745837804.0
Total Debt,865792222.91,951947759.64,877377505.89,981399599.27
Tangible Book Value,4786180869.07,4392036327.32,3903017195.35,3766740127.65
Invested Capital,6582002827.58,6149674549.4,5369270423.83,5672533413.78
Working Capital,2889529992.98,2518912962.17,1586851298.06,1807199053.46
Net Tangible Assets,4786180869.07,4392036327.32,3903017195.35,3766740127.65
Capital Lease Obligations,16045202.62,22359436.28,7524449.58,17304796.1
Common Stock Equity,5811898795.23,5426443695.12,4939348606.41,4755649823.64
Total Capitalization,6198059041.46,5769174940.06,4950818889.42,5145116514.15
Total Equity Gross Minority Interest,6209842315.72,5828543131.19,5283781811.87,4955725611.22
Minority Interest,397943520.49,402099436.07,344433205.46,200075787.58
Stockholders Equity,5811898795.23,5426443695.12,4939348606.41,4755649823.64
Treasury Stock,135634500.0,139887000.0,,
Retained Earnings,4041115093.5,3605500894.34,3118425142.55,2838749427.4
Additional Paid In Capital,,516435445.45,394828652.99,417877485.26
Capital Stock,763567804.0,763657804.0,745837804.0,745837804.0
Common Stock,763567804.0,763657804.0,745837804.0,745837804.0
Total Liabilities Net Minority Interest,5655853500.14,5679029888.81,5608378360.85,4908127987.18
Total Non Current Liabilities Net Minority Interest,603606572.57,609897769.0,314572255.31,724325188.55
Other Non Current Liabilities,,-54093491.61,-33686579.83,26400000.0
Tradeand Other Payables Non Current,7562531.0,32375776.58,64715990.45,67541159.3
Non Current Deferred Revenue,56432225.72,67696862.9,78677396.62,73917194.26
Non Current Deferred Taxes Liabilities,137406367.0,144734448.3,152184135.65,176095348.38
Long Term Debt And Capital Lease Obligation,402205448.85,365090681.22,18994732.59,406771486.61
Long Term Capital Lease Obligation,16045202.62,22359436.28,7524449.58,17304796.1
Long Term Debt,386160246.23,342731244.94,11470283.01,389466690.51
Current Liabilities,5052246927.57,5069132119.81,5293806105.54,4183802798.63
Other Current Liabilities,266581774.78,333587926.11,383897157.72,303227283.78
Current Debt And Capital Lease Obligation,463586774.06,586857078.42,858382773.3,574628112.66
Current Debt,383943786.12,380499609.34,418451534.41,527416899.63
Payables,3265829169.66,3106776062.25,2972511325.32,2475637000.05
Other Payable,836044246.36,703741686.86,504154082.76,399276752.77
Dividends Payable,76356780.4,,144000.0,144000.0
Total Tax Payable,78218645.28,78745517.54,75558957.64,38971187.2
Accounts Payable,2275209497.62,2324288857.85,2392654284.92,2037245060.08
Total Assets,11865695815.86,11507573020.0,10892160172.72,9863853598.4
Total Non Current Assets,3923918895.31,3919527938.02,4011502769.12,3872851746.31
Other Non Current Assets,7669556.13,26225213.46,26963215.4,29707069.08
Non Current Deferred Assets,13147868.07,12291896.84,9672002.22,6934486.04
Non Current Deferred Taxes Assets,144224100.08,130618324.99,92984701.63,89395219.49
Investmentin Financial Assets,958997342.87,1029103600.32,1132888690.99,1235169616.65
Held To Maturity Securities,50000.0,50000.0,50000.0,50000.0
Available For Sale Securities,958947342.87,1029053600.32,1132838690.99,1235119616.65
Long Term Equity Investment,390086016.58,332948088.71,351529047.79,334760604.61
Goodwill And Other Intangible Assets,1025717926.16,1034407367.8,1036331411.06,988909695.99
Other Intangible Assets,214392589.53,220553633.81,222477677.07,179099030.21
Goodwill,811325336.63,813853733.99,813853733.99,809810665.78
Net PPE,1384076085.42,1353933445.9,1361133700.03,1187975054.45
Accumulated Depreciation,-1122077799.74,-1008098258.58,-926296752.14,-834969955.0
Gross PPE,2506153885.16,2362031704.48,2287430452.17,2022945009.45
Construction In Progress,77855148.09,153851731.12,112862206.75,73744675.95
Other Properties,103802499.53,108521659.43,87896533.79,97448177.86
Machinery Furniture Equipment,1246872006.91,1163160100.99,1141675541.02,963872513.42
Buildings And Improvements,,,,
Properties,1077624230.63,936498212.94,944996170.61,887879642.22
Current Assets,7941776920.55,7588045081.98,6880657403.6,5991001852.09
Other Current Assets,54128330.6,22666987.87,54347595.58,79663726.86
Assets Held For Sale Current,6306098.14,,,
Prepaid Assets,133506302.99,180434240.95,254955108.36,137752475.23
Inventory,1450823561.96,1415492607.26,1424570467.25,1148180156.7
Inventories Adjustments Allowances,,0.0,0.0,0.0
Other Inventories,,161699908.39,212094956.15,203251660.28
Finished Goods,,660187953.04,497627220.73,450849864.75
Work In Process,,288582879.88,328628361.82,240656738.19
Raw Materials,,305021865.95,386219928.55,253421893.48
Other Receivables,651324326.43,868885832.85,787737516.81,738370733.14
Accounts Receivable,1929435357.23,1710603887.54,1479084416.37,1252356031.51
Allowance For Doubtful Accounts Receivable,-387133740.55,-327999661.84,-309759671.38,-239428320.26
Gross Accounts Receivable,2316569097.78,2038529829.37,1788844087.75,1491784351.77
Cash Cash Equivalents And Short Term Investments,3716252943.2,3389961525.51,2879962299.23,2634678728.65
Other Short Term Investments,1357566374.77,1095854478.09,622164707.57,974796989.3
Cash And Cash Equivalents,2358686568.43,2294107047.42,2257797591.66,1659881739.35
Cash Equivalents,,44775340.31,75690280.06,246313569.01
Cash Financial,,2176862064.29,2182107311.6,1413568170.34
