,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Ordinary Shares Number,701387335.0,701387335.0,701387335.0,608624848.0
Share Issued,701387335.0,701387335.0,701387335.0,608624848.0
Net Debt,,,,
Total Debt,429587227.1,222253355.5,173129212.61,206671812.07
Tangible Book Value,2546307842.57,2522236844.98,2509470302.63,1648858273.67
Invested Capital,3176852442.34,2921804461.42,2851907024.98,2022260362.43
Working Capital,1121396371.34,1261644425.51,1204601517.99,357095686.76
Net Tangible Assets,2546307842.57,2522236844.98,2509470302.63,1648858273.67
Capital Lease Obligations,18271782.2,16687676.13,22131027.72,24268109.61
Common Stock Equity,2768884681.97,2728743064.49,2703749664.26,1844064465.2
Total Capitalization,2799543806.97,2728743064.49,2713749664.26,1844064465.2
Total Equity Gross Minority Interest,2819440756.12,2773946648.16,2759925208.17,1983217950.93
Minority Interest,50556074.15,45203583.67,56175543.91,139153485.73
Stockholders Equity,2768884681.97,2728743064.49,2703749664.26,1844064465.2
Treasury Stock,203966434.04,,,
Retained Earnings,847087569.96,734250991.58,592510285.07,455128532.24
Additional Paid In Capital,1127768907.84,1127768907.84,1127768907.84,332875407.22
Capital Stock,701387335.0,701387335.0,701387335.0,608624848.0
Common Stock,701387335.0,701387335.0,701387335.0,608624848.0
Total Liabilities Net Minority Interest,1172515098.28,853092322.35,883066653.01,765314231.14
Total Non Current Liabilities Net Minority Interest,116465923.94,58266851.95,128126655.57,180738915.73
Non Current Deferred Revenue,26503603.5,19896586.81,19756794.71,22365998.67
Non Current Deferred Taxes Liabilities,41031413.24,21682589.01,76238833.14,134104807.45
Long Term Debt And Capital Lease Obligation,48930907.2,16687676.13,32131027.72,24268109.61
Long Term Capital Lease Obligation,18271782.2,16687676.13,22131027.72,24268109.61
Long Term Debt,30659125.0,,10000000.0,
Current Liabilities,1056049174.34,794825470.4,754939997.44,584575315.41
Other Current Liabilities,2208744.34,10623742.52,2629735.49,2257443.62
Current Debt And Capital Lease Obligation,380656319.9,205565679.37,140998184.89,182403702.46
Current Debt,377308635.37,193061396.93,138157360.72,178195897.23
Payables,658734910.85,576401465.18,597168860.93,396856541.66
Other Payable,89024733.71,76632283.58,67964736.65,60815011.99
Total Tax Payable,87296630.09,65916607.05,60321109.85,39272883.3
Accounts Payable,482413547.05,433852574.55,468883014.43,296768646.37
Total Assets,3991955854.4,3627038970.51,3642991861.18,2748532182.07
Total Non Current Assets,1814510308.72,1570569074.6,1683450345.75,1806861179.9
Other Non Current Assets,68910059.19,78071273.99,74758468.05,113549060.88
Non Current Deferred Assets,18407326.28,20567565.0,24493328.04,25598061.62
Non Current Deferred Taxes Assets,30399921.45,25497518.0,25142520.86,15513364.78
Investmentin Financial Assets,252747696.48,177853036.18,390494641.67,648865409.81
Available For Sale Securities,252747696.48,177853036.18,390494641.67,648865409.81
Long Term Equity Investment,1893606.94,1846952.95,1868479.55,1804564.31
Goodwill And Other Intangible Assets,222576839.4,206506219.51,194279361.63,195206191.53
Other Intangible Assets,92258157.25,76187537.36,63960679.48,64887509.38
Goodwill,130318682.15,130318682.15,130318682.15,130318682.15
Net PPE,1219574858.98,1060226508.97,972413545.95,806324526.97
Accumulated Depreciation,,-450179561.21,-395260886.22,-352486546.11
Gross PPE,1219574858.98,1510406070.18,1367674432.17,1158811073.08
Construction In Progress,161428276.28,61141769.01,78057355.85,40292799.28
Other Properties,1058146582.7,71972622.37,74236266.37,73743250.43
Machinery Furniture Equipment,,414581361.84,382751395.73,366668159.76
Buildings And Improvements,,,,
Properties,,962710316.96,832629414.22,678106863.61
Current Assets,2177445545.68,2056469895.91,1959541515.43,941671002.17
Other Current Assets,5130044.96,1413142.54,8069162.21,1050268.74
Prepaid Assets,42380736.81,4120899.97,5250020.44,5171293.46
Inventory,523748971.61,426520647.88,318826460.84,273588868.56
Inventories Adjustments Allowances,0.0,0.0,0.0,0.0
Finished Goods,332328351.39,203200672.2,131102780.84,145818328.14
Work In Process,62896357.41,58647777.55,58508484.29,35716971.15
Raw Materials,128524262.81,164672198.13,129215195.71,92053569.27
Other Receivables,209806026.21,68593461.8,81657401.56,64115331.7
Accounts Receivable,591711846.99,472842277.11,452839626.55,299924697.18
Allowance For Doubtful Accounts Receivable,,-15916451.33,-15305069.3,-10457255.27
Gross Accounts Receivable,,488758728.44,468144695.85,310381952.45
Cash Cash Equivalents And Short Term Investments,804667919.1,1082979466.61,1092898843.83,297820542.53
Other Short Term Investments,,151000000.0,10828080.78,65517700.0
Cash And Cash Equivalents,804667919.1,931979466.61,1082070763.05,232302842.53
Cash Equivalents,28781620.45,3497592.5,18886478.2,17741726.7
Cash Financial,775886298.65,928481874.11,1063184284.85,214561115.83
