,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Free Cash Flow,393002304.83,288137300.0,447529165.28,103642506.29
Repayment Of Debt,,-41800000.0,-1238200798.51,-765021770.35
Issuance Of Debt,3177000.0,6644718.06,480068361.91,677946828.6
Capital Expenditure,-179300543.64,-232806802.21,-279798780.72,-401249903.48
End Cash Position,796026491.87,619010182.6,564895866.55,298448435.53
Beginning Cash Position,619010182.6,564895866.55,298448435.53,419062640.61
Effect Of Exchange Rate Changes,-506173.16,839240.75,3262282.11,-899018.09
Changes In Cash,177522482.43,54114300.0,263185148.91,-119715186.99
Financing Cash Flow,-15444863.01,-47349000.0,-222114234.13,-245972670.52
Net Other Financing Charges,-18621863.01,-47349000.0,554861795.06,-116190038.97
Cash Dividends Paid,,-488450.41,-18843592.59,-42707689.8
Net Issuance Payments Of Debt,3177000.0,-35155281.94,-758132436.6,-87074941.75
Net Long Term Debt Issuance,3177000.0,-35155281.94,-758132436.6,-87074941.75
Long Term Debt Payments,,-41800000.0,-1238200798.51,-765021770.35
Long Term Debt Issuance,3177000.0,6644718.06,480068361.91,677946828.6
Investing Cash Flow,-379335503.03,-187513300.0,-242028562.96,-378634926.24
Net Other Investing Changes,,-187513300.0,,
Net Investment Purchase And Sale,-203912873.91,38428154.43,29674777.51,5731571.81
Sale Of Investment,2468997126.09,568428154.43,91674777.51,165731571.81
Purchase Of Investment,-2672910000.0,-530000000.0,-62000000.0,-160000000.0
Net PPE Purchase And Sale,-175422629.12,-225941459.44,-271703340.47,-384366498.05
Sale Of PPE,3877914.52,6865342.77,8095440.25,16883405.43
Purchase Of PPE,-179300543.64,-232806802.21,-279798780.72,-401249903.48
Operating Cash Flow,572302848.47,288137344.97,727327946.0,504892409.77
Change In Working Capital,-147780971.88,-425842677.3,93382776.57,-69127933.07
Change In Other Current Assets,300584.37,6048707.52,-14351789.34,-2206067.22
Change In Payable,-170236286.38,-196983353.6,413236451.92,257922839.41
Change In Inventory,142767170.51,-262403139.56,-117451678.13,-101938130.96
Change In Receivables,-120612440.38,27495108.34,-188050207.88,-222906574.3
Other Non Cash Items,5378554.25,5763349.28,21830810.35,52043218.66
Depreciation And Amortization,241244790.76,239518774.92,239533883.32,201409291.03
Amortization Cash Flow,8805489.47,8391607.24,7651249.08,7066395.27
Depreciation,232439301.29,231127167.68,231882634.24,194342895.76
Gain Loss On Investment Securities,-36446767.8,-25898297.29,-26337918.02,-18037461.16
Gain Loss On Sale Of PPE,2551193.23,3559672.42,3021570.19,8530696.02
Net Income From Continuing Operations,449368866.68,442069369.98,314961864.69,259820166.48
Cash Flowsfromusedin Operating Activities Direct,572302848.47,288137300.0,727327946.0,504892409.77
Taxes Refund Paid Direct,-343061606.29,-302286202.03,-203487605.58,-265761226.64
Classesof Cash Payments,-3194947926.79,-3824749301.46,-2953881856.75,-2458220129.79
Other Cash Paymentsfrom Operating Activities,-495965517.69,-591329882.6,-537626952.99,-434251465.53
Paymentson Behalfof Employees,-570031670.95,-596835134.12,-493324898.82,-478323097.87
Paymentsto Suppliersfor Goodsand Services,-2128950738.15,-2636584284.74,-1922930004.94,-1545645566.39
Classesof Cash Receiptsfrom Operating Activities,4110312381.55,4415172848.46,3884697408.33,3228873766.2
Other Cash Receiptsfrom Operating Activities,45942417.26,40491468.99,34489354.43,48677317.48
Receiptsfrom Customers,4064369964.29,4374681379.47,3850208053.9,3180196448.72
