,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Ordinary Shares Number,1266076241.0,1160934777.0,1116786419.0,1118967523.0
Share Issued,1266076241.0,1160934777.0,1116786419.0,1118967523.0
Net Debt,4007608686.54,3146187109.32,3961959977.58,3289379865.23
Total Debt,7672312119.13,6314879150.17,6114108948.27,5920493216.56
Tangible Book Value,1836821102.21,999676379.28,537838284.82,504364068.2
Invested Capital,10875597513.24,8665611549.71,8580875139.88,9339953141.35
Working Capital,1637824131.97,-1218897111.08,-7854072.84,445983286.1
Net Tangible Assets,1836821102.21,999676379.28,537838284.82,504364068.2
Capital Lease Obligations,567305830.23,520048257.49,464676261.2,479895628.86
Common Stock Equity,4647988523.65,4101237010.31,3455499165.29,4644817545.49
Total Capitalization,9219294275.77,6237738215.92,6445873632.95,7701465193.46
Total Equity Gross Minority Interest,4905020932.1,4455764440.43,3775160001.69,4998522951.14
Minority Interest,257032408.45,354527430.12,319660836.4,353705405.65
Stockholders Equity,4647988523.65,4101237010.31,3455499165.29,4644817545.49
Other Equity Interest,-993890.75,-1819608.59,-8909822.9,-8931251.42
Treasury Stock,52686110.0,52686110.0,52686110.0,11707548.85
Retained Earnings,-1525152900.58,-993124327.13,-1145905893.28,271471288.3
Additional Paid In Capital,4825028945.98,3727836527.64,3423295471.49,3431684959.29
Capital Stock,1266076241.0,1160934777.0,1116786419.0,1118967523.0
Common Stock,1266076241.0,1160934777.0,1116786419.0,1118967523.0
Total Liabilities Net Minority Interest,15379781642.26,13496346193.11,11678379742.54,11210619754.01
Total Non Current Liabilities Net Minority Interest,6667938529.48,4136638244.78,4794002309.78,5141459086.26
Other Non Current Liabilities,32388362.62,25950875.08,24095628.38,27352525.03
Tradeand Other Payables Non Current,1002889862.52,966092006.04,869703837.33,1075538029.42
Non Current Deferred Revenue,26696336.91,32472490.91,25870360.63,20489492.63
Non Current Deferred Taxes Liabilities,467352385.08,455573409.65,419281754.58,481535762.35
Long Term Debt And Capital Lease Obligation,5138611582.35,2656549463.1,3455050728.86,3536543276.83
Long Term Capital Lease Obligation,567305830.23,520048257.49,464676261.2,479895628.86
Long Term Debt,4571305752.12,2136501205.61,2990374467.66,3056647647.97
Current Liabilities,8711843112.78,9359707948.33,6884377432.76,6069160667.75
Other Current Liabilities,240380704.59,198579905.26,207948557.25,338703594.08
Current Debt And Capital Lease Obligation,2533700536.78,3658329687.07,2659058219.41,2383949939.73
Current Debt,1656303237.47,2427873333.79,2135001506.93,1638487947.89
Payables,5855036020.36,5404546910.79,3914507246.4,3283667343.41
Other Payable,1027333492.95,924658837.78,794424220.98,704837649.21
Dividends Payable,6020932.79,,,
Total Tax Payable,286557292.37,202276521.61,238105661.96,238895587.25
Accounts Payable,4535124302.25,4277611551.4,2881977363.46,2339934106.95
Total Assets,20284802574.36,17952110633.54,15453539744.23,16209142705.15
Total Non Current Assets,9935135329.61,9811299796.29,8577016384.31,9693998751.3
Other Non Current Assets,1197934566.23,1071688487.32,741045800.88,706224484.82
Non Current Deferred Assets,32342993.0,28217625.49,33462758.3,44861707.51
Non Current Deferred Taxes Assets,495816982.32,466821601.82,359001975.46,391582395.48
Investmentin Financial Assets,,,,
Held To Maturity Securities,,,,
Long Term Equity Investment,12422824.14,10416493.78,10692479.5,9167824.99
Goodwill And Other Intangible Assets,2811167421.44,3101560631.03,2917660880.47,4140453477.29
Other Intangible Assets,1233965751.27,1341533571.98,1255164956.55,1542092856.71
Goodwill,1577201670.17,1760027059.05,1662495923.92,2598360620.58
Net PPE,5346761566.28,5107882616.71,4481544135.13,4358708298.37
Accumulated Depreciation,-4243397438.34,-4528974521.12,-3988958177.29,-3253446271.04
Gross PPE,9590159004.62,9636857137.83,8470502312.42,7612154569.41
Construction In Progress,502841997.99,629698295.67,433559351.99,250704062.3
Other Properties,2912792988.36,2788046621.71,2454386054.29,2312881880.58
Machinery Furniture Equipment,3590380002.09,3790738767.85,3386818361.58,2938887905.31
Buildings And Improvements,,,,
Properties,2584144016.18,2428373452.6,2195738544.56,2109680721.22
Current Assets,10349667244.75,8140810837.25,6876523359.92,6515143953.85
Other Current Assets,336142256.33,286932228.04,282890774.46,248826979.4
Prepaid Assets,107413020.6,141401676.51,153820134.36,93302924.87
Inventory,1641174624.07,1818829946.79,1824658969.97,1729912622.78
Inventories Adjustments Allowances,0.0,0.0,0.0,0.0
Other Inventories,15366162.4,10804128.69,7214316.51,7123511.94
Finished Goods,390425032.1,421419437.15,415138977.79,359473955.23
Work In Process,230443837.18,228062643.36,243846077.43,181741788.24
Raw Materials,1004939592.39,1158543737.59,1158459598.24,1181573367.37
Other Receivables,950594351.76,836288240.21,808890691.8,727421707.43
Accounts Receivable,4583780375.01,3639171315.62,2642846792.32,2309923988.74
Allowance For Doubtful Accounts Receivable,-78166051.14,-42051545.12,-32606373.9,-22716356.43
Gross Accounts Receivable,4661946426.15,3681222860.74,2675453166.22,2332640345.17
Cash Cash Equivalents And Short Term Investments,2730562616.98,1418187430.08,1163415997.01,1405755730.63
Other Short Term Investments,510562313.93,,,
Cash And Cash Equivalents,2220000303.05,1418187430.08,1163415997.01,1405755730.63
Cash Equivalents,103025298.52,69543338.24,13575846.65,12743949.67
Cash Financial,2116975004.53,1348644091.84,1149840150.36,1393011780.96
