,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Free Cash Flow,36049098.24,102139346.68,2704978.69,3888154.85
Repayment Of Debt,-100000.0,-16507000.0,-2913000.0,-30000000.0
Issuance Of Debt,30000000.0,,,
Capital Expenditure,-76273644.32,-55978395.84,-101670792.76,-100117763.97
End Cash Position,523813653.58,592225993.75,636069867.77,722944205.06
Beginning Cash Position,592225993.75,636069867.77,722944205.06,82813499.67
Effect Of Exchange Rate Changes,591750.82,900619.78,5845798.5,-1589827.53
Changes In Cash,-69004090.99,-44744493.8,-92720135.79,641720532.92
Financing Cash Flow,-88721623.22,-110194911.23,-71034948.75,627246821.9
Net Other Financing Charges,-51874311.61,-23994927.32,-31694799.86,693165861.67
Cash Dividends Paid,-66747311.61,-69692983.91,-36427148.89,-35919039.77
Net Issuance Payments Of Debt,29900000.0,-16507000.0,-2913000.0,-30000000.0
Net Long Term Debt Issuance,29900000.0,-16507000.0,-2913000.0,-30000000.0
Long Term Debt Payments,-100000.0,-16507000.0,-2913000.0,-30000000.0
Long Term Debt Issuance,30000000.0,,,
Investing Cash Flow,-92605210.33,-92667325.09,-126060958.49,-89532207.8
Net Other Investing Changes,1220759.84,,,
Net Investment Purchase And Sale,31373917.06,-36810386.58,-24434118.26,10557556.17
Sale Of Investment,582714086.36,587162493.0,1330965881.74,477557556.17
Purchase Of Investment,-551340169.3,-623972879.58,-1355400000.0,-467000000.0
Net Business Purchase And Sale,-49000000.0,,,
Purchase Of Business,-49000000.0,,,
Net PPE Purchase And Sale,-76199887.23,-55856938.51,-101626840.23,-100089763.97
Sale Of PPE,73757.09,121457.33,43952.53,28000.0
Purchase Of PPE,-76273644.32,-55978395.84,-101670792.76,-100117763.97
Capital Expenditure Reported,,,,
Operating Cash Flow,112322742.56,158117742.52,104375771.45,104005918.82
Change In Working Capital,-52136834.55,-33548370.5,-102383576.46,-15965780.47
Change In Other Current Assets,392812.8,-7289167.02,-3286609.27,-2170139.15
Change In Payable,629829.49,-36847702.88,56455072.41,33324688.68
Change In Inventory,-20416732.44,-37422948.96,-74634637.87,-22006050.26
Change In Receivables,-32742744.4,48011448.36,-80917401.73,-25114279.74
Other Non Cash Items,760651.64,470725.85,367988.93,349790.87
Stock Based Compensation,-9860447.45,18000824.85,10625600.0,
Deferred Tax,,,,
Depreciation And Amortization,28747165.95,24045624.16,14641323.95,10002647.85
Amortization Cash Flow,1403043.16,1329168.14,1265509.07,1308666.34
Depreciation,27344122.79,22716456.02,13375814.88,8693981.51
Gain Loss On Investment Securities,4945997.22,3136262.99,-5304828.65,-10587903.46
Gain Loss On Sale Of PPE,224567.76,176834.58,526581.37,265780.91
Net Income From Continuing Operations,133751794.16,142166182.66,181710067.73,117158154.13
Cash Flowsfromusedin Operating Activities Direct,112322742.56,158117742.52,104375771.45,104005918.82
Taxes Refund Paid Direct,-30480622.84,-32112131.32,243879.18,-4494064.67
Classesof Cash Payments,-303676539.69,-346710264.09,-331515845.99,-224204528.18
Other Cash Paymentsfrom Operating Activities,-44301931.62,-44607415.63,-47168521.29,-38067039.87
Paymentson Behalfof Employees,-117382950.45,-115305140.36,-96713977.2,-73742439.57
Paymentsto Suppliersfor Goodsand Services,-141991657.62,-186797708.1,-187633347.5,-112395048.74
Classesof Cash Receiptsfrom Operating Activities,446479905.09,536940137.93,435647738.26,332704511.67
Other Cash Receiptsfrom Operating Activities,14833469.58,14431288.71,15777305.01,33486214.14
Receiptsfrom Customers,431646435.51,522508849.22,419870433.25,299218297.53
