,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Ordinary Shares Number,806318354.0,806318354.0,806318354.0,806318354.0
Share Issued,806318354.0,806318354.0,806318354.0,806318354.0
Net Debt,2367923577.85,2343202088.76,2367233229.55,1286002915.97
Total Debt,3297751861.16,3759537306.24,3047271765.04,1895337186.35
Tangible Book Value,5463706331.21,5112593426.98,4675177059.71,4728784336.22
Invested Capital,8932961496.72,9085736411.33,8376909736.78,7311338928.68
Working Capital,1485518286.9,1246460898.09,1258677866.69,1488102803.99
Net Tangible Assets,5463706331.21,5112593426.98,4675177059.71,4728784336.22
Capital Lease Obligations,16300729.26,13962088.88,1512126.2,1123827.15
Common Stock Equity,6262764093.65,5963696315.2,5558281982.83,5532038424.34
Total Capitalization,8301991694.29,8079621551.6,7557857167.33,6758013827.29
Total Equity Gross Minority Interest,6952947021.67,6539611530.53,6099049662.62,5849744046.65
Minority Interest,690182928.02,575915215.33,540767679.79,317705622.31
Stockholders Equity,6262764093.65,5963696315.2,5558281982.83,5532038424.34
Treasury Stock,483802078.88,399965257.29,364177100.29,199959299.42
Retained Earnings,3692604119.87,3102657289.6,2662534813.8,2485377403.91
Additional Paid In Capital,1852964368.93,2074881986.54,2115903166.13,2115808012.98
Capital Stock,806318354.0,806318354.0,806318354.0,806318354.0
Common Stock,806318354.0,806318354.0,806318354.0,806318354.0
Total Liabilities Net Minority Interest,5753129671.9,6028780756.76,4841105497.55,3891415927.87
Total Non Current Liabilities Net Minority Interest,2538815999.18,2630169882.45,2449835194.56,1654935742.22
Tradeand Other Payables Non Current,,,,35000000.0
Non Current Deferred Revenue,192425909.32,195314183.42,160104612.22,156130051.08
Non Current Deferred Taxes Liabilities,290861759.96,304968373.75,288643271.64,236706461.04
Long Term Debt And Capital Lease Obligation,2055528329.9,2129887325.28,2001087310.7,1227099230.1
Long Term Capital Lease Obligation,16300729.26,13962088.88,1512126.2,1123827.15
Long Term Debt,2039227600.64,2115925236.4,1999575184.5,1225975402.95
Current Liabilities,3214313672.72,3398610874.31,2391270302.99,2236480185.65
Other Current Liabilities,19145983.06,15758219.24,14422420.07,16867496.17
Current Debt And Capital Lease Obligation,1242223531.26,1629649980.96,1046184454.34,668237956.25
Current Debt,630969802.43,1006114859.73,819052569.45,553325101.39
Payables,1936472150.9,1742806129.84,1317627214.48,1532776567.51
Other Payable,962266357.86,840402517.01,659228415.12,615885294.39
Dividends Payable,,4281450.0,2568870.0,
Total Tax Payable,73959565.94,94631984.3,42766406.26,27853077.62
Accounts Payable,900246227.1,803490178.53,613063523.1,889038195.5
Total Assets,12706076693.57,12568392287.29,10940155160.17,9741159974.52
Total Non Current Assets,8006244733.95,7923320514.89,7290206990.49,6016576984.88
Other Non Current Assets,49968187.33,62474869.84,73372019.11,109316977.02
Non Current Deferred Assets,69078652.82,55481189.57,54303892.91,31922041.61
Non Current Deferred Taxes Assets,132437758.18,173292924.5,152806601.21,120677852.05
Investmentin Financial Assets,51884225.19,22105526.88,6664185.24,7693262.46
Available For Sale Securities,51884225.19,22105526.88,6664185.24,7693262.46
Long Term Equity Investment,217974442.18,203280551.59,166177557.17,127922667.7
Goodwill And Other Intangible Assets,799057762.44,851102888.22,883104923.12,803254088.12
Other Intangible Assets,497186555.34,510588329.68,523054300.06,443203465.06
Goodwill,301871207.1,340514558.54,360050623.06,360050623.06
Net PPE,6685843705.81,6555582564.29,5953777811.73,4815790095.92
Accumulated Depreciation,-3603570891.86,-3083195045.54,-2619571202.38,-2164852816.25
Gross PPE,10289414597.67,9638777609.83,8573349014.11,6980642912.17
Construction In Progress,873816207.77,848755135.17,1304458506.57,1059131043.15
Other Properties,319646239.56,281813903.45,246757297.39,189164400.75
Machinery Furniture Equipment,5435341762.15,5145030735.46,4868370772.76,4322843454.81
Buildings And Improvements,,,,1409504013.46
Properties,3660610388.19,3363177835.75,2153762437.39,1409504013.46
Current Assets,4699831959.62,4645071772.4,3649948169.68,3724582989.64
Other Current Assets,315227186.13,252823294.93,119840474.2,175873911.92
Assets Held For Sale Current,,,6352183.46,
Prepaid Assets,18195732.98,34798583.85,17570358.29,13499703.62
Inventory,997044835.66,864608343.35,929552783.55,1048009786.4
Inventories Adjustments Allowances,0.0,0.0,0.0,0.0
Finished Goods,352286472.5,330412830.49,357873036.38,397380763.52
Work In Process,419298083.97,326772786.25,349543647.08,377247171.26
Raw Materials,225460279.19,207422726.61,222136100.09,273381851.62
Other Receivables,721263051.57,759195448.53,571779130.57,571925491.12
Accounts Receivable,2345827328.06,1954808094.37,1546440701.23,1421976508.21
Allowance For Doubtful Accounts Receivable,-121996889.85,-103809242.51,-86245523.3,-74455208.55
Gross Accounts Receivable,2467824217.91,2058617336.88,1632686224.53,1496431716.76
Cash Cash Equivalents And Short Term Investments,302273825.22,778838007.37,458412538.38,493297588.37
Other Short Term Investments,,,7018013.98,
Cash And Cash Equivalents,302273825.22,778838007.37,451394524.4,493297588.37
Cash Equivalents,13039002.28,18943570.78,11205086.34,10227849.17
Cash Financial,289234822.94,759894436.59,440189438.06,483069739.2
