,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Free Cash Flow,-778092436.74,784638282.13,66236838.82,683438838.05
Repayment Of Debt,-1872777060.94,-1560173128.9,-365808379.24,-328879098.49
Issuance Of Debt,2310807509.71,1922959173.27,993134345.55,187245860.18
Capital Expenditure,-428780624.53,-457351535.16,-325456173.55,-636140768.78
End Cash Position,1487510239.46,2067503553.24,1248898024.59,797797675.7
Beginning Cash Position,2067503553.24,1248898024.59,797797675.7,1050034135.72
Effect Of Exchange Rate Changes,2341778.3,8577133.62,30567330.09,-5474680.66
Changes In Cash,-582335092.08,810028395.03,420533018.8,-246761779.36
Financing Cash Flow,201477873.84,385465585.96,503557892.68,-919188204.07
Net Other Financing Charges,-128803455.16,126807219.91,10438084.36,-647608617.8
Cash Dividends Paid,-107749119.77,-104127678.32,-134206157.99,-129946347.96
Net Issuance Payments Of Debt,438030448.77,362786044.37,627325966.31,-141633238.31
Net Long Term Debt Issuance,438030448.77,362786044.37,627325966.31,-141633238.31
Long Term Debt Payments,-1872777060.94,-1560173128.9,-365808379.24,-328879098.49
Long Term Debt Issuance,2310807509.71,1922959173.27,993134345.55,187245860.18
Investing Cash Flow,-434501153.71,-817427008.22,-474717886.25,-647153182.12
Net Other Investing Changes,-23995571.64,-365636284.83,-161356416.64,-22479083.36
Net Investment Purchase And Sale,17390650.16,9049893.37,1471977.55,365973.72
Sale Of Investment,23490650.16,11499893.37,1471977.55,365973.72
Purchase Of Investment,-6100000.0,-2450000.0,,
Net Business Purchase And Sale,,-5810000.0,,38219.83
Sale Of Business,,,,38219.83
Purchase Of Business,,-5810000.0,,
Net PPE Purchase And Sale,-427896232.23,-455030616.76,-314833447.16,-625078292.31
Sale Of PPE,884392.3,2320918.4,10622726.39,11062476.47
Purchase Of PPE,-428780624.53,-457351535.16,-325456173.55,-636140768.78
Capital Expenditure Reported,,,,
Operating Cash Flow,-349311812.21,1241989817.29,391693012.37,1319579606.83
Change In Working Capital,-871712288.08,403806803.18,-436536407.16,306688523.91
Change In Other Current Assets,-44755047.15,-116575285.18,-28660531.8,-57115005.15
Change In Payable,-473738107.17,311543673.67,-65170177.09,309932827.71
Change In Inventory,-738230191.72,581668658.8,-452286540.94,197085573.38
Change In Receivables,385011057.96,-372830244.11,109580842.67,-143214872.03
Other Non Cash Items,44673970.42,41959379.41,49126333.48,19072753.39
Deferred Tax,,,,
Depreciation And Amortization,423229911.55,421153444.42,407190066.68,361244213.57
Amortization Cash Flow,11575640.41,9580884.29,8141296.24,6946755.56
Depreciation,411654271.14,411572560.13,399048770.44,354297458.01
Gain Loss On Investment Securities,-26790998.7,-15292114.73,848575.3,-365973.72
Gain Loss On Sale Of PPE,758364.59,3091318.92,1725714.34,2054550.41
Net Income From Continuing Operations,76056254.13,331867383.54,348671824.92,581045054.07
Cash Flowsfromusedin Operating Activities Direct,-349311812.21,1241989817.29,391693012.37,1319579606.83
Taxes Refund Paid Direct,-469188456.19,-489078597.41,-462115213.95,-583947445.47
Classesof Cash Payments,-8621848897.53,-8138206317.06,-7917317824.43,-7193541714.27
Other Cash Paymentsfrom Operating Activities,-1220872690.37,-1051588852.88,-928902748.82,-920487717.42
Paymentson Behalfof Employees,-1049827698.36,-907431500.89,-908781252.3,-838638770.81
Paymentsto Suppliersfor Goodsand Services,-6351148508.8,-6179185963.29,-6079633823.31,-5434415226.04
Classesof Cash Receiptsfrom Operating Activities,8741725541.51,9869274731.76,8771126050.75,9097068766.57
Other Cash Receiptsfrom Operating Activities,128679340.54,227353681.81,135305373.23,70331809.95
Receiptsfrom Customers,8613046200.97,9641921049.95,8635820677.52,9026736956.62
