,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Free Cash Flow,12937887.75,27937765.58,-10443920.56,1079563.18
Repayment Of Debt,-538356196.09,-559242894.77,-497971729.84,-446919963.0
Issuance Of Debt,1135180000.0,643701403.45,551103411.05,443031511.0
Capital Expenditure,-27067046.51,-30682682.06,-56386393.55,-64897234.59
End Cash Position,387374113.61,191205742.1,169730910.12,155436605.12
Beginning Cash Position,191205742.1,169730910.12,155436605.12,177885925.55
Effect Of Exchange Rate Changes,10593023.82,1587528.54,4237034.84,-4344158.92
Changes In Cash,185575347.69,19887303.44,10057270.16,-18105161.51
Financing Cash Flow,615480608.1,-4453202.66,15439474.73,-23875333.65
Net Other Financing Charges,55224496.65,-70011540.71,-17802377.22,1790744.02
Cash Dividends Paid,-36567692.46,-18900170.63,-19889829.26,-21777625.67
Net Issuance Payments Of Debt,596823803.91,84458508.68,53131681.21,-3888452.0
Net Long Term Debt Issuance,596823803.91,84458508.68,53131681.21,-3888452.0
Long Term Debt Payments,-538356196.09,-559242894.77,-497971729.84,-446919963.0
Long Term Debt Issuance,1135180000.0,643701403.45,551103411.05,443031511.0
Investing Cash Flow,-469910194.67,-34279941.54,-51324677.56,-60206625.63
Net Other Investing Changes,65259598.2,,,
Net Investment Purchase And Sale,-508714512.86,-4588224.48,448780.0,
Sale Of Investment,,4974776.52,448780.0,
Purchase Of Investment,-508714512.86,-9563001.0,,
Net PPE Purchase And Sale,-26455280.01,-29691717.06,-51773457.56,-60206625.63
Sale Of PPE,611766.5,990965.0,4612935.99,4690608.96
Purchase Of PPE,-27067046.51,-30682682.06,-56386393.55,-64897234.59
Capital Expenditure Reported,,,,
Operating Cash Flow,40004934.26,58620447.64,45942472.99,65976797.77
Change In Working Capital,-197092841.77,-98386863.33,-98767335.11,-92308951.47
Change In Other Current Assets,-4685277.45,-8668257.43,-1281357.46,-4162486.4
Change In Payable,-20251051.81,121474273.7,49237959.4,17429807.98
Change In Inventory,-63176961.5,-2011652.45,-23673816.76,-31989918.84
Change In Receivables,-108979551.01,-209181227.15,-123050120.29,-73586354.21
Other Non Cash Items,39197290.65,27778366.41,21731505.84,43298378.56
Deferred Tax,,,,
Depreciation And Amortization,116208251.41,82357950.12,74657671.51,73426938.72
Amortization Cash Flow,6838971.77,4952918.74,5086116.66,4576938.42
Depreciation,109369279.64,77405031.38,69571554.85,68850000.3
Gain Loss On Investment Securities,-2159425.29,225303.11,247220.0,-2121203.69
Gain Loss On Sale Of PPE,3203610.57,1288117.04,-958009.97,-1926207.48
Net Income From Continuing Operations,60944357.97,35275827.75,40056641.45,33907788.7
Cash Flowsfromusedin Operating Activities Direct,40004934.26,58620447.64,45942472.99,65976797.77
Taxes Refund Paid Direct,-80045538.32,-95179262.79,-57231889.86,-65825048.28
Classesof Cash Payments,-2058765633.26,-1395581651.32,-1426936802.32,-1383800475.91
Other Cash Paymentsfrom Operating Activities,-112228713.55,-159171403.47,-143505234.57,-125727846.2
Paymentson Behalfof Employees,-478087573.43,-354826180.56,-345991446.39,-356394641.59
Paymentsto Suppliersfor Goodsand Services,-1468449346.28,-881584067.29,-937440121.36,-901677988.12
Classesof Cash Receiptsfrom Operating Activities,2178816105.84,1549381361.75,1530111165.17,1515602321.96
Other Cash Receiptsfrom Operating Activities,16921396.05,13807048.41,23306451.13,26208878.65
Receiptsfrom Customers,2161894709.79,1535574313.34,1506804714.04,1489393443.31
