,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Free Cash Flow,-35446859.7,44044484.21,-50593065.65,-14409811.75
Repayment Of Debt,-5500000.0,-14773232.67,,
Issuance Of Debt,10000000.0,,,
Capital Expenditure,-16841017.19,-18771126.26,-52742556.23,-64925072.99
End Cash Position,86800693.36,148577779.47,90248381.31,195749694.97
Beginning Cash Position,148577779.47,90248381.31,195749694.97,59844402.62
Changes In Cash,-61777086.11,58329398.16,-105501313.66,135905292.35
Financing Cash Flow,-60973832.76,54792587.57,-26101083.27,-48171222.22
Net Other Financing Charges,-25684700.25,83458696.92,-321376.01,3020777.78
Cash Dividends Paid,-39246175.04,-13242876.68,-25779707.26,-51192000.0
Net Issuance Payments Of Debt,4500000.0,-14773232.67,,
Net Long Term Debt Issuance,4500000.0,-14773232.67,,
Long Term Debt Payments,-5500000.0,-14773232.67,,
Long Term Debt Issuance,10000000.0,,,
Investing Cash Flow,17802589.16,-59278799.88,-81549720.97,133561253.33
Net Other Investing Changes,,,,
Net Investment Purchase And Sale,34549568.26,-40898484.84,-29855367.8,197963151.76
Sale Of Investment,1098781068.26,799858515.16,1007733992.57,1670767355.92
Purchase Of Investment,-1064231500.0,-840757000.0,-1037589360.37,-1472804204.16
Net Business Purchase And Sale,,,1019963.06,208574.56
Sale Of Business,,,1019963.06,208574.56
Net PPE Purchase And Sale,-16746979.1,-18380315.04,-52714316.23,-64610472.99
Sale Of PPE,94038.09,390811.22,28240.0,314600.0
Purchase Of PPE,-16841017.19,-18771126.26,-52742556.23,-64925072.99
Capital Expenditure Reported,,,,
Operating Cash Flow,-18605842.51,62815610.47,2149490.58,50515261.24
Change In Working Capital,-30881171.61,11917547.36,-38232296.05,13016054.72
Change In Other Current Assets,-6453571.59,-342233.55,-3120011.3,707951.63
Change In Payable,-20963096.82,31111882.36,22489979.09,23073317.87
Change In Inventory,-2198077.17,-21169647.73,-33350281.91,-929600.63
Change In Receivables,-1266426.03,2317546.28,-24251981.93,-9835614.15
Other Non Cash Items,727638.2,872442.1,744859.75,353063.42
Deferred Tax,,,,
Depreciation And Amortization,14490042.95,13897896.16,11244785.03,8796250.96
Amortization Cash Flow,1498629.43,1130452.78,859648.74,764286.51
Depreciation,12991413.52,12767443.38,10385136.29,8031964.45
Gain Loss On Investment Securities,-5424723.32,-4759908.46,-7823492.81,-8563112.47
Gain Loss On Sale Of PPE,70774.56,238190.67,196.47,291935.06
Net Income From Continuing Operations,-23541709.13,36145937.91,13864998.5,26994187.93
Cash Flowsfromusedin Operating Activities Direct,-18605842.51,62815610.47,2149490.58,50515261.24
Taxes Refund Paid Direct,-23107482.41,-38053009.68,-2235384.4,-21643633.64
Classesof Cash Payments,-251776807.86,-278794660.8,-247051076.72,-183555357.86
Other Cash Paymentsfrom Operating Activities,-57254757.36,-67570249.12,-54435004.45,-40763653.5
Paymentson Behalfof Employees,-79081272.01,-68431459.14,-55886331.86,-51702199.12
Paymentsto Suppliersfor Goodsand Services,-115440778.49,-142792952.54,-136729740.41,-91089505.24
Classesof Cash Receiptsfrom Operating Activities,256278447.76,379663280.95,251435951.7,255714252.74
Other Cash Receiptsfrom Operating Activities,14171165.89,14776461.46,19571555.08,9469335.9
Receiptsfrom Customers,242107281.87,364886819.49,231864396.62,246244916.84
