,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Ordinary Shares Number,409861106.0,409861106.0,354861400.0,354861400.0
Share Issued,409861106.0,409861106.0,354861400.0,354861400.0
Total Debt,58192095.86,49970877.56,41612877.89,38929919.58
Tangible Book Value,3144549620.37,3066007077.34,2222453131.03,2049708718.59
Invested Capital,3581091390.6,3458742317.57,2629769197.7,2358370155.02
Working Capital,2300553825.1,2343578923.0,1588904501.16,1369467405.56
Net Tangible Assets,3144549620.37,3066007077.34,2222453131.03,2049708718.59
Capital Lease Obligations,41221642.08,38044598.87,30073907.86,27683153.25
Common Stock Equity,3581091390.6,3458742317.57,2627765614.37,2356367496.69
Total Capitalization,3581091390.6,3458742317.57,2627765614.37,2356367496.69
Total Equity Gross Minority Interest,3813051622.36,3686579975.42,2846443964.98,2580987015.02
Minority Interest,231960231.76,227837657.85,218678350.61,224619518.33
Stockholders Equity,3581091390.6,3458742317.57,2627765614.37,2356367496.69
Treasury Stock,94981629.66,,,
Retained Earnings,1615026232.89,1377571063.24,1159491070.85,896974273.16
Additional Paid In Capital,1590484385.78,1617346925.69,1071165590.96,1076182249.25
Capital Stock,409861106.0,409861106.0,354861106.0,354861106.0
Common Stock,409861106.0,409861106.0,354861106.0,354861106.0
Total Liabilities Net Minority Interest,1371818835.86,1326614753.61,1265259831.74,1158390237.9
Total Non Current Liabilities Net Minority Interest,117387072.82,116144399.41,97767138.06,78358982.47
Tradeand Other Payables Non Current,11603264.66,14047769.92,16063149.65,17174675.36
Non Current Deferred Revenue,34812458.98,40104687.66,27541814.0,17468262.01
Non Current Deferred Taxes Liabilities,29749707.1,23947342.96,24088266.55,16032891.85
Long Term Debt And Capital Lease Obligation,41221642.08,38044598.87,30073907.86,27683153.25
Long Term Capital Lease Obligation,41221642.08,38044598.87,30073907.86,27683153.25
Current Liabilities,1254431763.04,1210470354.2,1167492693.68,1080031255.43
Other Current Liabilities,23980511.17,10146428.32,10700824.16,10911373.85
Current Debt And Capital Lease Obligation,16970453.78,11926278.69,11538970.03,11246766.33
Current Debt,,,2003583.33,2002658.33
Payables,1008781682.29,997346801.9,932928944.79,861208917.91
Other Payable,696061322.89,677318873.52,693717760.23,621116710.17
Dividends Payable,4126597.24,6493339.83,,2494518.84
Total Tax Payable,124281594.7,105667219.12,92500948.53,108961640.78
Accounts Payable,184312167.46,207867369.43,146710236.03,128636048.12
Total Assets,5184870458.22,5013194729.03,4111703796.72,3739377252.92
Total Non Current Assets,1629884870.08,1459145451.83,1355306601.88,1289878591.93
Other Non Current Assets,48781800.59,,2151800.0,74640000.0
Non Current Deferred Assets,17528668.09,8624837.56,8841060.29,7396612.84
Non Current Deferred Taxes Assets,73515133.37,51231567.93,39039607.37,25262064.39
Investmentin Financial Assets,90000.0,590000.0,540000.0,540000.0
Held To Maturity Securities,,500000.0,450000.0,450000.0
Available For Sale Securities,90000.0,90000.0,90000.0,90000.0
Long Term Equity Investment,14394616.15,13748792.1,13000096.71,12356655.78
Investment Properties,34544742.94,,,
Goodwill And Other Intangible Assets,436541770.23,392735240.23,405312483.34,306658778.1
Other Intangible Assets,149968802.89,151381184.19,154657117.7,153377499.21
Goodwill,286572967.34,241354056.04,250655365.64,153281278.89
Net PPE,1004488138.71,992215014.01,886421554.17,863024480.82
Accumulated Depreciation,-635622152.53,-545937107.23,-489483250.28,-424024991.5
Gross PPE,1640110291.24,1538152121.24,1375904804.45,1287049472.32
Construction In Progress,19009752.59,55907325.77,89739556.73,54562238.31
Other Properties,216477791.63,187025602.22,126739318.94,111669287.99
Machinery Furniture Equipment,545005529.02,451066324.01,422022649.79,383414667.03
Properties,859617218.0,844152869.24,737403278.99,737403278.99
Current Assets,3554985588.14,3554049277.2,2756397194.84,2449498660.99
Other Current Assets,23204363.68,20019104.39,23919681.05,19826844.61
Prepaid Assets,18789803.21,20902183.8,28486855.78,22374541.2
Inventory,40229779.47,38713467.07,38122487.7,30850144.54
Other Inventories,4906120.86,5749869.41,,
Finished Goods,32090947.0,28760622.42,25012237.69,21270451.12
Work In Process,2428210.23,3786599.77,12802295.16,8152034.43
Raw Materials,804501.38,416375.47,307954.85,1427658.99
Other Receivables,37855415.57,49686742.73,86238097.79,116912314.25
Accounts Receivable,1400405982.11,1270256940.74,1118740222.51,805060096.36
Allowance For Doubtful Accounts Receivable,-439532919.98,-296808354.44,-219627530.63,-154237221.23
Gross Accounts Receivable,1839938902.09,1567065295.18,1338367753.14,959297317.59
Cash Cash Equivalents And Short Term Investments,2034500244.1,2154470838.47,1460889850.01,1454474720.03
Cash And Cash Equivalents,2034500244.1,2154470838.47,1460889850.01,1454474720.03
Cash Equivalents,19652389.93,15599785.42,15023887.25,1441206400.54
Cash Financial,2014847854.17,2138871053.05,1445865962.76,174139.73
