,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Ordinary Shares Number,1901073701.0,1901073701.0,1901073701.0,1901073701.0
Share Issued,1901073701.0,1901073701.0,1901073701.0,1901073701.0
Total Debt,892258875.86,869496874.77,622625090.51,172285466.84
Tangible Book Value,6010428768.94,6286933237.67,6468595628.09,6241242543.48
Invested Capital,7911646304.56,7753517554.3,7416950621.97,6714797684.73
Working Capital,5096787920.8,5715206970.75,5308261544.71,5233622942.94
Net Tangible Assets,6010428768.94,6286933237.67,6468595628.09,6241242543.48
Capital Lease Obligations,40785548.18,49614586.59,57311488.02,75250498.16
Common Stock Equity,7169264530.27,7042977693.18,6866039941.41,6636419960.89
Total Capitalization,7169264530.27,7042977693.18,6866039941.41,6636419960.89
Total Equity Gross Minority Interest,7357482921.21,7177447271.32,6995286784.54,6738791376.08
Minority Interest,188218390.94,134469578.14,129246843.13,102371415.19
Stockholders Equity,7169264530.27,7042977693.18,6866039941.41,6636419960.89
Treasury Stock,170251470.78,180410507.21,100379641.77,29999678.13
Retained Earnings,2150925653.22,2054884855.57,1801805927.4,1463772234.25
Additional Paid In Capital,3496698067.07,3420785525.99,3454336482.53,3466949157.14
Capital Stock,1901073701.0,1901073701.0,1901073701.0,1901073701.0
Common Stock,1901073701.0,1901073701.0,1901073701.0,1901073701.0
Total Liabilities Net Minority Interest,2864070868.92,2701655419.32,2601020357.75,2010731191.92
Total Non Current Liabilities Net Minority Interest,148940581.06,243653821.83,66847637.88,85365523.77
Tradeand Other Payables Non Current,93765103.91,178253449.72,,
Non Current Deferred Revenue,,,7457725.67,7316107.36
Non Current Deferred Taxes Liabilities,14389928.97,15785785.52,2078424.19,2798918.25
Long Term Debt And Capital Lease Obligation,40785548.18,49614586.59,57311488.02,75250498.16
Long Term Capital Lease Obligation,40785548.18,49614586.59,57311488.02,75250498.16
Current Liabilities,2715130287.86,2458001597.49,2534172719.87,1925365668.15
Other Current Liabilities,266074588.63,124838525.04,81665740.29,61272301.39
Current Debt And Capital Lease Obligation,851473327.68,819882288.18,565313602.49,97034968.68
Current Debt,742381774.29,710539861.12,550910680.56,78377723.84
Payables,679739520.49,609391677.84,887311745.65,631358200.83
Other Payable,112094686.34,140473513.1,193405158.13,132419020.91
Dividends Payable,,,,
Total Tax Payable,82462783.18,42985174.59,78908242.22,62899363.02
Accounts Payable,485182050.97,425932990.15,614998345.3,436039816.9
Total Assets,10221553790.13,9879102690.64,9596307142.29,8749522568.0
Total Non Current Assets,2409635581.47,1705894122.4,1753872877.71,1590533956.91
Other Non Current Assets,6786676.94,100000.0,,4810386.69
Non Current Deferred Assets,10374586.09,9484657.39,10263866.86,13653191.19
Non Current Deferred Taxes Assets,253774650.69,264701816.04,269406280.28,300849936.36
Investmentin Financial Assets,314697948.35,305335132.25,383482556.19,443750337.63
Available For Sale Securities,314697948.35,305335132.25,383482556.19,443750337.63
Long Term Equity Investment,154594386.42,158940680.2,478606406.91,187591635.78
Investment Properties,80862152.68,83987322.04,87112491.4,90237660.76
Goodwill And Other Intangible Assets,1158835761.33,756044455.51,397444313.32,395177417.41
Other Intangible Assets,11962857.72,7203727.67,5822057.9,3555161.99
Goodwill,1146872903.61,748840727.84,391622255.42,391622255.42
Net PPE,424969005.97,123406295.97,126469453.75,154017744.17
Accumulated Depreciation,,-67532239.27,-65556974.55,-69406187.37
Gross PPE,424969005.97,190938535.24,192026428.3,223423931.54
Other Properties,424969005.97,125085477.56,125708702.44,157295636.65
Machinery Furniture Equipment,,11838832.11,12303500.29,12114069.32
Buildings And Improvements,,,,
Properties,,54014225.57,54014225.57,54014225.57
Current Assets,7811918208.66,8173208568.24,7842434264.58,7158988611.09
Other Current Assets,215774526.02,90913365.89,70035205.47,130679405.76
Prepaid Assets,210968506.56,224537957.38,123195913.05,255483397.79
Inventory,2631216692.12,1718317200.91,1901348449.65,1890230924.55
Inventories Adjustments Allowances,-78550723.65,-48605448.83,-46566130.68,-67130102.57
Other Inventories,2221755711.03,1317577831.14,1535186794.47,1488893194.53
Finished Goods,13114919.0,14932804.92,3496794.52,8970666.22
Raw Materials,474896785.74,434412013.68,409230991.34,459497166.37
Other Receivables,153978097.51,106506947.25,177323927.56,164886833.79
Accounts Receivable,810604541.59,812265196.19,1080154771.83,734056740.69
Allowance For Doubtful Accounts Receivable,,-398900351.11,-413489398.48,-382384473.89
Gross Accounts Receivable,,1211165547.3,1493644170.31,1116441214.58
Cash Cash Equivalents And Short Term Investments,3789375844.86,5220667900.62,4490375997.02,3983651308.51
Other Short Term Investments,1439349728.05,2384319773.45,1848338301.67,810858030.3
Cash And Cash Equivalents,2350026116.81,2836348127.17,2642037695.35,3172793278.21
Cash Equivalents,11495.62,342427.59,2860761.68,2585382.28
Cash Financial,2350014621.19,2836005699.58,2639176933.67,3170207895.93
